Date,Open,High,Low,Close,Volume,"('Adj Close', 'VTGN')","('Close', 'VTGN')","('High', 'VTGN')","('Low', 'VTGN')","('Open', 'VTGN')","('Volume', 'VTGN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.050000190734863,5.320000171661377,4.940000057220459,5.150000095367432,274900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.010000228881836,5.079999923706055,4.869999885559082,4.900000095367432,473700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.869999885559082,5.179999828338623,4.849999904632568,5.090000152587891,314900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.059999942779541,5.059999942779541,4.909999847412109,5.039999961853027,147900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.039999961853027,5.46999979019165,4.940000057220459,5.460000038146973,676300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.449999809265137,5.860000133514404,5.309999942779541,5.769999980926514,794600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.769999980926514,5.829999923706055,5.440000057220459,5.570000171661377,317300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.460000038146973,5.53000020980835,5.340000152587891,5.449999809265137,155000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.449999809265137,5.630000114440918,5.420000076293945,5.449999809265137,228400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.489999771118164,5.489999771118164,4.940000057220459,5.010000228881836,680200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.889999866485596,4.989999771118164,4.739999771118164,4.869999885559082,268800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.880000114440918,4.920000076293945,4.650000095367432,4.800000190734863,260500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.840000152587891,4.840000152587891,4.5,4.619999885559082,212500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.630000114440918,5.070000171661377,4.619999885559082,5.0,244400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.130000114440918,5.139999866485596,4.900000095367432,4.949999809265137,205800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.039999961853027,5.090000152587891,4.769999980926514,4.809999942779541,271900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.78000020980835,4.909999847412109,4.679999828338623,4.820000171661377,131300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.889999866485596,4.920000076293945,4.800000190734863,4.849999904632568,82000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.860000133514404,5.340000152587891,4.699999809265137,5.260000228881836,458900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.190000057220459,5.210000038146973,4.78000020980835,4.849999904632568,308600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.800000190734863,5.010000228881836,4.769999980926514,4.78000020980835,353800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.869999885559082,4.909999847412109,4.739999771118164,4.800000190734863,159800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.769999980926514,4.869999885559082,4.659999847412109,4.769999980926514,190800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.71999979019165,4.71999979019165,4.550000190734863,4.590000152587891,188700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.550000190734863,4.849999904632568,4.440000057220459,4.800000190734863,144100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.860000133514404,4.860000133514404,4.619999885559082,4.730000019073486,235000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.789999961853027,4.989999771118164,4.730000019073486,4.949999809265137,142800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.980000019073486,5.0,4.809999942779541,4.900000095367432,150500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.940000057220459,5.400000095367432,4.860000133514404,5.150000095367432,403800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.929999828338623,5.010000228881836,4.840000152587891,4.900000095367432,185400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.090000152587891,5.460000038146973,5.079999923706055,5.389999866485596,706200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.449999809265137,5.550000190734863,5.179999828338623,5.420000076293945,344600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.309999942779541,5.389999866485596,5.099999904632568,5.099999904632568,195800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.039999961853027,5.139999866485596,4.949999809265137,5.0,211700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.0,5.03000020980835,4.760000228881836,4.820000171661377,184100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,4.840000152587891,5.0,4.800000190734863,4.920000076293945,133000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,4.929999828338623,5.090000152587891,4.869999885559082,4.940000057220459,118500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,4.960000038146973,5.099999904632568,4.940000057220459,5.050000190734863,272300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,5.0,5.329999923706055,5.0,5.289999961853027,249500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,5.340000152587891,5.340000152587891,5.110000133514404,5.210000038146973,264300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,5.25,5.300000190734863,5.110000133514404,5.110000133514404,157300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,5.119999885559082,5.309999942779541,5.019999980926514,5.070000171661377,257500.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,5.110000133514404,5.110000133514404,4.849999904632568,4.849999904632568,319300.0,,,,,,,,,,
