Date,Open,High,Low,Close,Volume,"('Adj Close', 'TRVN')","('Close', 'TRVN')","('High', 'TRVN')","('Low', 'TRVN')","('Open', 'TRVN')","('Volume', 'TRVN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,17.75,18.475000381469727,17.600000381469727,18.475000381469727,2776.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.5,18.5,17.524999618530273,18.024999618530277,2536.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.5,18.5,18.0,18.125,2136.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.5,18.5,17.674999237060547,17.875,3464.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,17.799999237060547,18.5,17.75,18.450000762939453,3200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.450000762939453,18.450000762939453,17.924999237060547,18.375,2000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.149999618530277,19.225000381469727,18.149999618530277,18.25,6480.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.825000762939453,18.75,17.75,17.75,1384.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.100000381469727,18.25,17.25,17.25,2384.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,15.75,19.225000381469727,14.425000190734863,17.125,9500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,17.399999618530273,17.5,17.125,17.125,612.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.549999237060547,18.549999237060547,16.75,16.899999618530273,5036.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,17.0,18.5,16.625,17.5,2304.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,17.149999618530273,17.825000762939453,17.024999618530273,17.125,1972.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,17.25,17.5,16.75,16.825000762939453,2404.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,17.274999618530273,17.5,15.949999809265137,16.075000762939453,2184.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,16.75,16.825000762939453,15.75,16.100000381469727,2688.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,16.225000381469727,16.225000381469727,15.800000190734863,15.899999618530272,888.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,16.0,16.25,15.800000190734863,16.25,2624.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,16.174999237060547,17.5,15.5,16.75,7676.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,16.25,16.299999237060547,15.5,16.024999618530273,1200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,16.024999618530273,16.024999618530273,15.25,15.600000381469728,4072.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,15.375,15.5,15.074999809265137,15.449999809265137,3264.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,15.375,15.375,13.899999618530272,14.399999618530272,5628.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,15.175000190734863,15.375,14.5,14.550000190734863,952.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,14.5,15.649999618530272,14.25,14.925000190734863,7436.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,14.800000190734863,15.225000381469728,14.25,14.25,1776.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,14.5,15.100000381469728,14.25,14.649999618530272,1512.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,14.625,15.0,14.324999809265137,14.5,2824.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,14.699999809265137,14.75,14.5,14.5,968.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,14.300000190734863,15.399999618530272,14.300000190734863,15.175000190734863,2340.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,15.300000190734863,15.5,14.5,15.5,1248.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,15.25,15.25,14.25,14.274999618530272,5036.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,15.074999809265137,15.25,13.75,14.225000381469728,1780.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,14.0,14.225000381469728,14.0,14.149999618530272,1216.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,14.475000381469728,14.5,14.100000381469728,14.199999809265137,772.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,14.449999809265137,14.5,13.5,14.024999618530272,2644.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,14.024999618530272,14.5,14.024999618530272,14.449999809265137,1196.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,14.25,17.5,13.774999618530272,14.524999618530272,50624.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,14.5,15.5,13.824999809265137,14.25,7204.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,14.199999809265137,15.5,14.0,14.524999618530272,14212.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,14.074999809265137,15.425000190734863,14.0,14.274999618530272,5200.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,14.5,15.475000381469728,14.074999809265137,14.75,2240.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,14.25,14.25,13.75,14.125,3656.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,14.0,14.75,14.0,14.5,1248.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,14.5,14.649999618530272,13.75,13.949999809265137,3184.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,13.774999618530272,14.5,13.75,14.350000381469728,3780.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,13.925000190734863,14.25,13.75,14.125,3076.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,14.0,14.375,13.75,14.050000190734863,2716.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,14.0,14.375,13.824999809265137,13.824999809265137,3928.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,14.25,14.25,13.800000190734863,14.100000381469728,2872.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,14.0,14.199999809265137,13.75,13.75,3744.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,13.949999809265137,14.199999809265137,13.675000190734863,13.75,3584.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,13.75,14.149999618530272,13.75,13.75,5356.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,13.75,13.75,12.75,13.25,9352.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,13.024999618530272,13.524999618530272,12.375,12.524999618530272,6004.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,12.725000381469728,12.725000381469728,10.175000190734863,11.5,14876.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,11.350000381469728,11.75,10.524999618530272,10.875,3812.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,10.899999618530272,11.774999618530272,10.774999618530272,11.074999809265137,5372.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,11.399999618530272,11.574999809265137,11.0,11.475000381469728,2724.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,12.25,12.25,11.25,11.5,5672.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,11.399999618530272,11.5,9.75,10.0,16872.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,10.0,10.0,7.5,9.274999618530272,14136.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,10.0,10.350000381469728,9.074999809265137,9.475000381469728,9556.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,9.75,10.25,9.75,9.899999618530272,4512.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,10.100000381469728,10.5,9.975000381469728,10.425000190734863,3304.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,10.425000190734863,10.600000381469728,9.75,10.274999618530272,1404.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,10.25,10.625,10.0,10.0,3240.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,10.125,10.5,10.024999618530272,10.149999618530272,3564.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,10.25,10.5,10.149999618530272,10.324999809265137,1796.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,10.475000381469728,10.475000381469728,9.25,9.524999618530272,7360.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,9.475000381469728,10.5,9.475000381469728,9.800000190734863,2720.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,9.75,10.074999809265137,9.274999618530272,9.824999809265137,2924.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,9.5,10.25,9.324999809265137,10.050000190734863,146344.0,,,,,,,,,,
