Date,Open,High,Low,Close,Volume,"('Adj Close', 'PAG')","('Close', 'PAG')","('High', 'PAG')","('Low', 'PAG')","('Open', 'PAG')","('Volume', 'PAG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,159.57000732421875,161.6699981689453,158.83999633789062,160.5,146500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,158.3800048828125,158.3800048828125,153.0399932861328,153.30999755859375,235700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,152.36000061035156,152.5,150.64999389648438,150.82000732421875,282800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,150.08999633789062,152.86000061035156,149.30999755859375,150.5800018310547,219000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,150.75999450683594,152.6999969482422,149.92999267578125,152.27999877929688,143400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,150.92999267578125,151.58999633789062,150.30999755859375,151.14999389648438,125500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,150.8800048828125,151.9199981689453,149.8000030517578,151.83999633789062,159000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,151.10000610351562,151.74000549316406,148.8000030517578,151.5,175500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,152.39999389648438,152.83999633789062,148.25,149.1699981689453,175600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,148.5399932861328,150.32000732421875,146.86000061035156,150.0399932861328,173500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,149.10000610351562,150.47999572753906,148.97999572753906,150.27999877929688,172500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,151.10000610351562,152.27000427246094,150.1999969482422,151.3300018310547,138200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,151.2899932861328,153.08999633789062,149.41000366210938,151.4499969482422,123900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,152.32000732421875,155.39999389648438,152.32000732421875,154.02999877929688,123400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,155.77999877929688,155.77999877929688,152.3300018310547,152.38999938964844,143100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,154.42999267578125,155.0500030517578,149.89999389648438,150.8300018310547,135700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,152.25,152.88999938964844,150.80999755859375,152.77000427246094,151600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,153.77999877929688,154.1199951171875,152.5399932861328,153.32000732421875,78200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,153.50999450683594,156.1300048828125,152.52999877929688,155.97000122070312,117400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,154.77999877929688,157.82000732421875,154.77999877929688,156.0399932861328,141600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,151.57000732421875,153.6999969482422,145.74000549316406,148.3699951171875,421000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,149.1999969482422,152.92999267578125,148.8000030517578,152.82000732421875,232500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,150.72999572753906,152.7100067138672,150.0,152.16000366210938,236900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,150.25,150.63999938964844,148.60000610351562,149.61000061035156,223800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,149.1300048828125,150.94000244140625,148.05999755859375,149.74000549316406,220300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,148.00999450683594,153.39999389648438,146.60000610351562,148.25,510500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,147.50999450683594,148.97000122070312,147.0,148.02000427246094,225100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,148.13999938964844,152.8800048828125,147.1999969482422,152.66000366210938,195900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,153.13999938964844,156.69000244140625,153.13999938964844,154.83999633789062,214300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,151.17999267578125,152.42999267578125,149.0800018310547,150.35000610351562,231000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,150.55999755859375,151.05999755859375,147.6199951171875,150.44000244140625,211400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,151.1999969482422,151.8800048828125,149.8300018310547,151.49000549316406,162200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,150.4600067138672,151.5800018310547,148.75999450683594,149.19000244140625,173000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,146.58999633789062,147.41000366210938,144.72999572753906,145.16000366210938,336000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,144.33999633789062,147.58999633789062,143.75999450683594,146.57000732421875,247200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,147.77999877929688,150.74000549316406,147.1999969482422,150.72000122070312,324800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,151.25999450683594,151.72000122070312,149.97000122070312,150.99000549316406,207400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,150.3699951171875,151.72000122070312,149.8699951171875,150.6199951171875,170100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,151.86000061035156,153.2899932861328,151.1999969482422,151.75,184400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,150.89999389648438,152.52999877929688,150.72999572753906,151.33999633789062,227300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,153.33999633789062,153.83999633789062,151.49000549316406,153.5,170500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,153.58999633789062,154.6699981689453,152.10000610351562,154.63999938964844,183800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,154.1999969482422,155.75,152.8800048828125,153.2100067138672,255300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,152.0800018310547,154.92999267578125,151.9499969482422,153.14999389648438,224200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,155.0,155.0,151.3699951171875,152.50999450683594,170300.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,153.2899932861328,154.91000366210938,152.08999633789062,152.74000549316406,183200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,153.30999755859375,156.60000610351562,152.0800018310547,152.22999572753906,165100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,151.82000732421875,152.63999938964844,150.72999572753906,152.3000030517578,148700.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,153.02999877929688,153.85000610351562,151.6300048828125,153.72999572753906,126400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,153.5500030517578,155.4600067138672,153.5500030517578,154.25,148700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,153.4499969482422,153.6999969482422,150.61000061035156,151.72999572753906,143200.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,151.14999389648438,153.83999633789062,151.14999389648438,153.3000030517578,334000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,153.66000366210938,155.97000122070312,152.60000610351562,152.9600067138672,336800.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,152.8000030517578,155.72000122070312,152.3000030517578,153.08999633789062,170000.0,,,,,,,,,,
