Date,Open,High,Low,Close,Volume,"('Adj Close', 'SCPH')","('Close', 'SCPH')","('High', 'SCPH')","('Low', 'SCPH')","('Open', 'SCPH')","('Volume', 'SCPH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.239999771118164,6.409999847412109,6.190000057220459,6.389999866485596,134200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.269999980926514,6.565000057220459,6.269999980926514,6.349999904632568,202400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.369999885559082,6.400000095367432,6.150000095367432,6.360000133514404,184200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.599999904632568,6.599999904632568,6.289999961853027,6.349999904632568,393500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.380000114440918,6.5,6.090000152587891,6.389999866485596,324000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.369999885559082,6.409999847412109,6.21999979019165,6.28000020980835,186200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.28000020980835,6.409999847412109,6.179999828338623,6.349999904632568,190600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.289999961853027,6.309999942779541,5.989999771118164,6.099999904632568,177100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.139999866485596,6.275000095367432,5.960000038146973,5.96999979019165,154600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.96999979019165,5.980000019073486,5.739999771118164,5.78000020980835,183000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.650000095367432,5.800000190734863,5.639999866485596,5.769999980926514,140400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.769999980926514,5.989999771118164,5.710000038146973,5.760000228881836,265500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.769999980926514,5.829999923706055,5.239999771118164,5.340000152587891,453700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.340000152587891,5.559999942779541,5.340000152587891,5.519999980926514,281800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.570000171661377,5.580999851226807,5.361000061035156,5.46999979019165,123500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.550000190734863,5.610000133514404,5.255000114440918,5.269999980926514,186600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.260000228881836,5.46999979019165,5.199999809265137,5.449999809265137,217000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.489999771118164,5.539999961853027,5.289999961853027,5.320000171661377,215700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.28000020980835,5.449999809265137,5.25,5.389999866485596,273700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.400000095367432,5.400000095367432,5.010000228881836,5.090000152587891,245900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.079999923706055,5.090000152587891,4.900000095367432,4.900000095367432,240400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.949999809265137,5.199999809265137,4.849999904632568,5.090000152587891,266200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.03000020980835,5.085000038146973,4.909999847412109,4.909999847412109,263700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.840000152587891,5.284999847412109,4.739999771118164,5.190000057220459,320700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.230000019073486,5.539999961853027,5.139999866485596,5.320000171661377,237000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.329999923706055,5.389999866485596,5.190000057220459,5.199999809265137,157400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.210000038146973,5.300000190734863,5.070000171661377,5.110000133514404,325700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.130000114440918,5.400000095367432,5.061999797821045,5.380000114440918,175900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.380000114440918,5.78000020980835,5.320000171661377,5.730000019073486,279200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.650000095367432,5.650000095367432,5.255000114440918,5.349999904632568,245500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.409999847412109,5.710000038146973,5.409999847412109,5.639999866485596,236800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.670000076293945,5.809999942779541,5.46999979019165,5.679999828338623,262300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.650000095367432,6.034999847412109,5.590000152587891,5.739999771118164,173900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.690000057220459,5.840000152587891,5.591000080108643,5.699999809265137,129400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.679999828338623,5.690000057220459,5.510000228881836,5.579999923706055,120500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,5.550000190734863,5.769999980926514,5.485000133514404,5.639999866485596,154300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,5.630000114440918,5.75,5.510000228881836,5.659999847412109,111800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,5.670000076293945,6.03000020980835,5.664999961853027,5.989999771118164,87900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,6.019999980926514,6.539999961853027,6.019999980926514,6.21999979019165,195700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,6.21999979019165,6.287000179290772,5.929999828338623,6.019999980926514,184800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,6.130000114440918,6.28000020980835,5.989999771118164,6.019999980926514,283400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,6.03000020980835,6.28000020980835,5.980000019073486,6.119999885559082,121700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,6.179999828338623,6.179999828338623,5.920000076293945,6.0,248400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,5.940000057220459,6.03000020980835,5.71999979019165,5.860000133514404,320900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,5.909999847412109,6.0,5.760000228881836,5.900000095367432,224000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,5.920000076293945,6.159999847412109,5.659999847412109,5.670000076293945,255000.0,,,,,,,,,,
