Date,Open,High,Low,Close,Volume,"('Adj Close', 'AQST')","('Close', 'AQST')","('High', 'AQST')","('Low', 'AQST')","('Open', 'AQST')","('Volume', 'AQST')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.0199999809265137,2.049999952316284,1.950000047683716,2.009999990463257,325900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.0,2.0999999046325684,1.9800000190734863,2.0899999141693115,468500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.0899999141693115,2.259999990463257,2.069999933242798,2.259999990463257,1121300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.2799999713897705,2.400000095367432,2.257999897003174,2.3399999141693115,812000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.3499999046325684,2.630000114440918,2.299999952316284,2.5,1784900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.4800000190734863,2.7799999713897705,2.319999933242798,2.720000028610229,1829500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.809999942779541,2.809999942779541,2.380000114440918,2.559999942779541,1561200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.559999942779541,2.559999942779541,2.319999933242798,2.509999990463257,676500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.4800000190734863,2.740000009536743,2.4749999046325684,2.630000114440918,867600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.700000047683716,2.809999942779541,2.5,2.6549999713897705,1437200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.609999895095825,2.680000066757202,2.5299999713897705,2.625,554400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.6600000858306885,2.6600000858306885,2.4210000038146973,2.4800000190734863,968300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.450000047683716,2.5,2.369999885559082,2.440000057220459,688200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.4600000381469727,2.539999961853028,2.4100000858306885,2.509999990463257,558900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.509999990463257,2.5899999141693115,2.4649999141693115,2.5,458400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.490000009536743,2.509999990463257,2.380000114440918,2.390000104904175,438700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.4100000858306885,2.470000028610229,2.319999933242798,2.369999885559082,635800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.380000114440918,2.4200000762939453,2.3299999237060547,2.390000104904175,242000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.4100000858306885,2.470000028610229,2.359999895095825,2.4600000381469727,413500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.450000047683716,2.4600000381469727,2.369999885559082,2.380000114440918,368200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.400000095367432,2.4600000381469727,2.359999895095825,2.390000104904175,292400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.450000047683716,2.740000009536743,2.400000095367432,2.6700000762939453,1155200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.680000066757202,2.759999990463257,2.559999942779541,2.630000114440918,699700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.650000095367432,2.7249999046325684,2.571000099182129,2.700000047683716,340200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.7300000190734863,2.950000047683716,2.726999998092652,2.789999961853028,921000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.799999952316284,2.799999952316284,2.630000114440918,2.640000104904175,527700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.640000104904175,2.7100000381469727,2.5999999046325684,2.680000066757202,1096200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.680000066757202,2.8299999237060547,2.680000066757202,2.75,374600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.75,2.8399999141693115,2.720000028610229,2.7699999809265137,418300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.7300000190734863,2.75,2.619999885559082,2.650000095367432,564800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.700000047683716,2.7300000190734863,2.630000114440918,2.680000066757202,344300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.680000066757202,2.75,2.609999895095825,2.720000028610229,619700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.7300000190734863,2.742000102996826,2.6600000858306885,2.694999933242798,471400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.7300000190734863,2.9100000858306885,2.609999895095825,2.650000095367432,1401500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.6600000858306885,2.696000099182129,2.450000047683716,2.509999990463257,1172800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.650000095367432,2.7799999713897705,2.559999942779541,2.630000114440918,2260200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.700000047683716,2.7699999809265137,2.569999933242798,2.569999933242798,4593900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.630000114440918,2.940000057220459,2.630000114440918,2.8499999046325684,2475600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.0,3.380000114440918,2.970000028610229,3.200000047683716,3524600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.299999952316284,3.700000047683716,3.1080000400543213,3.650000095367432,3521100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.7200000286102295,3.950000047683716,3.450000047683716,3.670000076293945,3462600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,3.7100000381469727,4.389999866485596,3.690000057220459,4.239999771118164,3666900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,4.920000076293945,4.960000038146973,4.0,4.179999828338623,5364000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,4.320000171661377,4.610000133514404,4.010000228881836,4.190000057220459,3855000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,4.099999904632568,5.190000057220459,3.5999999046325684,5.03000020980835,7072100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,5.119999885559082,5.75,4.829999923706055,5.679999828338623,5841800.0,,,,,,,,,,
