Date,Open,High,Low,Close,Volume,"('Adj Close', 'ERAS')","('Close', 'ERAS')","('High', 'ERAS')","('Low', 'ERAS')","('Open', 'ERAS')","('Volume', 'ERAS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.150000095367432,2.25,2.0999999046325684,2.1700000762939453,1003000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.150000095367432,2.1700000762939453,2.049999952316284,2.0999999046325684,797900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.0999999046325684,2.2300000190734863,2.069999933242798,2.1600000858306885,763600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.069999933242798,2.069999933242798,1.899999976158142,2.039999961853028,998100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.9900000095367432,2.190000057220459,1.9800000190734863,2.1600000858306885,1002600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.0999999046325684,2.140000104904175,2.009999990463257,2.109999895095825,854900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.0899999141693115,2.150000095367432,2.059999942779541,2.0899999141693115,462000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.0899999141693115,2.0899999141693115,1.940000057220459,1.950000047683716,582800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.950000047683716,2.039999961853028,1.919999957084656,1.9299999475479128,449000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.909999966621399,1.909999966621399,1.830000042915344,1.840000033378601,730100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.7999999523162842,1.840000033378601,1.7799999713897705,1.8200000524520876,666600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.8200000524520876,1.8200000524520876,1.7699999809265137,1.7799999713897705,701000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.7899999618530271,1.7999999523162842,1.690000057220459,1.7000000476837158,1103800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.75,1.7760000228881836,1.6699999570846558,1.75,680100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.75,1.870000004768372,1.7100000381469729,1.7200000286102295,400000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.7400000095367432,1.7899999618530271,1.6799999475479126,1.690000057220459,465000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.7599999904632568,1.7599999904632568,1.6799999475479126,1.7300000190734863,560700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.7200000286102295,1.7599999904632568,1.6799999475479126,1.690000057220459,409000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.690000057220459,1.8200000524520876,1.659999966621399,1.809999942779541,429100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.7999999523162842,1.7999999523162842,1.7000000476837158,1.7300000190734863,457300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.75,1.809999942779541,1.659999966621399,1.6699999570846558,731000.0,,,,,,,,,,
