Date,Open,High,Low,Close,Volume,"('Adj Close', 'NGVT')","('Close', 'NGVT')","('High', 'NGVT')","('Low', 'NGVT')","('Open', 'NGVT')","('Volume', 'NGVT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,46.75,48.41999816894531,46.22999954223633,46.97999954223633,244800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,46.47999954223633,46.47999954223633,43.560001373291016,44.02999877929688,220100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,44.04999923706055,44.20000076293945,42.83000183105469,43.560001373291016,209000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,42.900001525878906,44.08000183105469,42.45000076293945,43.29999923706055,156900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,42.97999954223633,44.13999938964844,42.540000915527344,44.08000183105469,188600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,42.84999847412109,43.47999954223633,42.06999969482422,43.08000183105469,262300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,42.7599983215332,43.09999847412109,42.06999969482422,42.880001068115234,204500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,42.59000015258789,42.709999084472656,41.619998931884766,41.84000015258789,217300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,42.93999862670898,43.209999084472656,41.09999847412109,41.43000030517578,160200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,40.88999938964844,41.540000915527344,40.45000076293945,40.91999816894531,287900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,40.0099983215332,40.27000045776367,39.54999923706055,40.040000915527344,175500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,40.27999877929688,41.34000015258789,40.09999847412109,40.9900016784668,234800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,41.06999969482422,41.25,40.0,40.86000061035156,162600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,41.18999862670898,43.7599983215332,41.18000030517578,43.43999862670898,366400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,44.43000030517578,44.97999954223633,43.59999847412109,44.15999984741211,175200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,44.709999084472656,44.709999084472656,43.900001525878906,44.13999938964844,204700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,45.0,45.15999984741211,43.970001220703125,44.52999877929688,240800.0,,,,,,,,,,
