Date,Open,High,Low,Close,Volume,"('Adj Close', 'ILPT')","('Close', 'ILPT')","('High', 'ILPT')","('Low', 'ILPT')","('Open', 'ILPT')","('Volume', 'ILPT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.619999885559082,4.789999961853027,4.610000133514404,4.739999771118164,382200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.599999904632568,4.78000020980835,4.574999809265137,4.659999847412109,306500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.650000095367432,4.78000020980835,4.599999904632568,4.599999904632568,384500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.570000171661377,4.764999866485596,4.5,4.699999809265137,516300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.690000057220459,4.744999885559082,4.619999885559082,4.619999885559082,484600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.550000190734863,4.630000114440918,4.434999942779541,4.579999923706055,339000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.570000171661377,4.625,4.519999980926514,4.539999961853027,284200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.519999980926514,4.519999980926514,4.170000076293945,4.309999942779541,408600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.28000020980835,4.380000114440918,4.210000038146973,4.28000020980835,450400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.239999771118164,4.239999771118164,4.039999961853027,4.079999923706055,491900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.990000009536743,4.005000114440918,3.829999923706055,3.9800000190734863,646700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.03000020980835,4.03000020980835,3.819999933242798,3.839999914169312,254100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.829999923706055,3.950000047683716,3.7300000190734863,3.930000066757202,288300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.880000114440918,4.130000114440918,3.869999885559082,4.039999961853027,359600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.070000171661377,4.21999979019165,4.034999847412109,4.139999866485596,342600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.199999809265137,4.260000228881836,3.9149999618530273,3.940000057220459,257200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.010000228881836,4.164999961853027,3.994999885559082,4.139999866485596,246700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.179999828338623,4.235000133514404,4.090000152587891,4.130000114440918,186300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.139999866485596,4.300000190734863,4.119999885559082,4.28000020980835,266900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.239999771118164,4.300000190734863,4.159999847412109,4.210000038146973,224500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.190000057220459,4.25,3.9800000190734863,3.9800000190734863,289000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.9600000381469727,4.269999980926514,3.927999973297119,4.25,600700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.190000057220459,4.190000057220459,4.005000114440918,4.059999942779541,347400.0,,,,,,,,,,
