Date,Open,High,Low,Close,Volume,"('Adj Close', 'COMM')","('Close', 'COMM')","('High', 'COMM')","('Low', 'COMM')","('Open', 'COMM')","('Volume', 'COMM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.799999952316284,2.9649999141693115,2.7300000190734863,2.859999895095825,2619800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.819999933242798,2.9100000858306885,2.700000047683716,2.7799999713897705,2794800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.7799999713897705,2.7950000762939453,2.703000068664551,2.7300000190734863,1810200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.700000047683716,2.880000114440918,2.680000066757202,2.740000009536743,2274200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.740000009536743,2.75,2.5899999141693115,2.700000047683716,2726800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.680000066757202,2.720000028610229,2.5799999237060547,2.690000057220459,2894400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.6700000762939453,2.700000047683716,2.559999942779541,2.640000104904175,2117800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.609999895095825,2.630000114440918,2.440000057220459,2.470000028610229,2262600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.5299999713897705,2.5850000381469727,2.470000028610229,2.470000028610229,2079300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.4100000858306885,2.450000047683716,2.36299991607666,2.4200000762939453,2745600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.359999895095825,2.380000114440918,2.2799999713897705,2.319999933242798,2702000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.3299999237060547,2.4049999713897705,2.299999952316284,2.369999885559082,1963500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.3499999046325684,2.4100000858306885,2.289999961853028,2.380000114440918,1865000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.2300000190734863,2.319999933242798,2.134999990463257,2.2950000762939453,3209800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.3299999237060547,2.4600000381469727,2.2799999713897705,2.4600000381469727,1643200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.5199999809265137,2.562000036239624,2.390000104904175,2.4100000858306885,1829800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.4600000381469727,2.5299999713897705,2.430000066757202,2.450000047683716,1299200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.470000028610229,2.5299999713897705,2.4100000858306885,2.4100000858306885,1933500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.4100000858306885,2.490000009536743,2.359999895095825,2.490000009536743,1180700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.470000028610229,2.505000114440918,2.4200000762939453,2.450000047683716,1598100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.430000066757202,2.450000047683716,2.309999942779541,2.319999933242798,2191700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.4100000858306885,2.414999961853028,2.2850000858306885,2.3499999046325684,1631000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.319999933242798,2.3299999237060547,2.2100000381469727,2.240000009536743,1765600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.190000057220459,2.220000028610229,2.0899999141693115,2.0899999141693115,2127200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.119999885559082,2.2799999713897705,2.0850000381469727,2.2100000381469727,2271800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.190000057220459,2.2100000381469727,2.122999906539917,2.150000095367432,1537300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.200000047683716,2.200000047683716,2.119999885559082,2.140000104904175,1285800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.140000104904175,2.25,2.125,2.180000066757202,1692500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.1700000762939453,2.380000114440918,2.1700000762939453,2.369999885559082,1780100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.25,2.255000114440918,2.0899999141693115,2.1050000190734863,2077600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.130000114440918,2.180000066757202,2.0899999141693115,2.115000009536743,1697300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.1600000858306885,2.244999885559082,2.095000028610229,2.240000009536743,2174900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.200000047683716,2.2799999713897705,2.1700000762939453,2.180000066757202,2353200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.130000114440918,2.180000066757202,2.0799999237060547,2.0799999237060547,1844600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.069999933242798,2.075000047683716,1.924999952316284,1.9299999475479128,1845900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,1.9800000190734863,1.9800000190734863,1.850000023841858,1.919999957084656,3038800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,1.9299999475479128,1.965000033378601,1.8799999952316284,1.899999976158142,1248600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,1.940000057220459,1.9800000190734863,1.8550000190734863,1.940000057220459,1945200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,1.950000047683716,1.995000004768372,1.9299999475479128,1.9600000381469729,2098800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,1.950000047683716,2.0299999713897705,1.8200000524520876,1.850000023841858,2583000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,1.309999942779541,1.4800000190734863,1.159999966621399,1.1649999618530271,12992100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.100000023841858,1.1349999904632568,5691600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,1.1100000143051147,1.1100000143051147,0.8939999938011169,1.0199999809265137,8437200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,1.0399999618530271,1.1100000143051147,1.0199999809265137,1.0399999618530271,6130900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,1.100000023841858,1.2999999523162842,1.065000057220459,1.100000023841858,10893200.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,1.1200000047683716,1.2690000534057615,1.090000033378601,1.1699999570846558,4649800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,1.2100000381469729,1.3300000429153442,1.2000000476837158,1.25,3631600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,1.2699999809265137,1.440000057220459,1.25,1.399999976158142,4487600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,1.4500000476837158,1.6150000095367432,1.3600000143051147,1.600000023841858,6303600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,1.5700000524520874,1.6799999475479126,1.5299999713897705,1.5499999523162842,6426100.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,1.5499999523162842,1.5499999523162842,1.440000057220459,1.4600000381469729,4070500.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,1.5199999809265137,1.7000000476837158,1.4800000190734863,1.5099999904632568,11029700.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,1.5,1.5199999809265137,1.3949999809265137,1.409999966621399,3950700.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,1.399999976158142,1.4500000476837158,1.350000023841858,1.350000023841858,2713300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,1.350000023841858,1.4199999570846558,1.2999999523162842,1.409999966621399,1577700.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,1.409999966621399,1.5199999809265137,1.3899999856948853,1.3899999856948853,2149600.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,1.409999966621399,1.409999966621399,1.309999942779541,1.3200000524520874,1080300.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,1.3200000524520874,1.3799999952316284,1.2699999809265137,1.2699999809265137,1246500.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,1.2699999809265137,1.2899999618530271,1.2100000381469729,1.2200000286102295,1595000.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,1.2200000286102295,1.2799999713897705,1.2100000381469729,1.2699999809265137,1403200.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,1.2899999618530271,1.3589999675750732,1.2899999618530271,1.309999942779541,2723300.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,1.350000023841858,1.3700000047683716,1.2799999713897705,1.3200000524520874,1760600.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,1.309999942779541,1.309999942779541,1.2100000381469729,1.2300000190734863,1455100.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,1.2000000476837158,1.2400000095367432,1.149999976158142,1.159999966621399,1952800.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,1.159999966621399,1.2699999809265137,1.159999966621399,1.190000057220459,1808400.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,1.2100000381469729,1.2100000381469729,1.1399999856948853,1.159999966621399,2828700.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,1.190000057220459,1.2599999904632568,1.159999966621399,1.2400000095367432,1581300.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,1.2699999809265137,1.2899999618530271,1.1799999475479126,1.2100000381469729,1155800.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,1.149999976158142,1.1749999523162842,1.1200000047683716,1.1399999856948853,2070900.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,1.1299999952316284,1.184999942779541,1.100000023841858,1.1299999952316284,1888100.0,,,,,,,,,,
