Date,Open,High,Low,Close,Volume,"('Adj Close', 'MUR')","('Close', 'MUR')","('High', 'MUR')","('Low', 'MUR')","('Open', 'MUR')","('Volume', 'MUR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,43.0099983215332,43.47999954223633,42.630001068115234,42.7599983215332,1907900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,42.630001068115234,43.470001220703125,42.36000061035156,43.20000076293945,1210900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,43.63999938964844,43.63999938964844,41.619998931884766,41.68000030517578,2227000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,41.97999954223633,42.09000015258789,41.18999862670898,41.38999938964844,1983800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,40.38999938964844,41.15999984741211,39.97999954223633,41.13999938964844,1730500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,40.970001220703125,41.02000045776367,39.810001373291016,40.369998931884766,1962000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,40.25,40.27000045776367,39.52000045776367,39.70000076293945,1680400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,39.90999984741211,39.9900016784668,39.130001068115234,39.27000045776367,1938700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,40.060001373291016,40.25,38.880001068115234,39.08000183105469,2575100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,38.900001525878906,38.900001525878906,38.0099983215332,38.15999984741211,1960400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,37.59999847412109,37.79999923706055,37.31999969482422,37.68999862670898,2706300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,37.68999862670898,38.16999816894531,37.33000183105469,38.119998931884766,2974200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,38.119998931884766,38.119998931884766,37.43000030517578,37.7599983215332,1928200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,37.70000076293945,38.18999862670898,37.45000076293945,37.79999923706055,2197500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,37.7400016784668,38.2599983215332,37.59999847412109,37.95000076293945,1654500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,38.290000915527344,38.68000030517578,38.0099983215332,38.40999984741211,3165400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,38.0,38.84999847412109,36.95000076293945,38.29999923706055,4504300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,38.43000030517578,38.79999923706055,37.66999816894531,38.560001373291016,2557800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,38.41999816894531,39.0,38.08000183105469,38.97999954223633,2686900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,38.47999954223633,39.959999084472656,38.47999954223633,39.84000015258789,2498500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,39.790000915527344,39.91999816894531,38.66999816894531,38.70000076293945,2462700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,39.0099983215332,39.290000915527344,38.09000015258789,38.54999923706055,2541000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,38.52000045776367,38.52000045776367,37.810001373291016,37.81999969482422,1876000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,37.58000183105469,38.08000183105469,37.09999847412109,37.68000030517578,1674000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,37.81999969482422,38.41999816894531,37.72999954223633,37.959999084472656,1236800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,38.13999938964844,38.31999969482422,37.59999847412109,37.970001220703125,1313500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,37.83000183105469,38.2400016784668,37.560001373291016,38.209999084472656,1786400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,38.209999084472656,38.5,37.66999816894531,37.88999938964844,1169200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,38.13999938964844,39.13999938964844,38.13999938964844,38.709999084472656,1435900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,38.45000076293945,38.54999923706055,37.68999862670898,38.13999938964844,1456500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,38.4900016784668,38.77999877929688,37.91999816894531,38.040000915527344,1438100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,38.119998931884766,39.959999084472656,38.119998931884766,39.61000061035156,1739400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,39.459999084472656,39.5099983215332,38.93000030517578,39.18999862670898,1226200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,39.0099983215332,39.25,38.4900016784668,38.56999969482422,1279000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,38.9900016784668,39.84999847412109,38.77000045776367,39.470001220703125,1132000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,39.25,39.91999816894531,38.970001220703125,39.77999877929688,1610400.0,,,,,,,,,,
