Date,Open,High,Low,Close,Volume,"('Adj Close', 'LAB')","('Close', 'LAB')","('High', 'LAB')","('Low', 'LAB')","('Open', 'LAB')","('Volume', 'LAB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.2100000381469727,2.3399999141693115,2.200000047683716,2.220000028610229,524800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.2100000381469727,2.2100000381469727,2.0,2.039999961853028,1036700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.059999942779541,2.059999942779541,1.9299999475479128,1.9299999475479128,518900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.0,2.039999961853028,1.7400000095367432,1.870000004768372,6002900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.870000004768372,2.190000057220459,1.870000004768372,2.119999885559082,3910500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.119999885559082,2.150000095367432,2.009999990463257,2.059999942779541,5566900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.039999961853028,2.039999961853028,1.919999957084656,1.919999957084656,2294500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.9800000190734863,2.039999961853028,1.8200000524520876,2.0,1794100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.9800000190734863,2.190000057220459,1.9600000381469729,2.150000095367432,3162300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.0999999046325684,2.5,2.049999952316284,2.3499999046325684,5535600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.299999952316284,2.470000028610229,2.259999990463257,2.4200000762939453,3989000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.390000104904175,2.440000057220459,2.2100000381469727,2.289999961853028,1792700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.2699999809265137,2.3399999141693115,2.2300000190734863,2.25,1504900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.289999961853028,2.4600000381469727,2.200000047683716,2.430000066757202,2555700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.440000057220459,2.470000028610229,2.359999895095825,2.390000104904175,981600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.4100000858306885,2.5,2.3299999237060547,2.3399999141693115,1158700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.3299999237060547,2.369999885559082,2.2699999809265137,2.359999895095825,1517300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.359999895095825,2.4600000381469727,2.3499999046325684,2.369999885559082,1102300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.359999895095825,2.4600000381469727,2.2699999809265137,2.430000066757202,1088900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.400000095367432,2.4800000190734863,2.2699999809265137,2.299999952316284,1220700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.2799999713897705,2.369999885559082,2.240000009536743,2.2699999809265137,1451100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.2699999809265137,2.3399999141693115,2.1700000762939453,2.289999961853028,1203800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.3499999046325684,2.440000057220459,2.25,2.430000066757202,1880400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.450000047683716,2.509999990463257,2.369999885559082,2.4200000762939453,1007800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.400000095367432,2.4200000762939453,2.319999933242798,2.390000104904175,779900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.400000095367432,2.440000057220459,2.319999933242798,2.369999885559082,679500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.3499999046325684,2.4200000762939453,2.3399999141693115,2.359999895095825,642200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.359999895095825,2.430000066757202,2.309999942779541,2.390000104904175,771200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.359999895095825,2.450000047683716,2.3499999046325684,2.390000104904175,1720000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.3299999237060547,2.3399999141693115,2.25,2.3299999237060547,1495300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.3299999237060547,2.430000066757202,2.299999952316284,2.359999895095825,799500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.369999885559082,2.5299999713897705,2.359999895095825,2.5,1456800.0,,,,,,,,,,
