Date,Open,High,Low,Close,Volume,"('Adj Close', 'ABT')","('Close', 'ABT')","('High', 'ABT')","('Low', 'ABT')","('Open', 'ABT')","('Volume', 'ABT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,109.55999755859376,111.0,109.55999755859376,109.8499984741211,5058600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,110.13999938964844,110.25,109.29000091552734,109.5199966430664,4239600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,109.68000030517578,111.02999877929688,109.51000213623048,110.9800033569336,5296100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,110.70999908447266,111.0500030517578,110.02999877929688,110.8000030517578,4127700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,111.12999725341795,112.5199966430664,110.91999816894533,112.4000015258789,5030400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,112.1500015258789,113.54000091552734,112.05999755859376,112.7300033569336,3802100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,113.0500030517578,114.41000366210938,112.80999755859376,114.4000015258789,4672100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,113.26000213623048,113.7300033569336,112.58999633789062,113.5,5163900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,114.16999816894533,114.94000244140624,113.4499969482422,113.91999816894533,3884800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,113.51000213623048,114.06999969482422,112.91000366210938,113.76000213623048,5876000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,113.62000274658205,114.5,113.44000244140624,113.93000030517578,4672000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,114.1999969482422,114.56999969482422,113.41000366210938,114.0199966430664,5098000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,113.62999725341795,114.86000061035156,113.45999908447266,114.69000244140624,6843100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,114.93000030517578,115.63999938964844,114.13999938964844,114.19000244140624,5062500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,114.4499969482422,115.5,112.87000274658205,114.0,5037300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,110.75,113.3499984741211,109.73999786376952,110.7699966430664,8710800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,111.41000366210938,112.56999969482422,110.79000091552734,112.4499969482422,5648600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,113.2300033569336,113.41000366210938,111.54000091552734,112.01000213623048,5176600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,112.1500015258789,113.47000122070312,112.02999877929688,113.4499969482422,6480600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,113.9000015258789,113.91999816894533,112.37999725341795,113.4800033569336,4768400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,114.0,114.54000091552734,112.62000274658205,113.1500015258789,8325200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,112.75,114.54000091552734,112.0,114.48999786376952,4520300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,112.95999908447266,114.05999755859376,111.9800033569336,112.11000061035156,7575400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,112.0199966430664,112.45999908447266,111.1500015258789,111.6500015258789,5670000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,111.81999969482422,114.51000213623048,111.72000122070312,114.0,4734600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,114.5999984741211,114.5999984741211,112.88999938964844,113.30999755859376,4757500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,113.3499984741211,113.3499984741211,111.5199966430664,112.43000030517578,6980500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,112.25,112.62999725341795,111.19000244140624,111.80999755859376,5947500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,111.5,112.62999725341795,111.20999908447266,112.52999877929688,4232100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,112.47000122070312,113.11000061035156,110.58000183105467,111.33999633789062,4263400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,111.63999938964844,112.37999725341795,111.12000274658205,112.05999755859376,3991100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,112.2699966430664,114.2699966430664,112.2699966430664,113.63999938964844,5450700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,113.5,115.48999786376952,113.4499969482422,114.01000213623048,7161100.0,,,,,,,,,,
