Date,Open,High,Low,Close,Volume,"('Adj Close', 'COF')","('Close', 'COF')","('High', 'COF')","('Low', 'COF')","('Open', 'COF')","('Volume', 'COF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,130.60000610351562,132.3300018310547,129.88999938964844,132.11000061035156,2176600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,130.80999755859375,131.63999938964844,129.00999450683594,130.72000122070312,2505100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,130.24000549316406,131.3300018310547,129.27000427246094,129.77000427246094,2605600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,129.44000244140625,134.25999450683594,129.00999450683594,132.4199981689453,3511500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,131.4499969482422,133.80999755859375,130.7899932861328,133.7100067138672,2624700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,131.99000549316406,133.47000122070312,131.25,132.92999267578125,2599900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,131.27999877929688,131.5399932861328,127.41000366210938,128.94000244140625,3669300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,128.9199981689453,128.9199981689453,126.73999786376952,128.33999633789062,2008100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,128.6199951171875,129.33999633789062,126.7300033569336,127.6999969482422,2288600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,126.9000015258789,128.02999877929688,126.06999969482422,127.5199966430664,2762600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,125.54000091552734,127.56999969482422,125.12999725341795,126.08000183105467,2384500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,124.91999816894533,125.51000213623048,123.2300033569336,124.91999816894533,2919900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,125.8499984741211,128.49000549316406,124.73999786376952,127.9800033569336,2981400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,128.85000610351562,131.5,128.55999755859375,129.67999267578125,3726200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,130.17999267578125,130.3000030517578,129.08999633789062,129.75999450683594,2163800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,130.58999633789062,132.3000030517578,130.0500030517578,131.08999633789062,2583100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,132.33999633789062,134.0,131.80999755859375,132.5500030517578,4207400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,132.5500030517578,139.47999572753906,132.5500030517578,138.72000122070312,5350300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,139.63999938964844,140.86000061035156,136.9499969482422,138.47999572753906,2656400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,138.3699951171875,139.19000244140625,137.97000122070312,138.61000061035156,1777800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,137.11000061035156,138.6300048828125,135.0,135.32000732421875,2192200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,135.36000061035156,136.58999633789062,132.14999389648438,134.55999755859375,2016800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,134.0399932861328,137.25,133.02999877929688,136.47999572753906,2128100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,135.02000427246094,135.72000122070312,133.89999389648438,135.24000549316406,1810200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,134.77999877929688,135.4499969482422,133.02999877929688,134.35000610351562,1567500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,134.85000610351562,135.1300048828125,132.30999755859375,133.97000122070312,1445600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,133.88999938964844,135.52999877929688,132.5,135.3800048828125,1567500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,135.11000061035156,135.5,133.35000610351562,135.1699981689453,1353500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,135.60000610351562,138.02999877929688,134.82000732421875,137.47999572753906,1522300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,135.13999938964844,135.13999938964844,132.38999938964844,133.52999877929688,2133200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,134.9499969482422,135.2100067138672,133.27000427246094,135.11000061035156,1271900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,135.77000427246094,137.2100067138672,135.3800048828125,136.36000061035156,1527000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,136.00999450683594,138.00999450683594,135.1300048828125,137.22999572753906,1626700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,130.8300018310547,138.9499969482422,129.69000244140625,137.38999938964844,16526500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,136.05999755859375,136.75,134.07000732421875,135.00999450683594,6491400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,134.75,136.27999877929688,134.32000732421875,134.55999755859375,4344100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,135.38999938964844,136.5399932861328,134.35000610351562,135.52000427246094,3092500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,134.97000122070312,136.99000549316406,134.38999938964844,134.49000549316406,2172600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,135.30999755859375,137.07000732421875,134.2100067138672,136.82000732421875,3131000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,136.3300018310547,138.30999755859375,136.25,137.6199951171875,2947300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,138.4199981689453,138.4199981689453,136.16000366210938,137.61000061035156,3643500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,137.72000122070312,137.91000366210938,135.94000244140625,136.77000427246094,2251800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,136.33999633789062,137.30999755859375,135.8000030517578,135.99000549316406,2589600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,134.60000610351562,139.9499969482422,134.60000610351562,137.55999755859375,3313700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,137.69000244140625,138.10000610351562,135.0800018310547,135.74000549316406,2182400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,136.5,138.17999267578125,136.35000610351562,137.64999389648438,1594000.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,138.0,138.9199981689453,136.75999450683594,137.22999572753906,1960000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,136.97000122070312,138.58999633789062,135.9600067138672,138.4600067138672,2001100.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,139.0,140.47000122070312,138.16000366210938,140.27000427246094,2262900.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,140.47000122070312,141.1699981689453,139.77999877929688,140.61000061035156,1974800.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,140.2899932861328,141.13999938964844,138.1999969482422,139.42999267578125,2248400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,137.10000610351562,139.91000366210938,135.33999633789062,135.5500030517578,4262000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,136.0,136.83999633789062,135.1300048828125,136.27000427246094,2799200.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,136.57000732421875,137.91000366210938,136.25,136.85000610351562,2282100.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,136.4600067138672,141.8000030517578,135.88999938964844,141.77000427246094,2341000.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,142.6699981689453,143.99000549316406,142.02999877929688,143.17999267578125,2401500.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,143.3000030517578,143.6699981689453,141.0800018310547,141.16000366210938,1847400.0,,,,,,,,,,
