Date,Open,High,Low,Close,Volume,"('Adj Close', 'BSY')","('Close', 'BSY')","('High', 'BSY')","('Low', 'BSY')","('Open', 'BSY')","('Volume', 'BSY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,51.52000045776367,51.65999984741211,49.18999862670898,49.36000061035156,1154700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,48.88999938964844,48.88999938964844,46.869998931884766,47.06999969482422,1418900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,47.06999969482422,47.47999954223633,46.56999969482422,46.95000076293945,2140800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,46.68999862670898,47.28900146484375,46.34000015258789,46.72999954223633,1701800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,47.08000183105469,48.400001525878906,46.66999816894531,48.38999938964844,1095500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,48.20000076293945,48.20000076293945,47.220001220703125,47.40999984741211,1188600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,47.40999984741211,47.77000045776367,47.34999847412109,47.56999969482422,953200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,47.65999984741211,48.81999969482422,47.52999877929688,48.650001525878906,736900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,48.84999847412109,49.220001220703125,48.34999847412109,48.650001525878906,840700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,48.130001068115234,48.68000030517578,47.85499954223633,48.65999984741211,875500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,48.2400016784668,48.59999847412109,47.810001373291016,48.59000015258789,878100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,48.790000915527344,49.18000030517578,48.61000061035156,48.97999954223633,805500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,49.31999969482422,50.290000915527344,48.617000579833984,50.27000045776367,1068900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,50.5099983215332,51.400001525878906,50.18000030517578,50.91999816894531,811100.0,,,,,,,,,,
