Date,Open,High,Low,Close,Volume,"('Adj Close', 'MIR')","('Close', 'MIR')","('High', 'MIR')","('Low', 'MIR')","('Open', 'MIR')","('Volume', 'MIR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,10.140000343322754,10.375,10.079999923706056,10.1899995803833,824200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,10.149999618530272,10.18000030517578,10.024999618530272,10.039999961853027,803100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,10.119999885559082,10.225000381469728,10.0,10.010000228881836,719300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.949999809265137,10.1899995803833,9.902000427246094,10.039999961853027,791000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,10.079999923706056,10.210000038146973,10.029999732971191,10.149999618530272,660900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.970000267028809,10.104999542236328,9.949999809265137,10.0,853800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.949999809265137,10.039999961853027,9.824999809265137,9.989999771118164,847300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.970000267028809,9.970000267028809,9.770000457763672,9.899999618530272,847400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.0600004196167,10.100000381469728,9.65999984741211,9.710000038146973,1073100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.619999885559082,9.6899995803833,9.460000038146973,9.600000381469728,1067000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.399999618530272,9.515000343322754,9.364999771118164,9.460000038146973,941300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.520000457763672,9.524999618530272,9.369999885559082,9.449999809265137,764100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,9.470000267028809,9.508000373840332,9.329999923706056,9.5,939500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,9.630000114440918,9.729999542236328,9.5600004196167,9.640000343322754,703900.0,,,,,,,,,,
