Date,Open,High,Low,Close,Volume,"('Adj Close', 'COP')","('Close', 'COP')","('High', 'COP')","('Low', 'COP')","('Open', 'COP')","('Volume', 'COP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,117.16999816894533,118.8000030517578,116.8499984741211,117.58999633789062,4688400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,117.9499969482422,120.18000030517578,117.41000366210938,119.93000030517578,4881900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,120.61000061035156,121.23999786376952,116.2699966430664,116.4800033569336,5891500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,117.5,117.7699966430664,116.0,116.52999877929688,3984600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,114.95999908447266,115.0500030517578,112.4800033569336,114.5,6769600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,114.5,114.5,112.25,112.76000213623048,5935600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,112.7300033569336,112.7300033569336,110.83000183105467,111.18000030517578,4445200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,111.61000061035156,112.23999786376952,110.94000244140624,111.0,4212600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,113.0,113.37000274658205,111.0500030517578,111.6999969482422,5549500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,111.5,111.73999786376952,108.33999633789062,108.63999938964844,6677500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,106.91999816894533,108.54000091552734,106.58000183105467,107.56999969482422,4864100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,107.33999633789062,107.33999633789062,105.7699966430664,106.93000030517578,6150900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,106.0500030517578,107.91999816894533,105.91999816894533,107.87000274658205,5699900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,107.5,108.38999938964844,107.0,108.05999755859376,5740200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,107.81999969482422,109.41999816894533,107.6500015258789,107.98999786376952,3969500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,108.91999816894533,110.0199966430664,108.41999816894533,109.66999816894533,5332000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,109.8000030517578,112.08000183105467,109.26000213623048,112.0500030517578,5958700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,112.04000091552734,112.4499969482422,110.44000244140624,112.2300033569336,4156000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,112.04000091552734,112.0999984741211,110.48999786376952,111.5999984741211,4705700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,111.20999908447266,114.33000183105467,110.76000213623048,114.0500030517578,6206500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,113.97000122070312,114.0999984741211,111.79000091552734,111.87000274658205,5501400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,112.33999633789062,113.22000122070312,110.8000030517578,111.37999725341795,5255200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,111.66000366210938,111.9499969482422,109.69000244140624,110.62999725341795,4609600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,110.25,110.86000061035156,109.29000091552734,109.97000122070312,4520400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,110.87999725341795,112.4499969482422,110.1999969482422,111.5199966430664,4777100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,111.72000122070312,112.97000122070312,111.4499969482422,112.31999969482422,6100700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,113.11000061035156,115.29000091552734,112.58999633789062,113.9000015258789,7715500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,113.98999786376952,114.3000030517578,111.0199966430664,111.16000366210938,5974000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,111.2699966430664,112.13999938964844,110.52999877929688,111.0999984741211,5802000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,111.0999984741211,111.93000030517578,108.83999633789062,109.7699966430664,6321100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,110.1999969482422,111.04000091552734,109.5199966430664,110.12000274658205,7248400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,109.04000091552734,111.6999969482422,108.83999633789062,111.0,9421900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,111.4800033569336,111.8000030517578,110.4000015258789,110.56999969482422,6966100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,110.5500030517578,111.62999725341795,109.36000061035156,109.54000091552734,6458300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,110.0,113.66999816894533,109.6999969482422,112.87000274658205,6927900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,112.05999755859376,112.91000366210938,111.30999755859376,112.22000122070312,5104900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,111.08999633789062,112.26000213623048,110.0999984741211,111.51000213623048,5206200.0,,,,,,,,,,
