Date,Open,High,Low,Close,Volume,"('Adj Close', 'ABG')","('Close', 'ABG')","('High', 'ABG')","('Low', 'ABG')","('Open', 'ABG')","('Volume', 'ABG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,222.97999572753903,225.6300048828125,220.63999938964844,222.83999633789065,165600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,220.0,220.00999450683597,208.0,208.6699981689453,180100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,209.8500061035156,209.8500061035156,205.94000244140625,207.0,119400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,205.3300018310547,209.97999572753903,204.3800048828125,205.5399932861328,106000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,205.7899932861328,209.1000061035156,204.27999877929688,208.75,107500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,205.0500030517578,209.05999755859372,204.2899932861328,209.0500030517578,93700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,208.33999633789065,210.6499938964844,207.16000366210935,210.44000244140625,101400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,209.41000366210935,209.57000732421875,205.0,209.5,87700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,211.8500061035156,212.2400054931641,200.1000061035156,202.22999572753903,148500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,200.27999877929688,205.33999633789065,198.22999572753903,202.58999633789065,160400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,199.3800048828125,203.7400054931641,199.3800048828125,202.5399932861328,89000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,204.69000244140625,205.1100006103516,201.3600006103516,203.3999938964844,90100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,204.25,206.7899932861328,201.1100006103516,204.4600067138672,102200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,206.30999755859372,209.3300018310547,204.75999450683597,207.57000732421875,127700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,211.13999938964844,211.13999938964844,206.1300048828125,207.75,161500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,210.0,210.0,203.1300048828125,205.07000732421875,176900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,208.9900054931641,211.8000030517578,205.3699951171875,211.58999633789065,233100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,214.1699981689453,215.3500061035156,211.3800048828125,213.9199981689453,140400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,213.9199981689453,220.07000732421875,212.92999267578125,219.67999267578125,119000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,218.1100006103516,221.8500061035156,217.8600006103516,218.3600006103516,110300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,214.9499969482422,219.1000061035156,208.6499938964844,209.05999755859372,225300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,210.7700042724609,214.82000732421875,209.75,213.6699981689453,192600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,209.9600067138672,215.80999755859372,207.3699951171875,213.2700042724609,157900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,209.27999877929688,213.57000732421875,207.6100006103516,210.8000030517578,123300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,210.8000030517578,211.6699981689453,209.07000732421875,209.8000030517578,97900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,211.07000732421875,211.8800048828125,207.1999969482422,210.7400054931641,252400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,200.0,215.0,195.08999633789065,206.7899932861328,373300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,205.7100067138672,217.32000732421875,203.55999755859372,215.9199981689453,290900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,217.0399932861328,225.9600067138672,217.0399932861328,222.3999938964844,216300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,215.1100006103516,221.42999267578125,212.0200042724609,218.3500061035156,357500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,218.88999938964844,222.1999969482422,213.5399932861328,221.00999450683597,251100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,221.33999633789065,223.5,220.3600006103516,221.33999633789065,151500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,218.58999633789065,220.6699981689453,216.25999450683597,216.88999938964844,168900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,212.1999969482422,214.1000061035156,207.58999633789065,208.17999267578125,159000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,207.5,211.0,205.9900054931641,208.7899932861328,150900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,209.8500061035156,211.9900054931641,208.1300048828125,211.91000366210935,113500.0,,,,,,,,,,
