Date,Open,High,Low,Close,Volume,"('Adj Close', 'ICFI')","('Close', 'ICFI')","('High', 'ICFI')","('Low', 'ICFI')","('Open', 'ICFI')","('Volume', 'ICFI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,134.08999633789062,136.02000427246094,133.47000122070312,134.6699981689453,107100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,134.72000122070312,136.0399932861328,132.6300048828125,132.69000244140625,101400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,133.44000244140625,134.64999389648438,131.8800048828125,132.13999938964844,74600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,131.14999389648438,131.6999969482422,128.92999267578125,128.9499969482422,103900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,129.1199951171875,130.27000427246094,128.9600067138672,130.27000427246094,62500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,129.17999267578125,129.74000549316406,128.3800048828125,129.0,55500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,128.9499969482422,130.32000732421875,128.27999877929688,130.3000030517578,85800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,130.3000030517578,131.72000122070312,129.4199981689453,131.55999755859375,71800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,132.6300048828125,132.6300048828125,131.39999389648438,132.5500030517578,49800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,132.02999877929688,132.94000244140625,131.47000122070312,132.0,84200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,130.8699951171875,132.75999450683594,130.02000427246094,130.85000610351562,118600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,130.5500030517578,131.6199951171875,129.0800018310547,130.74000549316406,88400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,131.5,131.6999969482422,129.6199951171875,130.66000366210938,85900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,131.32000732421875,134.24000549316406,131.32000732421875,133.9499969482422,104400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,134.8699951171875,135.19000244140625,132.3699951171875,134.55999755859375,124800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,135.77000427246094,136.27000427246094,134.6699981689453,136.13999938964844,105200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,137.27999877929688,138.22000122070312,136.55999755859375,138.07000732421875,110100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,139.49000549316406,141.89999389648438,139.49000549316406,141.75,98600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,140.97000122070312,142.8000030517578,140.9199981689453,142.55999755859375,117400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,143.3300018310547,143.3300018310547,141.0399932861328,142.00999450683594,64100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,142.3699951171875,142.63999938964844,138.7899932861328,139.0399932861328,148200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,139.3300018310547,142.33999633789062,138.9499969482422,142.1999969482422,90900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,140.92999267578125,141.72000122070312,139.75999450683594,141.1999969482422,56000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,140.02999877929688,141.33999633789062,138.5800018310547,140.3699951171875,51700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,140.66000366210938,141.89999389648438,140.22999572753906,140.92999267578125,58200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,140.75,141.50999450683594,140.0,140.25,57800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,140.8000030517578,142.25,139.99000549316406,141.75,59200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,141.58999633789062,146.07000732421875,141.58999633789062,146.0500030517578,102100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,145.41000366210938,149.11000061035156,145.41000366210938,148.30999755859375,138700.0,,,,,,,,,,
