Date,Open,High,Low,Close,Volume,"('Adj Close', 'AHT')","('Close', 'AHT')","('High', 'AHT')","('Low', 'AHT')","('Open', 'AHT')","('Volume', 'AHT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.5,19.5,18.299999237060547,18.600000381469727,83930.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.5,18.5,17.5,18.0,62260.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,17.899999618530273,18.100000381469727,17.5,18.0,92080.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.100000381469727,18.799999237060547,17.600000381469727,18.200000762939453,72890.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.399999618530277,18.5,17.700000762939453,18.100000381469727,39810.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,17.899999618530273,17.899999618530273,17.299999237060547,17.600000381469727,52880.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,17.600000381469727,17.600000381469727,16.100000381469727,16.600000381469727,104070.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,16.299999237060547,16.299999237060547,15.5,15.800000190734863,104790.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,15.899999618530272,16.0,15.0,15.199999809265137,69360.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,15.199999809265137,15.300000190734863,13.899999618530272,14.0,60370.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,14.0,14.100000381469728,13.0,13.100000381469728,58820.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.0,13.800000190734863,12.399999618530272,13.800000190734863,97340.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,14.300000190734863,14.800000190734863,13.399999618530272,14.699999809265137,55450.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,14.699999809265137,15.399999618530272,14.0,14.699999809265137,39930.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,15.199999809265137,15.300000190734863,14.399999618530272,14.800000190734863,22480.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,15.100000381469728,15.100000381469728,13.899999618530272,14.100000381469728,33130.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,14.300000190734863,14.600000381469728,13.899999618530272,14.199999809265137,12940.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,14.199999809265137,14.600000381469728,13.699999809265137,14.100000381469728,23310.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,13.899999618530272,14.199999809265137,13.5,13.800000190734863,11950.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,13.5,13.899999618530272,13.300000190734863,13.399999618530272,17190.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,16.0,19.200000762939453,15.800000190734863,16.600000381469727,677470.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,17.100000381469727,18.200000762939453,15.800000190734863,17.700000762939453,92020.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,18.299999237060547,18.299999237060547,16.5,17.399999618530273,59130.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,17.200000762939453,17.200000762939453,16.200000762939453,16.399999618530273,46400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,16.100000381469727,16.799999237060547,15.800000190734863,16.600000381469727,18950.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,16.899999618530273,17.299999237060547,14.699999809265137,14.800000190734863,40090.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,14.800000190734863,15.399999618530272,14.800000190734863,15.100000381469728,28100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,15.100000381469728,15.699999809265137,14.699999809265137,15.199999809265137,40280.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,15.100000381469728,17.899999618530273,15.100000381469728,17.100000381469727,89550.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,16.399999618530273,16.899999618530273,14.699999809265137,16.100000381469727,42740.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,16.700000762939453,17.100000381469727,16.0,16.700000762939453,24700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,16.5,17.200000762939453,16.299999237060547,17.0,32430.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,17.100000381469727,17.100000381469727,15.300000190734863,16.200000762939453,84820.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,15.899999618530272,16.600000381469727,15.300000190734863,15.899999618530272,28010.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,15.600000381469728,16.5,15.5,15.800000190734863,27990.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,16.0,16.299999237060547,15.399999618530272,15.600000381469728,26680.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,15.5,16.399999618530273,15.399999618530272,15.699999809265137,27890.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,16.100000381469727,16.100000381469727,14.899999618530272,15.600000381469728,58390.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,16.0,17.5,15.600000381469728,17.200000762939453,64510.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,17.299999237060547,19.5,17.299999237060547,17.799999237060547,87400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,19.799999237060547,20.799999237060547,18.600000381469727,19.299999237060547,141310.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,19.100000381469727,19.100000381469727,17.299999237060547,17.399999618530273,105710.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,17.100000381469727,17.200000762939453,15.5,15.800000190734863,68200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,15.5,15.899999618530272,15.100000381469728,15.199999809265137,51500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,15.600000381469728,15.699999809265137,15.100000381469728,15.600000381469728,68900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,15.899999618530272,15.899999618530272,15.0,15.199999809265137,51300.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,15.100000381469728,15.399999618530272,14.800000190734863,15.100000381469728,49260.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,14.800000190734863,15.0,14.5,14.699999809265137,31220.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,14.5,14.699999809265137,14.0,14.100000381469728,57860.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,14.0,14.199999809265137,13.5,13.600000381469728,44060.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,13.5,13.800000190734863,13.399999618530272,13.600000381469728,33760.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,13.5,14.300000190734863,13.100000381469728,13.800000190734863,502220.0,,,,,,,,,,
