Date,Open,High,Low,Close,Volume,"('Adj Close', 'VRM')","('Close', 'VRM')","('High', 'VRM')","('Low', 'VRM')","('Open', 'VRM')","('Volume', 'VRM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,48.0,50.65599822998047,47.20000076293945,48.98400115966797,15374.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,48.54399871826172,48.6879997253418,45.59999847412109,46.27199935913086,30372.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,45.64799880981445,47.68000030517578,44.79999923706055,44.79999923706055,25276.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,45.27999877929688,45.64799880981445,40.24800109863281,40.959999084472656,39419.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,40.49599838256836,44.0,40.400001525878906,42.30400085449219,26749.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,41.59999847412109,43.74399948120117,39.59999847412109,43.119998931884766,26421.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,42.672000885009766,43.17599868774414,40.071998596191406,40.3759994506836,14901.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,40.58399963378906,41.512001037597656,37.071998596191406,38.560001373291016,30079.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,38.560001373291016,39.20000076293945,34.02399826049805,34.87200164794922,31844.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.14400100708008,36.36800003051758,33.599998474121094,33.7760009765625,18560.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,32.7760009765625,35.96799850463867,30.40800094604492,35.18399810791016,30646.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,35.36000061035156,36.79199981689453,33.7760009765625,34.672000885009766,10487.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,34.400001525878906,37.58399963378906,32.93600082397461,35.104000091552734,20845.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.27199935913086,43.20000076293945,35.20800018310547,42.2239990234375,118599.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,22.856000900268555,26.66399955749512,21.6560001373291,24.327999114990234,258351.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,23.200000762939453,24.327999114990234,20.0,20.808000564575195,116501.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,20.799999237060547,22.0,20.0,20.88800048828125,41552.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,20.0,21.600000381469727,19.20800018310547,19.535999298095703,39406.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,19.92799949645996,20.63999938964844,18.71999931335449,19.040000915527344,45610.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,18.92799949645996,19.600000381469727,17.648000717163086,18.559999465942383,38979.0,,,,,,,,,,
