Date,Open,High,Low,Close,Volume,"('Adj Close', 'SCSC')","('Close', 'SCSC')","('High', 'SCSC')","('Low', 'SCSC')","('Open', 'SCSC')","('Volume', 'SCSC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,39.5,40.0,39.34000015258789,39.880001068115234,249100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,39.7599983215332,39.9900016784668,38.77000045776367,38.77000045776367,214800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,38.93000030517578,39.20000076293945,37.959999084472656,37.9900016784668,145400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,37.720001220703125,38.13999938964844,37.43999862670898,37.7599983215332,197300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,37.869998931884766,38.060001373291016,37.4900016784668,37.630001068115234,90500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,37.130001068115234,37.97999954223633,36.68000030517578,37.93000030517578,216800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,37.619998931884766,38.43000030517578,37.54999923706055,38.380001068115234,178800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,38.13999938964844,38.52999877929688,37.20000076293945,38.130001068115234,225200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,38.400001525878906,38.59999847412109,38.02000045776367,38.2599983215332,164500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,37.93000030517578,37.959999084472656,36.84000015258789,36.84000015258789,179800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,36.58000183105469,36.959999084472656,36.459999084472656,36.75,129800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,37.02000045776367,37.72999954223633,36.63999938964844,37.68999862670898,136000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,38.02000045776367,38.79999923706055,37.61000061035156,38.790000915527344,135300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,39.16999816894531,39.77999877929688,39.11000061035156,39.63999938964844,136600.0,,,,,,,,,,
