Date,Open,High,Low,Close,Volume,"('Adj Close', 'NDAQ')","('Close', 'NDAQ')","('High', 'NDAQ')","('Low', 'NDAQ')","('Open', 'NDAQ')","('Volume', 'NDAQ')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,58.0,58.0,56.619998931884766,56.900001525878906,1947900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,56.5099983215332,56.77999877929688,55.84999847412109,55.9900016784668,2493500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,56.0099983215332,56.52999877929688,56.0099983215332,56.02999877929688,2143000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,56.0099983215332,56.20000076293945,55.43999862670898,55.66999816894531,1979000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,55.77000045776367,56.75,55.7599983215332,56.709999084472656,3022400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,56.560001373291016,56.66999816894531,56.2599983215332,56.369998931884766,2457500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,56.47999954223633,56.93999862670898,56.18999862670898,56.88999938964844,2956500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,56.970001220703125,57.09999847412109,56.27999877929688,56.540000915527344,2185200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,56.95000076293945,57.0099983215332,56.38999938964844,56.93000030517578,1835000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,56.5,57.34000015258789,56.33000183105469,56.459999084472656,3534500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,55.97999954223633,56.45000076293945,55.83000183105469,56.11000061035156,2943000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,56.2400016784668,56.88999938964844,55.900001525878906,56.83000183105469,1863700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,57.02999877929688,57.97999954223633,56.900001525878906,57.84999847412109,2179400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,58.130001068115234,58.45000076293945,57.68999862670898,58.15999984741211,2020900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,58.27000045776367,58.81999969482422,58.040000915527344,58.380001068115234,1796000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,58.72999954223633,58.86000061035156,58.15999984741211,58.20000076293945,1919300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,58.459999084472656,58.59000015258789,57.43999862670898,58.369998931884766,1664900.0,,,,,,,,,,
