Date,Open,High,Low,Close,Volume,"('Adj Close', 'DT')","('Close', 'DT')","('High', 'DT')","('Low', 'DT')","('Open', 'DT')","('Volume', 'DT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,54.11000061035156,54.11000061035156,52.11000061035156,52.79999923706055,2138500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,52.244998931884766,52.29800033569336,51.4900016784668,51.63999938964844,2273300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,51.5,51.93999862670898,51.040000915527344,51.65999984741211,2378100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,51.97999954223633,52.47999954223633,51.40999984741211,51.75,3058100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,52.33000183105469,53.77000045776367,52.33000183105469,53.75,1928200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,53.400001525878906,54.06999969482422,53.2400016784668,53.79999923706055,1502000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,54.08000183105469,54.97999954223633,53.59000015258789,54.869998931884766,1672800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,55.09999847412109,56.36000061035156,54.77999877929688,56.34999847412109,2825900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,56.4900016784668,56.900001525878906,56.09000015258789,56.25,1921800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,56.18000030517578,56.81999969482422,55.38999938964844,55.77999877929688,1570800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,55.25,55.68000030517578,54.119998931884766,55.66999816894531,1594200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,56.470001220703125,57.11000061035156,55.810001373291016,57.04999923706055,2222600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,57.380001068115234,57.93999862670898,56.93999862670898,57.900001525878906,2599200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,58.70000076293945,59.18000030517578,58.0099983215332,58.290000915527344,2115300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,58.290000915527344,58.5,57.900001525878906,58.2400016784668,1575600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,58.77999877929688,59.38100051879883,58.380001068115234,58.650001525878906,2995400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,58.93999862670898,59.0099983215332,57.86000061035156,58.18999862670898,2011900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,58.040000915527344,58.5,57.619998931884766,58.2599983215332,1999000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,58.52999877929688,59.84000015258789,58.52999877929688,59.83000183105469,2824600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,59.900001525878906,59.959999084472656,59.22999954223633,59.34999847412109,2131600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,58.470001220703125,58.61000061035156,56.959999084472656,57.0,2242300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,57.36000061035156,58.52999877929688,57.36000061035156,58.29999923706055,1938100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,59.040000915527344,61.32500076293945,58.9900016784668,60.70000076293945,3989900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,61.22999954223633,61.40999984741211,58.90999984741211,60.02999877929688,2651400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,60.54999923706055,60.7599983215332,58.86000061035156,59.58000183105469,2060100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,59.900001525878906,61.0,59.58000183105469,60.650001525878906,3110900.0,,,,,,,,,,
