Date,Open,High,Low,Close,Volume,"('Adj Close', 'EBMT')","('Close', 'EBMT')","('High', 'EBMT')","('Low', 'EBMT')","('Open', 'EBMT')","('Volume', 'EBMT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,15.800000190734863,16.200000762939453,15.800000190734863,16.100000381469727,15900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,17.010000228881836,17.649999618530273,15.720000267028809,15.850000381469728,38300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,15.850000381469728,15.949999809265137,15.25,15.600000381469728,11600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,15.300000190734863,15.989999771118164,15.300000190734863,15.600000381469728,5800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,15.520000457763672,15.880000114440918,15.199999809265137,15.390000343322754,20600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.25,15.369999885559082,14.600000381469728,14.710000038146973,14800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,14.630000114440918,14.93000030517578,14.5,14.609999656677246,6900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,14.479999542236328,14.6899995803833,14.25,14.4399995803833,9400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,14.859999656677246,14.859999656677246,14.479999542236328,14.720000267028809,5900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.789999961853027,14.789999961853027,14.550000190734863,14.579999923706056,6800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,14.579999923706056,14.979999542236328,14.4399995803833,14.859999656677246,11100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,15.149999618530272,15.670000076293944,15.06999969482422,15.670000076293944,7000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,15.31999969482422,15.739999771118164,15.31999969482422,15.520000457763672,5800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,15.539999961853027,15.920000076293944,15.260000228881836,15.720000267028809,8800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,15.899999618530272,15.899999618530272,14.949999809265137,14.949999809265137,7800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,15.3100004196167,15.3100004196167,15.010000228881836,15.140000343322754,4600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,15.130000114440918,15.25,14.899999618530272,15.25,7000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,15.449999809265137,15.449999809265137,15.25,15.420000076293944,14200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,15.420000076293944,15.420000076293944,14.789999961853027,14.899999618530272,13100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,14.760000228881836,14.979999542236328,14.75,14.800000190734863,7400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,14.729999542236328,14.75,14.15999984741211,14.510000228881836,10100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,14.75,14.789999961853027,13.890000343322754,14.239999771118164,10600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,14.020000457763672,14.06999969482422,13.510000228881836,13.670000076293944,10100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,13.600000381469728,13.600000381469728,13.039999961853027,13.5,9000.0,,,,,,,,,,
