Date,Open,High,Low,Close,Volume,"('Adj Close', 'NOC')","('Close', 'NOC')","('High', 'NOC')","('Low', 'NOC')","('Open', 'NOC')","('Volume', 'NOC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,469.1900024414063,476.3599853515625,467.2699890136719,470.0899963378906,742500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,474.4400024414063,483.8299865722656,470.8399963378906,474.8800048828125,773500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,481.30999755859375,483.7799987792969,471.6499938964844,471.7300109863281,791600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,472.7200012207031,472.7200012207031,467.2000122070313,469.8900146484375,511500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,466.0299987792969,475.3999938964844,465.2099914550781,475.260009765625,658900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,475.2999877929688,477.8200073242188,470.0,472.2300109863281,617500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,472.0,477.0799865722656,471.1099853515625,471.9500122070313,499300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,472.6099853515625,473.0499877929688,465.3299865722656,467.3399963378906,544600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,468.7699890136719,481.4599914550781,468.7699890136719,481.0799865722656,701200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,481.5,482.1700134277344,476.0299987792969,477.8999938964844,734600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,477.3399963378906,482.8999938964844,473.5799865722656,473.8800048828125,612100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,475.1400146484375,476.2200012207031,468.5199890136719,474.6300048828125,875800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,475.3699951171875,475.3699951171875,469.3599853515625,470.4800109863281,1369200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,469.4200134277344,470.7699890136719,466.2900085449219,466.6199951171875,871200.0,,,,,,,,,,
