Date,Open,High,Low,Close,Volume,"('Adj Close', 'FCNCA')","('Close', 'FCNCA')","('High', 'FCNCA')","('Low', 'FCNCA')","('Open', 'FCNCA')","('Volume', 'FCNCA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1418.969970703125,1438.8499755859375,1410.7099609375,1438.8499755859375,67600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1426.68994140625,1432.8199462890625,1400.1300048828125,1401.31005859375,56200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1400.0,1422.68994140625,1385.010009765625,1388.3499755859375,90800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1388.3499755859375,1411.280029296875,1381.4300537109375,1384.22998046875,85700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1389.0,1421.1099853515625,1384.300048828125,1419.9599609375,71900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1407.6800537109375,1413.2900390625,1378.1800537109375,1390.52001953125,81700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1392.1600341796875,1414.6400146484375,1384.0799560546875,1401.25,64400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1394.1099853515625,1402.8599853515625,1373.0999755859375,1398.5699462890625,64400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1397.0699462890625,1416.800048828125,1383.6800537109375,1393.3800048828125,64100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1389.4300537109375,1402.56005859375,1377.3399658203125,1379.68994140625,62600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1371.3599853515625,1387.3199462890625,1363.969970703125,1373.9100341796875,53100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1377.43994140625,1388.550048828125,1371.77001953125,1385.4100341796875,51600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1394.699951171875,1413.97998046875,1378.9100341796875,1409.6800537109375,67300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1413.0,1439.3199462890625,1413.0,1435.800048828125,66300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1439.6700439453125,1480.5799560546875,1439.449951171875,1448.8599853515625,96100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1452.010009765625,1460.969970703125,1418.3699951171875,1423.6199951171875,97200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1430.989990234375,1438.5400390625,1384.4200439453125,1412.4100341796875,126900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1383.0,1539.510009765625,1383.0,1490.1800537109375,141800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1505.0,1517.56005859375,1474.1700439453125,1484.8299560546875,103800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1484.8299560546875,1551.530029296875,1482.7900390625,1536.969970703125,128200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1506.72998046875,1530.68994140625,1498.1700439453125,1510.0,167700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1510.0,1516.22998046875,1457.739990234375,1485.77001953125,164000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1489.510009765625,1552.0,1480.0,1519.6500244140625,124600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1515.6700439453125,1539.5799560546875,1508.5,1534.4300537109375,95000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1539.800048828125,1546.0,1469.3599853515625,1483.050048828125,110000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1484.1199951171875,1489.8199462890625,1438.0799560546875,1484.030029296875,80900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1474.010009765625,1485.199951171875,1466.4599609375,1478.1199951171875,39300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1477.800048828125,1500.0,1470.0,1494.81005859375,42700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1499.0,1509.989990234375,1490.02001953125,1492.010009765625,48500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1480.0699462890625,1505.6500244140625,1460.760009765625,1479.9000244140625,80800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1492.719970703125,1509.4000244140625,1467.510009765625,1492.93994140625,53400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,1494.8699951171875,1533.93994140625,1494.8699951171875,1533.9100341796875,52500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,1533.0,1536.1199951171875,1513.239990234375,1514.989990234375,57100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,1484.9200439453125,1525.9200439453125,1475.8599853515625,1510.06005859375,97600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,1513.0,1530.0,1490.300048828125,1523.18994140625,84300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,1523.18994140625,1536.5,1500.93994140625,1521.1500244140625,62500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,1535.969970703125,1540.699951171875,1522.1500244140625,1534.5999755859375,49500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,1538.7900390625,1582.68994140625,1525.8199462890625,1569.0,95300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,1555.0799560546875,1598.25,1555.0799560546875,1590.1300048828125,80600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,1581.3900146484375,1585.0,1555.199951171875,1566.2900390625,59600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,1573.56005859375,1579.1700439453125,1540.300048828125,1573.81005859375,132200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,1568.31005859375,1573.739990234375,1543.949951171875,1567.6500244140625,71100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,1561.7099609375,1609.75,1551.8599853515625,1561.800048828125,142500.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,1561.5,1623.97998046875,1557.0400390625,1601.1500244140625,102400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,1603.0,1604.8199462890625,1559.5799560546875,1572.06005859375,91300.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,1573.2099609375,1581.199951171875,1552.0,1566.81005859375,70600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,1568.989990234375,1585.0400390625,1547.5799560546875,1553.5999755859375,61100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,1547.6300048828125,1548.8800048828125,1505.75,1505.75,104500.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,1513.97998046875,1553.1600341796875,1505.72998046875,1548.8599853515625,79500.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,1545.1600341796875,1573.0699462890625,1526.550048828125,1549.469970703125,88100.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,1543.050048828125,1557.8199462890625,1515.02001953125,1531.0,81200.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,1531.2900390625,1557.2900390625,1524.489990234375,1542.9000244140625,98100.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,1548.2099609375,1565.969970703125,1546.1300048828125,1549.43994140625,58900.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,1541.0,1565.0,1539.5899658203125,1548.0,148500.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,1538.199951171875,1589.97998046875,1538.199951171875,1580.8699951171875,65400.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,1605.0,1624.989990234375,1569.5799560546875,1613.6300048828125,93900.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,1618.97998046875,1625.0,1584.0,1600.22998046875,57100.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,1601.0,1619.9200439453125,1599.56005859375,1603.5400390625,38300.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,1617.989990234375,1617.989990234375,1596.1500244140625,1599.75,33400.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,1608.6400146484375,1618.449951171875,1594.1800537109375,1616.8800048828125,49900.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,1618.0,1651.72998046875,1598.949951171875,1635.0,93500.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,1635.0,1635.0,1603.1300048828125,1606.8699951171875,51400.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,1595.510009765625,1608.0,1586.9599609375,1601.0400390625,101600.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,1606.0,1607.81005859375,1577.6199951171875,1581.300048828125,39700.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,1603.239990234375,1626.989990234375,1574.1800537109375,1578.800048828125,143400.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,1592.8399658203125,1606.989990234375,1577.6400146484375,1594.5699462890625,84600.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,1583.1099853515625,1649.199951171875,1583.1099853515625,1632.25,79900.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,1634.0,1634.0,1594.8199462890625,1605.6600341796875,72200.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,1582.3900146484375,1608.0899658203125,1565.0999755859375,1607.6099853515625,65300.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,1595.1099853515625,1607.9000244140625,1567.7900390625,1601.0,74600.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,1600.0,1602.5,1560.949951171875,1569.1700439453125,63100.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,1580.3699951171875,1592.0,1533.1800537109375,1537.5999755859375,65500.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,1537.2900390625,1539.3399658203125,1518.0,1532.510009765625,66600.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,1542.4300537109375,1563.530029296875,1541.81005859375,1550.0,57800.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,1556.4000244140625,1567.739990234375,1535.72998046875,1551.9100341796875,65800.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,1551.5699462890625,1570.8499755859375,1536.510009765625,1567.3599853515625,65500.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,1582.0,1626.8900146484375,1562.6500244140625,1622.75,62000.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,1625.0,1652.0400390625,1618.77001953125,1622.719970703125,76000.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,1627.550048828125,1650.0,1625.050048828125,1639.6300048828125,78000.0,,,,,,,,,,
2024-04-24 20:00:00-04:00,1638.699951171875,1810.030029296875,1634.9100341796875,1800.3499755859375,170400.0,,,,,,,,,,
2024-04-25 20:00:00-04:00,1794.050048828125,1797.239990234375,1740.4200439453125,1754.5,107400.0,,,,,,,,,,
2024-04-28 20:00:00-04:00,1766.989990234375,1771.5999755859375,1697.3900146484375,1707.47998046875,104300.0,,,,,,,,,,
2024-04-29 20:00:00-04:00,1702.0,1716.0,1675.219970703125,1686.760009765625,95200.0,,,,,,,,,,
2024-04-30 20:00:00-04:00,1694.989990234375,1718.3399658203125,1670.6099853515625,1675.989990234375,105700.0,,,,,,,,,,
2024-05-01 20:00:00-04:00,1699.8900146484375,1727.699951171875,1686.22998046875,1713.5,90100.0,,,,,,,,,,
2024-05-02 20:00:00-04:00,1729.0,1745.1500244140625,1700.300048828125,1710.0,62400.0,,,,,,,,,,
2024-05-05 20:00:00-04:00,1713.22998046875,1743.8499755859375,1713.22998046875,1725.8299560546875,80600.0,,,,,,,,,,
2024-05-06 20:00:00-04:00,1724.5799560546875,1745.5,1706.800048828125,1712.3299560546875,73200.0,,,,,,,,,,
2024-05-07 20:00:00-04:00,1700.0,1737.3199462890625,1700.0,1731.9200439453125,65800.0,,,,,,,,,,
2024-05-08 20:00:00-04:00,1727.97998046875,1759.989990234375,1727.97998046875,1732.9200439453125,66500.0,,,,,,,,,,
2024-05-09 20:00:00-04:00,1731.5999755859375,1755.4000244140625,1731.5999755859375,1736.9000244140625,57300.0,,,,,,,,,,
2024-05-12 20:00:00-04:00,1741.0,1752.8599853515625,1735.68994140625,1742.8499755859375,61800.0,,,,,,,,,,
2024-05-13 20:00:00-04:00,1742.8499755859375,1760.0,1727.4100341796875,1738.0899658203125,85600.0,,,,,,,,,,
2024-05-14 20:00:00-04:00,1734.0999755859375,1749.93994140625,1718.1600341796875,1721.8399658203125,82400.0,,,,,,,,,,
2024-05-15 20:00:00-04:00,1722.0,1764.6600341796875,1722.0,1757.2900390625,81100.0,,,,,,,,,,
2024-05-16 20:00:00-04:00,1770.0,1781.1400146484375,1755.7900390625,1767.5400390625,70200.0,,,,,,,,,,
2024-05-19 20:00:00-04:00,1775.260009765625,1789.75,1763.239990234375,1763.449951171875,76300.0,,,,,,,,,,
2024-05-20 20:00:00-04:00,1763.449951171875,1786.8399658203125,1756.7099609375,1777.4100341796875,80000.0,,,,,,,,,,
2024-05-21 20:00:00-04:00,1784.530029296875,1800.8199462890625,1768.7900390625,1780.1400146484375,86000.0,,,,,,,,,,
2024-05-22 20:00:00-04:00,1766.510009765625,1768.1500244140625,1737.4100341796875,1748.199951171875,87500.0,,,,,,,,,,
2024-05-23 20:00:00-04:00,1743.510009765625,1786.800048828125,1743.510009765625,1781.25,69900.0,,,,,,,,,,
2024-05-27 20:00:00-04:00,1788.739990234375,1790.0999755859375,1770.3599853515625,1778.1500244140625,75700.0,,,,,,,,,,
2024-05-28 20:00:00-04:00,1767.0,1768.800048828125,1738.97998046875,1743.77001953125,70900.0,,,,,,,,,,
2024-05-29 20:00:00-04:00,1748.6700439453125,1758.469970703125,1720.969970703125,1725.0,111900.0,,,,,,,,,,
2024-05-30 20:00:00-04:00,1721.4000244140625,1726.699951171875,1687.68994140625,1698.4300537109375,413700.0,,,,,,,,,,
2024-06-02 20:00:00-04:00,1703.0,1713.3599853515625,1670.8299560546875,1692.989990234375,79500.0,,,,,,,,,,
2024-06-03 20:00:00-04:00,1701.3699951171875,1710.6199951171875,1663.22998046875,1669.719970703125,53600.0,,,,,,,,,,
2024-06-04 20:00:00-04:00,1670.0999755859375,1695.3800048828125,1670.0999755859375,1689.18994140625,66600.0,,,,,,,,,,
