Date,Open,High,Low,Close,Volume,"('Adj Close', 'BURL')","('Close', 'BURL')","('High', 'BURL')","('Low', 'BURL')","('Open', 'BURL')","('Volume', 'BURL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,192.3500061035156,197.17999267578125,192.0500030517578,194.8600006103516,740900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,191.8500061035156,193.5,187.47999572753903,187.8500061035156,1323500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,189.41000366210935,191.13999938964844,187.8699951171875,188.1499938964844,863500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,187.47000122070312,192.52999877929688,187.38999938964844,190.0500030517578,779300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,190.4499969482422,194.88999938964844,189.8500061035156,193.9499969482422,758500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,192.8000030517578,197.69000244140625,191.8600006103516,196.69000244140625,671600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,196.97000122070312,198.6100006103516,195.0500030517578,196.8999938964844,661000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,196.22000122070312,196.6000061035156,192.57000732421875,194.9499969482422,810200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,195.8999938964844,197.97999572753903,191.7400054931641,191.75999450683597,745000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,190.47000122070312,193.3999938964844,189.3600006103516,193.3699951171875,655600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,197.02999877929688,197.6699981689453,192.6100006103516,195.97000122070312,1208400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,196.1300048828125,197.7700042724609,193.7400054931641,195.7100067138672,790100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,196.1199951171875,197.30999755859372,193.1699981689453,194.8000030517578,947000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,195.42999267578125,196.97999572753903,194.1300048828125,195.77999877929688,1039800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,198.3999938964844,200.55999755859372,192.8999938964844,194.8600006103516,913400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,196.3600006103516,196.3999938964844,190.6000061035156,190.8300018310547,905800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,192.75999450683597,197.2100067138672,192.5399932861328,197.0500030517578,766100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,197.7400054931641,198.82000732421875,195.50999450683597,198.0200042724609,656300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,198.67999267578125,199.94000244140625,196.8600006103516,198.3999938964844,779300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,197.1100006103516,197.72999572753903,194.7100067138672,197.1100006103516,564200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,196.92999267578125,197.22000122070312,190.1699981689453,191.1499938964844,834600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,191.77999877929688,197.3699951171875,191.77999877929688,197.32000732421875,715700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,195.3699951171875,198.19000244140625,192.42999267578125,196.72999572753903,627500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,193.5200042724609,194.8500061035156,191.02999877929688,193.6100006103516,920600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,193.25,195.41000366210935,192.25999450683597,194.1199951171875,555100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,194.52999877929688,197.17999267578125,193.33999633789065,194.13999938964844,704500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,196.0500030517578,200.38999938964844,195.8500061035156,199.9499969482422,979600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,198.97999572753903,201.1100006103516,196.38999938964844,197.6699981689453,725100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,198.3600006103516,200.0,196.3800048828125,197.82000732421875,480500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,192.16000366210935,195.44000244140625,189.3999938964844,194.0500030517578,676600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,197.1300048828125,198.30999755859372,192.16000366210935,195.2100067138672,725000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,196.75999450683597,197.75999450683597,195.4499969482422,197.2100067138672,462400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,196.08999633789065,198.6100006103516,195.08999633789065,195.1699981689453,523300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,194.3699951171875,196.8500061035156,193.1100006103516,193.72999572753903,653600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,193.75999450683597,196.6100006103516,192.77999877929688,193.80999755859372,662200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,195.0,202.3000030517578,194.80999755859372,202.25,833200.0,,,,,,,,,,
