Date,Open,High,Low,Close,Volume,"('Adj Close', 'AGEN')","('Close', 'AGEN')","('High', 'AGEN')","('Low', 'AGEN')","('Open', 'AGEN')","('Volume', 'AGEN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,16.799999237060547,17.600000381469727,15.800000190734863,16.0,732230.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,15.800000190734863,16.0,15.0,15.399999618530272,444290.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,15.600000381469728,16.0,15.199999809265137,15.600000381469728,269500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,15.199999809265137,15.600000381469728,14.600000381469728,15.600000381469728,200925.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,15.600000381469728,15.800000190734863,14.399999618530272,15.199999809265137,275560.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.199999809265137,15.600000381469728,15.0,15.399999618530272,272760.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,15.199999809265137,15.399999618530272,13.600000381469728,14.199999809265137,511615.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,14.0,14.800000190734863,14.0,14.199999809265137,357710.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,14.199999809265137,15.0,12.800000190734863,12.800000190734863,635820.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.800000190734863,14.0,12.0,12.199999809265137,578255.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,12.199999809265137,12.399999618530272,11.199999809265137,11.800000190734863,418510.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,12.199999809265137,12.199999809265137,10.600000381469728,11.199999809265137,370390.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,11.600000381469728,11.800000190734863,11.0,11.600000381469728,277920.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.0,13.199999809265137,11.600000381469728,11.800000190734863,738125.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,11.800000190734863,13.0,11.600000381469728,12.0,553030.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.600000381469728,12.800000190734863,11.600000381469728,11.800000190734863,565085.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.800000190734863,12.199999809265137,11.800000190734863,12.0,328640.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,12.399999618530272,13.800000190734863,12.199999809265137,13.199999809265137,648745.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,13.399999618530272,14.0,13.0,13.800000190734863,450705.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,14.0,14.0,12.399999618530272,12.600000381469728,490805.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,12.600000381469728,14.399999618530272,12.600000381469728,13.399999618530272,655530.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,13.600000381469728,14.0,12.600000381469728,12.800000190734863,442230.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,12.600000381469728,13.0,12.0,12.800000190734863,330065.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,13.0,13.199999809265137,12.399999618530272,12.600000381469728,268790.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,12.800000190734863,14.600000381469728,12.600000381469728,14.0,696145.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,14.399999618530272,14.600000381469728,13.399999618530272,13.600000381469728,317645.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,13.800000190734863,14.399999618530272,13.399999618530272,14.0,343515.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,14.0,15.399999618530272,14.0,15.0,760475.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,15.399999618530272,17.200000762939453,15.399999618530272,16.200000762939453,662985.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,16.0,16.0,14.399999618530272,15.199999809265137,564880.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,15.399999618530272,19.0,15.399999618530272,18.600000381469727,935120.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,17.200000762939453,17.200000762939453,11.399999618530272,13.0,2226090.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,13.600000381469728,13.800000190734863,11.600000381469728,13.199999809265137,983270.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,13.199999809265137,16.200000762939453,13.0,13.399999618530272,1802215.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,13.399999618530272,13.800000190734863,12.600000381469728,13.199999809265137,501205.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,13.399999618530272,15.199999809265137,13.399999618530272,13.600000381469728,593930.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,13.399999618530272,14.399999618530272,13.399999618530272,13.600000381469728,371690.0,,,,,,,,,,
