Date,Open,High,Low,Close,Volume,"('Adj Close', 'MTW')","('Close', 'MTW')","('High', 'MTW')","('Low', 'MTW')","('Open', 'MTW')","('Volume', 'MTW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,16.540000915527344,16.6200008392334,16.100000381469727,16.229999542236328,184700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,16.030000686645508,16.09000015258789,15.630000114440918,15.68000030517578,177300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,15.68000030517578,15.859999656677246,15.579999923706056,15.760000228881836,201000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,15.59000015258789,15.899999618530272,15.59000015258789,15.699999809265137,279000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,15.699999809265137,15.93000030517578,15.550000190734863,15.93000030517578,236800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.670000076293944,15.720000267028809,15.34000015258789,15.649999618530272,171000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,15.59000015258789,15.890000343322754,15.4399995803833,15.880000114440918,188100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,15.779999732971191,15.9399995803833,15.470000267028809,15.9399995803833,206500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,16.239999771118164,16.239999771118164,15.800000190734863,15.890000343322754,185900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,15.68000030517578,15.800000190734863,15.460000038146973,15.579999923706056,153500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,15.239999771118164,15.489999771118164,15.1899995803833,15.470000267028809,305600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,15.609999656677246,15.9399995803833,15.1899995803833,15.529999732971191,167300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,15.6899995803833,15.6899995803833,15.270000457763672,15.59000015258789,165700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,15.829999923706056,16.25,15.829999923706056,15.93000030517578,200600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,16.18000030517578,16.18000030517578,15.770000457763672,15.770000457763672,201700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,16.040000915527344,16.079999923706055,15.4399995803833,15.529999732971191,162100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,15.899999618530272,16.420000076293945,15.899999618530272,16.260000228881836,247000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,16.389999389648438,16.56999969482422,16.229999542236328,16.31999969482422,185100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,16.329999923706055,16.65999984741211,16.110000610351562,16.649999618530273,136700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,16.479999542236328,16.81999969482422,16.469999313354492,16.81999969482422,228900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,16.81999969482422,16.81999969482422,16.09000015258789,16.100000381469727,201100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,16.309999465942383,16.729999542236328,16.25,16.700000762939453,224300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,16.40999984741211,16.75,16.260000228881836,16.579999923706055,171800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,16.850000381469727,17.0,16.510000228881836,16.75,363300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,16.729999542236328,16.940000534057617,16.6299991607666,16.739999771118164,214000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,16.81999969482422,16.920000076293945,16.459999084472656,16.700000762939453,182800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,16.700000762939453,17.1299991607666,16.639999389648438,17.040000915527344,188500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,16.8799991607666,16.989999771118164,16.649999618530273,16.860000610351562,239200.0,,,,,,,,,,
