Date,Open,High,Low,Close,Volume,"('Adj Close', 'LOAN')","('Close', 'LOAN')","('High', 'LOAN')","('Low', 'LOAN')","('Open', 'LOAN')","('Volume', 'LOAN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.0,5.0,4.800000190734863,4.800000190734863,56300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.800000190734863,4.800000190734863,4.699999809265137,4.760000228881836,24100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.769999980926514,4.800000190734863,4.710000038146973,4.800000190734863,15100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.739999771118164,4.800000190734863,4.71999979019165,4.71999979019165,9400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.730000019073486,4.789999961853027,4.710000038146973,4.78000020980835,11300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.71999979019165,4.900000095367432,4.699999809265137,4.869999885559082,29100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.920000076293945,4.920000076293945,4.820000171661377,4.869999885559082,10300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.929999828338623,4.940000057220459,4.829999923706055,4.940000057220459,27600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.940000057220459,5.0,4.880000114440918,5.0,18100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.019999980926514,5.019999980926514,4.869999885559082,4.889999866485596,14000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.949999809265137,4.980000019073486,4.849999904632568,4.940000057220459,37400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.940000057220459,4.940000057220459,4.849999904632568,4.860000133514404,18700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.900000095367432,4.940000057220459,4.900000095367432,4.920000076293945,12600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.909999847412109,4.929999828338623,4.860000133514404,4.900000095367432,21400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.900000095367432,4.900000095367432,4.849999904632568,4.869999885559082,11400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.900000095367432,4.920000076293945,4.849999904632568,4.889999866485596,14000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.849999904632568,4.880000114440918,4.809999942779541,4.849999904632568,14100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.829999923706055,4.900000095367432,4.829999923706055,4.849999904632568,5600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.840000152587891,4.840000152587891,4.610000133514404,4.809999942779541,26300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.840000152587891,4.840000152587891,4.769999980926514,4.769999980926514,4300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.75,4.769999980926514,4.710000038146973,4.769999980926514,8900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.730000019073486,4.78000020980835,4.650000095367432,4.75,25000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.699999809265137,4.730000019073486,4.670000076293945,4.71999979019165,3600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.670000076293945,4.71999979019165,4.630000114440918,4.679999828338623,24900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.690000057220459,4.710000038146973,4.650000095367432,4.650000095367432,11600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.699999809265137,4.739999771118164,4.650000095367432,4.659999847412109,10800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.659999847412109,4.71999979019165,4.650000095367432,4.659999847412109,17900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.639999866485596,4.78000020980835,4.639999866485596,4.769999980926514,28400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.659999847412109,4.78000020980835,4.659999847412109,4.710000038146973,13200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.639999866485596,4.75,4.639999866485596,4.739999771118164,18000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.699999809265137,4.78000020980835,4.650000095367432,4.78000020980835,7200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,4.769999980926514,4.809999942779541,4.739999771118164,4.789999961853027,13800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,4.809999942779541,4.849999904632568,4.699999809265137,4.820000171661377,7600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,4.840000152587891,4.860000133514404,4.800000190734863,4.860000133514404,21700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,4.880000114440918,4.929999828338623,4.829999923706055,4.889999866485596,33500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,4.78000020980835,4.849999904632568,4.739999771118164,4.820000171661377,19300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,4.75,4.880000114440918,4.71999979019165,4.769999980926514,22200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,4.789999961853027,4.809999942779541,4.710000038146973,4.730000019073486,15300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,4.800000190734863,4.849999904632568,4.710000038146973,4.760000228881836,14000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,4.699999809265137,4.78000020980835,4.699999809265137,4.699999809265137,20400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,4.699999809265137,4.769999980926514,4.699999809265137,4.699999809265137,14300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,4.71999979019165,4.75,4.710000038146973,4.710000038146973,19100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,4.739999771118164,4.800000190734863,4.730000019073486,4.78000020980835,7500.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,4.75,4.849999904632568,4.75,4.829999923706055,6900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,4.840000152587891,4.869999885559082,4.760000228881836,4.800000190734863,19600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,4.820000171661377,4.829999923706055,4.599999904632568,4.599999904632568,49500.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,4.650000095367432,4.730000019073486,4.619999885559082,4.670000076293945,46300.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,4.789999961853027,4.789999961853027,4.699999809265137,4.78000020980835,8800.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,4.670000076293945,4.800000190734863,4.670000076293945,4.739999771118164,25800.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,4.739999771118164,4.789999961853027,4.71999979019165,4.760000228881836,13500.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,4.75,4.789999961853027,4.690000057220459,4.690000057220459,18400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,4.800000190734863,4.800000190734863,4.739999771118164,4.789999961853027,22400.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,4.789999961853027,4.800000190734863,4.739999771118164,4.739999771118164,20400.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,4.769999980926514,4.789999961853027,4.710000038146973,4.739999771118164,11500.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,4.710000038146973,4.78000020980835,4.710000038146973,4.769999980926514,15600.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,4.769999980926514,4.820000171661377,4.769999980926514,4.800000190734863,28300.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,4.75,4.829999923706055,4.75,4.800000190734863,11200.0,,,,,,,,,,
