Date,Open,High,Low,Close,Volume,"('Adj Close', 'APVO')","('Close', 'APVO')","('High', 'APVO')","('Low', 'APVO')","('Open', 'APVO')","('Volume', 'APVO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,304.4360046386719,304.4360046386719,284.8999938964844,289.78399658203125,275.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,276.760009765625,293.0400085449219,276.760009765625,284.8999938964844,158.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,281.6440124511719,291.4119873046875,280.0159912109375,288.156005859375,92.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,293.0400085449219,293.0400085449219,276.760009765625,288.156005859375,234.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,293.0400085449219,293.0400085449219,276.760009765625,278.38800048828125,241.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,276.760009765625,288.156005859375,262.1080017089844,276.760009765625,184.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,276.760009765625,278.38800048828125,262.1080017089844,271.8760070800781,91.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,276.760009765625,276.760009765625,249.08399963378903,258.8519897460937,165.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,273.5039978027344,275.1319885253906,258.8519897460937,258.8519897460937,119.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,260.4800109863281,266.99200439453125,219.77999877929688,237.68800354003903,264.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,239.3159942626953,266.99200439453125,227.9199981689453,253.96800231933597,437.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,252.33999633789065,268.6199951171875,244.1999969482422,249.08399963378903,101.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,258.8519897460937,265.364013671875,244.1999969482422,263.7359924316406,376.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,270.2479858398437,278.38800048828125,244.1999969482422,247.45599365234372,305.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,247.45599365234372,253.96800231933597,239.3159942626953,242.57200622558597,139.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,250.7120056152344,260.4800109863281,239.3159942626953,250.7120056152344,190.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,252.33999633789065,266.99200439453125,242.57200622558597,252.33999633789065,314.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,258.8519897460937,268.6199951171875,239.3159942626953,247.45599365234372,285.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,252.33999633789065,260.4800109863281,236.05999755859372,258.8519897460937,138.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,247.45599365234372,262.1080017089844,245.8280029296875,257.2239990234375,146.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,247.45599365234372,273.5039978027344,247.45599365234372,265.364013671875,259.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,266.99200439453125,276.760009765625,247.45599365234372,249.08399963378903,329.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,247.45599365234372,260.4800109863281,229.54800415039065,260.4800109863281,167.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,262.1080017089844,263.7359924316406,244.1999969482422,249.08399963378903,198.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,257.2239990234375,263.7359924316406,242.57200622558597,250.7120056152344,241.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,260.4800109863281,263.7359924316406,244.1999969482422,249.08399963378903,231.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,260.4800109863281,260.4800109863281,237.68800354003903,239.3159942626953,166.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,237.68800354003903,262.1080017089844,232.8040008544922,255.5959930419922,252.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,260.4800109863281,260.4800109863281,244.1999969482422,250.7120056152344,177.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,249.08399963378903,260.4800109863281,237.68800354003903,247.45599365234372,194.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,244.1999969482422,260.4800109863281,239.3159942626953,245.8280029296875,133.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,242.57200622558597,258.8519897460937,236.05999755859372,255.5959930419922,111.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,258.8519897460937,258.8519897460937,244.1999969482422,249.08399963378903,101.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,244.1999969482422,252.33999633789065,227.9199981689453,234.4320068359375,257.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,247.45599365234372,249.08399963378903,234.4320068359375,236.05999755859372,151.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,242.57200622558597,244.1999969482422,221.4080047607422,226.29200744628903,173.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,239.3159942626953,239.3159942626953,203.5,219.77999877929688,287.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,237.68800354003903,237.68800354003903,223.03599548339844,232.8040008544922,104.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,237.68800354003903,252.33999633789065,218.1519927978516,242.57200622558597,232.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,247.45599365234372,276.760009765625,244.1999969482422,253.96800231933597,628.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,252.33999633789065,293.0400085449219,245.8280029296875,276.760009765625,861.0,,,,,,,,,,
