Date,Open,High,Low,Close,Volume,"('Adj Close', 'XGN')","('Close', 'XGN')","('High', 'XGN')","('Low', 'XGN')","('Open', 'XGN')","('Volume', 'XGN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.909999966621399,1.9800000190734863,1.850000023841858,1.9700000286102293,32000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.899999976158142,1.9900000095367432,1.871000051498413,1.919999957084656,18000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.940000057220459,1.940000057220459,1.8600000143051147,1.8899999856948853,4400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.899999976158142,2.0,1.8899999856948853,1.909999966621399,21000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.909999966621399,1.940000057220459,1.8650000095367432,1.919999957084656,21700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.9700000286102293,2.200000047683716,1.7999999523162842,2.0,119100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.0899999141693115,2.200000047683716,1.9600000381469729,2.0,64800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.9600000381469729,2.0820000171661377,1.9600000381469729,2.0299999713897705,32400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.0,2.049999952316284,1.940000057220459,2.0,19700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.009999990463257,2.0920000076293945,1.9700000286102293,2.0350000858306885,23100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.0299999713897705,2.400000095367432,2.009999990463257,2.2699999809265137,122800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.380000114440918,2.380000114440918,2.009999990463257,2.059999942779541,73200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.039999961853028,2.0899999141693115,1.924000024795532,1.9800000190734863,25000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.9700000286102293,2.032000064849853,1.9299999475479128,1.9600000381469729,27300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.0199999809265137,2.0999999046325684,1.9299999475479128,1.9299999475479128,20300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.9800000190734863,2.015000104904175,1.850000023841858,1.9299999475479128,37000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.8899999856948853,2.0,1.7999999523162842,1.9299999475479128,41700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.7999999523162842,2.0,1.7999999523162842,1.950000047683716,7800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.0,2.380000114440918,1.993000030517578,2.289999961853028,299800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.3299999237060547,2.388999938964844,2.259999990463257,2.299999952316284,34300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.259999990463257,2.380000114440918,2.140000104904175,2.150000095367432,26300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.140000104904175,2.25,2.0,2.130000114440918,12400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.119999885559082,2.1600000858306885,2.009999990463257,2.109999895095825,6900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.109999895095825,2.109999895095825,1.919999957084656,2.039999961853028,11900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.950000047683716,2.134999990463257,1.9210000038146973,2.009999990463257,48100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.9299999475479128,2.0899999141693115,1.9299999475479128,1.9600000381469729,27900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.9299999475479128,2.039999961853028,1.9299999475479128,2.0,8400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.9800000190734863,2.094000101089477,1.9800000190734863,2.069999933242798,26400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.0999999046325684,2.150000095367432,2.0820000171661377,2.0999999046325684,22400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.049999952316284,2.140000104904175,2.039999961853028,2.140000104904175,9500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.119999885559082,2.130000114440918,2.068000078201294,2.130000114440918,7200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.109999895095825,2.178999900817871,2.069999933242798,2.1600000858306885,14000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.1600000858306885,2.180000066757202,2.0999999046325684,2.140000104904175,10700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.1600000858306885,2.1600000858306885,2.059999942779541,2.109999895095825,6500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.039999961853028,2.0899999141693115,1.991000056266785,2.0199999809265137,21800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.009999990463257,2.0899999141693115,1.9800000190734863,1.9800000190734863,10300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.0199999809265137,2.059999942779541,2.009999990463257,2.049999952316284,5000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.0,2.039999961853028,1.950000047683716,1.950000047683716,17900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,2.069999933242798,2.078000068664551,1.9700000286102293,1.9700000286102293,15100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,1.950000047683716,2.0299999713897705,1.7610000371932983,1.8799999952316284,51100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,1.919999957084656,2.289999961853028,1.9019999504089355,2.25,46100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.220000028610229,2.2699999809265137,1.9900000095367432,2.0199999809265137,42200.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,2.0199999809265137,2.0220000743865967,1.850000023841858,1.899999976158142,48900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,1.9299999475479128,2.009999990463257,1.8799999952316284,1.950000047683716,22300.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,1.9299999475479128,1.9800000190734863,1.850000023841858,1.9739999771118164,14600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,1.950000047683716,1.9800000190734863,1.899999976158142,1.9600000381469729,5200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,1.909999966621399,1.9700000286102293,1.899999976158142,1.899999976158142,22000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,1.8899999856948853,1.940000057220459,1.838000059127808,1.850000023841858,22800.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,1.850000023841858,1.934000015258789,1.7999999523162842,1.809999942779541,32300.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,1.830000042915344,1.899999976158142,1.75,1.7699999809265137,45600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,1.840000033378601,1.840000033378601,1.7000000476837158,1.7200000286102295,10600.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,1.7400000095367432,1.807999968528748,1.6100000143051147,1.6200000047683716,74400.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,1.909999966621399,2.049999952316284,1.75,1.7699999809265137,197700.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,1.7000000476837158,1.7200000286102295,1.5099999904632568,1.5399999618530271,121000.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,1.690000057220459,1.7400000095367432,1.5099999904632568,1.6100000143051147,99600.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,1.6399999856948853,1.8799999952316284,1.559999942779541,1.6699999570846558,180100.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,1.6200000047683716,1.6699999570846558,1.5700000524520874,1.6100000143051147,40000.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,1.6399999856948853,1.6790000200271606,1.4199999570846558,1.4199999570846558,81000.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,1.4700000286102295,1.559999942779541,1.440000057220459,1.5399999618530271,48200.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,1.5700000524520874,1.5779999494552612,1.4600000381469729,1.559999942779541,47600.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,1.5700000524520874,1.64900004863739,1.5199999809265137,1.590000033378601,26100.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,1.6200000047683716,1.6399999856948853,1.4299999475479126,1.5700000524520874,82800.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,1.4800000190734863,1.5499999523162842,1.4800000190734863,1.5099999904632568,45200.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,1.4800000190734863,1.5800000429153442,1.4800000190734863,1.5499999523162842,20300.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,1.5800000429153442,1.600000023841858,1.4199999570846558,1.5199999809265137,52200.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,1.4700000286102295,1.5260000228881836,1.4199999570846558,1.5,22000.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,1.5099999904632568,1.524999976158142,1.4290000200271606,1.4859999418258667,20700.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,1.4600000381469729,1.5429999828338623,1.4500000476837158,1.5,23200.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,1.4900000095367432,1.5099999904632568,1.4500000476837158,1.4700000286102295,10600.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,1.5,1.5099999904632568,1.4359999895095823,1.4850000143051147,22200.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,1.4800000190734863,1.537999987602234,1.4500000476837158,1.4800000190734863,20700.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,1.4199999570846558,1.4700000286102295,1.4199999570846558,1.4299999475479126,19400.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,1.4299999475479126,1.4450000524520874,1.2999999523162842,1.4359999895095823,69400.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,1.4299999475479126,1.4500000476837158,1.3980000019073486,1.399999976158142,3800.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,1.399999976158142,1.4500000476837158,1.3630000352859497,1.4290000200271606,8500.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,1.4199999570846558,1.4299999475479126,1.350000023841858,1.3700000047683716,6600.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,1.3799999952316284,1.4199999570846558,1.3300000429153442,1.399999976158142,6100.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,1.409999966621399,1.409999966621399,1.3600000143051147,1.399999976158142,11200.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,1.3700000047683716,1.409999966621399,1.3700000047683716,1.3799999952316284,2600.0,,,,,,,,,,
2024-04-24 20:00:00-04:00,1.3580000400543213,1.409999966621399,1.3580000400543213,1.409999966621399,17200.0,,,,,,,,,,
2024-04-25 20:00:00-04:00,1.409999966621399,1.412999987602234,1.3849999904632568,1.4119999408721924,3500.0,,,,,,,,,,
2024-04-28 20:00:00-04:00,1.4110000133514404,1.4199999570846558,1.350000023841858,1.409999966621399,10100.0,,,,,,,,,,
