Date,Open,High,Low,Close,Volume,"('Adj Close', 'TMHC')","('Close', 'TMHC')","('High', 'TMHC')","('Low', 'TMHC')","('Open', 'TMHC')","('Volume', 'TMHC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,52.65999984741211,53.130001068115234,52.209999084472656,52.709999084472656,533300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,51.59000015258789,52.0,50.93999862670898,50.959999084472656,816100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,50.869998931884766,51.380001068115234,50.65999984741211,50.709999084472656,830200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,50.27000045776367,51.540000915527344,50.0,50.65999984741211,839300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,51.06999969482422,51.959999084472656,50.77000045776367,51.810001373291016,572600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,51.08000183105469,51.70000076293945,51.0,51.560001373291016,574400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,51.93000030517578,52.61000061035156,51.880001068115234,52.08000183105469,608200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,51.5099983215332,52.08000183105469,50.959999084472656,52.06999969482422,642300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,53.09999847412109,53.09999847412109,51.34000015258789,51.81999969482422,699500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,51.18000030517578,51.5,50.77999877929688,51.31999969482422,747100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,50.68000030517578,51.63999938964844,50.68000030517578,51.54999923706055,848300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,52.790000915527344,53.75,52.5099983215332,53.34999847412109,974200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,53.58000183105469,54.09000015258789,52.70000076293945,54.0099983215332,655000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,54.4900016784668,55.470001220703125,54.04999923706055,55.38999938964844,906900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,54.41999816894531,54.93000030517578,51.88999938964844,52.209999084472656,1306000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,52.869998931884766,52.90999984741211,51.0,51.09000015258789,718700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,52.18999862670898,52.59000015258789,51.709999084472656,52.56999969482422,1132800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,52.43999862670898,53.0099983215332,52.18999862670898,52.34000015258789,433600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,52.27999877929688,53.33000183105469,52.11000061035156,52.9900016784668,543200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,53.060001373291016,53.81999969482422,52.75,52.84999847412109,860000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,52.43999862670898,53.56999969482422,52.06999969482422,52.13999938964844,667000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,52.63999938964844,53.29999923706055,51.72999954223633,52.86000061035156,654000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,51.84000015258789,52.9900016784668,51.5099983215332,52.38999938964844,756000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,51.560001373291016,52.43999862670898,51.18000030517578,52.20000076293945,544700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,52.220001220703125,52.66999816894531,51.540000915527344,52.220001220703125,483700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,52.86000061035156,53.04999923706055,52.38999938964844,52.84000015258789,708800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,52.9900016784668,53.68000030517578,52.72999954223633,53.61000061035156,841300.0,,,,,,,,,,
