Date,Open,High,Low,Close,Volume,"('Adj Close', 'MRVI')","('Close', 'MRVI')","('High', 'MRVI')","('Low', 'MRVI')","('Open', 'MRVI')","('Volume', 'MRVI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.539999961853027,7.099999904632568,6.480000019073486,6.739999771118164,2377500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.679999828338623,6.679999828338623,6.320000171661377,6.340000152587891,1871400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.28000020980835,6.389999866485596,6.159999847412109,6.329999923706055,2660200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.269999980926514,6.570000171661377,6.170000076293945,6.539999961853027,2765700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.420000076293945,6.929999828338623,6.300000190734863,6.869999885559082,1835000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.800000190734863,7.204999923706055,6.619999885559082,6.659999847412109,2538600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.639999866485596,6.900000095367432,6.5,6.800000190734863,2099400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.730000019073486,6.809999942779541,6.369999885559082,6.570000171661377,1727900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.610000133514404,6.864999771118164,6.5,6.510000228881836,1753900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.449999809265137,6.5,6.28000020980835,6.429999828338623,1291200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.320000171661377,6.409999847412109,6.175000190734863,6.21999979019165,1254400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.239999771118164,6.320000171661377,6.159999847412109,6.28000020980835,829800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.28000020980835,6.309999942779541,6.090000152587891,6.25,978200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.269999980926514,6.489999771118164,6.255000114440918,6.389999866485596,1417500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.440000057220459,6.590000152587891,6.289999961853027,6.300000190734863,1228300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.380000114440918,6.40500020980835,6.065000057220459,6.119999885559082,1322000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.210000038146973,6.269999980926514,6.03000020980835,6.150000095367432,964800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.239999771118164,6.775000095367432,6.239999771118164,6.46999979019165,2977800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.449999809265137,6.539999961853027,6.190000057220459,6.429999828338623,1666000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.269999980926514,6.400000095367432,5.900000095367432,5.940000057220459,2210600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.949999809265137,5.998000144958496,5.679999828338623,5.800000190734863,2287600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.840000152587891,5.929999828338623,5.300000190734863,5.380000114440918,2927800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.300000190734863,5.324999809265137,5.144999980926514,5.239999771118164,1804200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,5.199999809265137,5.440000057220459,5.130000114440918,5.269999980926514,2470000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.210000038146973,5.630000114440918,5.139999866485596,5.539999961853027,1392600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.539999961853027,5.590000152587891,5.389999866485596,5.460000038146973,987400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.420000076293945,5.5,5.264999866485596,5.460000038146973,1560000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.480000019073486,5.71999979019165,5.369999885559082,5.519999980926514,2124100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.494999885559082,5.739999771118164,5.460000038146973,5.5,2658100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.340000152587891,5.429999828338623,5.059999942779541,5.139999866485596,3307300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.210000038146973,5.315000057220459,5.114999771118164,5.150000095367432,2370300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.170000076293945,5.75,5.170000076293945,5.480000019073486,4431600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.400000095367432,5.480000019073486,5.25,5.309999942779541,2768600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.260000228881836,5.389999866485596,5.164999961853027,5.320000171661377,2455900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.260000228881836,5.360000133514404,5.150000095367432,5.260000228881836,2422500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,5.21999979019165,5.239999771118164,5.045000076293945,5.110000133514404,2825500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,6.949999809265137,8.619999885559082,6.769999980926514,8.359999656677246,25865200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,8.300000190734863,8.84000015258789,7.809999942779541,8.029999732971191,4848900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,8.079999923706055,8.40999984741211,7.78000020980835,8.260000228881836,4031800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,8.210000038146973,8.40999984741211,7.880000114440918,8.020000457763672,2216100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,8.109999656677246,8.319999694824219,7.65500020980835,7.730000019073486,2595000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,7.739999771118164,7.894999980926514,7.550000190734863,7.590000152587891,1924900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,7.570000171661377,7.724999904632568,7.269999980926514,7.610000133514404,1736300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,7.510000228881836,7.679999828338623,7.09499979019165,7.110000133514404,2212700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,7.110000133514404,7.514999866485596,7.019999980926514,7.28000020980835,1952000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,7.269999980926514,7.340000152587891,6.960000038146973,7.190000057220459,1950400.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,7.300000190734863,7.804999828338623,7.284999847412109,7.670000076293945,2303100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,7.710000038146973,7.900000095367432,7.53000020980835,7.75,2201300.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,7.679999828338623,7.920000076293945,7.440000057220459,7.739999771118164,1872800.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,7.739999771118164,8.154999732971191,7.710000038146973,7.900000095367432,1644600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,7.840000152587891,7.889999866485596,7.269999980926514,7.309999942779541,2199500.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,7.28000020980835,7.784999847412109,7.09499979019165,7.699999809265137,6787200.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,7.789999961853027,8.3100004196167,7.389999866485596,7.960000038146973,3552500.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,7.849999904632568,8.270000457763672,7.789999961853027,8.020000457763672,1590600.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,8.010000228881836,8.260000228881836,7.869999885559082,8.1899995803833,2143800.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,8.199999809265137,8.295000076293945,7.849999904632568,8.15999984741211,5755700.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,8.25,8.8100004196167,7.980000019073486,8.760000228881836,3569800.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,8.699999809265137,8.869999885559082,8.425000190734863,8.489999771118164,2080400.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,8.710000038146973,8.739999771118164,8.239999771118164,8.34000015258789,1801100.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,8.40999984741211,8.625,8.255000114440918,8.579999923706055,1855900.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,8.640000343322754,8.770000457763672,8.489999771118164,8.670000076293945,2496400.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,8.680000305175781,8.725000381469727,8.430000305175781,8.600000381469727,1847200.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,8.40999984741211,8.710000038146973,8.270000457763672,8.510000228881836,2809400.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,8.5,8.770000457763672,8.399999618530273,8.609999656677246,5353100.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,8.699999809265137,8.920000076293945,8.4399995803833,8.520000457763672,3340100.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,8.479999542236328,8.505000114440918,7.804999828338623,7.949999809265137,2584400.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,8.029999732971191,8.225000381469727,7.789999961853027,7.869999885559082,1738600.0,,,,,,,,,,
