Date,Open,High,Low,Close,Volume,"('Adj Close', 'APD')","('Close', 'APD')","('High', 'APD')","('Low', 'APD')","('Open', 'APD')","('Volume', 'APD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,272.3299865722656,274.8699951171875,272.3299865722656,273.4700012207031,1109200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,272.0,273.0599975585937,269.7900085449219,270.8599853515625,1117600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,270.8500061035156,273.2900085449219,270.1300048828125,270.25,956800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,270.95001220703125,273.0,268.4200134277344,270.1499938964844,777400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,268.57000732421875,272.94000244140625,266.8999938964844,272.8399963378906,912200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,271.010009765625,271.010009765625,266.5899963378906,268.0899963378906,831600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,267.3099975585937,267.3099975585937,263.8500061035156,266.9599914550781,922000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,267.3900146484375,268.07000732421875,263.010009765625,264.5899963378906,1046200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,265.9599914550781,267.6600036621094,263.4100036621094,264.1300048828125,1201600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,262.5299987792969,263.989990234375,260.0,260.45001220703125,1435200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,258.0599975585937,260.2300109863281,257.0,260.1400146484375,1201300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,259.239990234375,260.4599914550781,257.0,260.0299987792969,1157300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,260.1600036621094,261.0,257.239990234375,260.6400146484375,2509600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,258.4800109863281,262.8099975585937,257.760009765625,260.92999267578125,1501100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,262.3500061035156,264.0,260.42999267578125,263.239990234375,1539800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,263.2300109863281,264.4800109863281,257.1099853515625,257.1600036621094,1768600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,259.1199951171875,263.7300109863281,258.3599853515625,263.6499938964844,1936400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,266.1700134277344,266.1700134277344,261.2699890136719,261.8999938964844,873200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,261.8999938964844,262.2300109863281,259.760009765625,261.1300048828125,1192400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,259.92999267578125,262.2699890136719,259.1499938964844,259.2799987792969,2053700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,261.1099853515625,261.25,255.4199981689453,255.7100067138672,1941500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,257.82000732421875,260.20001220703125,256.1499938964844,259.5599975585937,1517100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,257.1099853515625,260.0,255.5,258.1700134277344,1934600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,227.0,228.0399932861328,217.02999877929688,218.0200042724609,7998200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,218.7100067138672,219.97999572753903,212.2400054931641,218.0500030517578,4983100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,218.33999633789065,219.6199951171875,213.07000732421875,215.3800048828125,3469400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,214.02999877929688,220.75999450683597,213.8000030517578,219.91000366210935,3243700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,219.4900054931641,219.94000244140625,216.5,219.83999633789065,2381700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,220.3800048828125,223.3800048828125,219.1199951171875,222.58999633789065,1946400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,220.72000122070312,222.6199951171875,216.33999633789065,217.6100006103516,2769700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,217.92999267578125,219.3800048828125,216.3000030517578,217.00999450683597,2117100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,221.13999938964844,228.4600067138672,220.25999450683597,226.9499969482422,2429400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,226.8699951171875,227.83999633789065,225.91000366210935,226.8500061035156,1694100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,226.4499969482422,228.22999572753903,225.25999450683597,228.08999633789065,1927100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,229.0,229.8699951171875,226.9499969482422,228.1000061035156,1582700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,227.6699981689453,231.8500061035156,227.1000061035156,231.5,2181200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,231.1999969482422,233.3000030517578,229.6499938964844,232.7899932861328,1795400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,230.08999633789065,231.92999267578125,228.50999450683597,229.3600006103516,1657100.0,,,,,,,,,,
