Date,Open,High,Low,Close,Volume,"('Adj Close', 'RHE')","('Close', 'RHE')","('High', 'RHE')","('Low', 'RHE')","('Open', 'RHE')","('Volume', 'RHE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.0899999141693115,2.0899999141693115,2.075000047683716,2.075000047683716,2700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.075999975204468,2.0850000381469727,2.0,2.009999990463257,9100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.0999999046325684,2.119999885559082,2.025000095367432,2.119999885559082,5700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.0360000133514404,2.109999895095825,2.0280001163482666,2.069999933242798,1600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.0420000553131104,2.0920000076293945,2.0420000553131104,2.0920000076293945,800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.049999952316284,2.0899999141693115,2.009999990463257,2.059999942779541,8400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.0799999237060547,2.0799999237060547,2.049999952316284,2.049999952316284,1500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.0299999713897705,2.0799999237060547,2.0299999713897705,2.069999933242798,8400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.0799999237060547,2.1050000190734863,2.069999933242798,2.0799999237060547,6400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.08899998664856,2.150000095367432,2.08899998664856,2.109999895095825,13900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.0999999046325684,2.3399999141693115,2.0999999046325684,2.289999961853028,15900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.257999897003174,2.257999897003174,2.200000047683716,2.200000047683716,2300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.150000095367432,2.25,2.150000095367432,2.200000047683716,4700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.180000066757202,2.2699999809265137,2.1700000762939453,2.2699999809265137,4200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.325999975204468,2.325999975204468,2.325999975204468,2.325999975204468,900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.242000102996826,2.242000102996826,2.2100000381469727,2.2100000381469727,1800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.2709999084472656,2.2709999084472656,2.2170000076293945,2.255000114440918,2200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.220000028610229,2.3399999141693115,2.2100000381469727,2.2769999504089355,5200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.2799999713897705,2.2799999713897705,2.220000028610229,2.2699999809265137,2000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.2699999809265137,2.299999952316284,2.2100000381469727,2.2100000381469727,11200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.2100000381469727,2.2100000381469727,2.069999933242798,2.094000101089477,1300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.069999933242798,2.0899999141693115,2.069999933242798,2.0899999141693115,800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.115000009536743,2.119999885559082,2.115000009536743,2.119999885559082,400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.109999895095825,2.121999979019165,2.109999895095825,2.121999979019165,500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.1559998989105225,2.2149999141693115,2.1559998989105225,2.2149999141693115,500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.2149999141693115,2.2149999141693115,2.0799999237060547,2.0899999141693115,700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.1700000762939453,2.220000028610229,2.109999895095825,2.1600000858306885,1400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.119999885559082,2.128999948501587,2.119999885559082,2.119999885559082,1700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.119999885559082,2.2950000762939453,2.119999885559082,2.2950000762939453,6000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.2330000400543213,2.5899999141693115,2.220000028610229,2.483999967575073,14600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.558000087738037,2.740000009536743,2.2300000190734863,2.740000009536743,19200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.75,2.809999942779541,2.440000057220459,2.799999952316284,3700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.7049999237060547,2.7049999237060547,2.447999954223633,2.549999952316284,4100.0,,,,,,,,,,
