Date,Open,High,Low,Close,Volume,"('Adj Close', 'MKTX')","('Close', 'MKTX')","('High', 'MKTX')","('Low', 'MKTX')","('Open', 'MKTX')","('Volume', 'MKTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,291.70001220703125,291.70001220703125,279.1000061035156,286.45001220703125,356600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,285.82000732421875,285.82000732421875,277.2900085449219,278.9700012207031,372000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,277.6700134277344,277.6700134277344,267.260009765625,275.3900146484375,553200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,275.010009765625,281.17999267578125,273.4800109863281,276.1700134277344,303800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,276.5400085449219,279.3599853515625,275.3399963378906,277.4800109863281,268000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,274.6000061035156,276.9800109863281,272.0400085449219,272.3800048828125,191600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,271.8699951171875,273.1499938964844,269.45001220703125,272.0,292700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,272.989990234375,272.989990234375,266.260009765625,270.2200012207031,270600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,272.9700012207031,272.9700012207031,268.8500061035156,268.9800109863281,204300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,268.7099914550781,269.3800048828125,265.760009765625,269.0,250300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,265.1700134277344,267.0,262.32000732421875,264.6000061035156,195100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,265.010009765625,265.1300048828125,262.8800048828125,264.7200012207031,226800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,265.6199951171875,266.5400085449219,262.0,265.92999267578125,257500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,267.0,267.94000244140625,264.70001220703125,266.3699951171875,246000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,267.7099914550781,272.6300048828125,266.92999267578125,272.4200134277344,318900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,274.20001220703125,278.4200134277344,274.1300048828125,274.8900146484375,366300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,276.57000732421875,276.57000732421875,269.1700134277344,273.3699951171875,239300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,276.239990234375,277.2799987792969,274.75,276.5,224200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,276.0,279.3299865722656,276.0,278.3599853515625,296500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,278.010009765625,278.1400146484375,272.7699890136719,274.3299865722656,475600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,280.8999938964844,280.8999938964844,224.8699951171875,225.50999450683597,1904300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,223.4199981689453,226.5500030517578,214.38999938964844,218.9600067138672,1376700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,217.55999755859372,225.3000030517578,215.1499938964844,224.7100067138672,1065200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,223.63999938964844,225.13999938964844,214.92999267578125,221.2899932861328,1076400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,220.16000366210935,221.63999938964844,214.8500061035156,221.25999450683597,827300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,222.5,227.4499969482422,220.1999969482422,226.41000366210935,518200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,224.0800018310547,229.8600006103516,223.5,224.19000244140625,392100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,224.17999267578125,226.6100006103516,220.1100006103516,223.32000732421875,284200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,223.3500061035156,228.30999755859372,222.0800018310547,226.69000244140625,325800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,222.75,224.5500030517578,216.55999755859372,219.3500061035156,645800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,221.52999877929688,222.8999938964844,215.7100067138672,216.2100067138672,383700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,217.92999267578125,222.2700042724609,217.92999267578125,220.5,286100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,220.6000061035156,221.50999450683597,217.25,219.0399932861328,251300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,216.5,217.3699951171875,211.97999572753903,213.97999572753903,394000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,213.4499969482422,215.38999938964844,211.17999267578125,215.0,296100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,216.88999938964844,216.88999938964844,211.6999969482422,213.5500030517578,389000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,214.0,215.8000030517578,213.3000030517578,214.9199981689453,337400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,214.6300048828125,215.6100006103516,213.02999877929688,213.9199981689453,359200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,215.0,215.0,210.16000366210935,213.97000122070312,395500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,212.7700042724609,215.25999450683597,212.4499969482422,212.58999633789065,316500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,213.0,214.3600006103516,211.00999450683597,213.41000366210935,448900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,212.75999450683597,222.82000732421875,210.19000244140625,218.13999938964844,418500.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,218.0,218.82000732421875,213.8000030517578,214.7700042724609,414000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,212.3600006103516,214.6499938964844,200.3699951171875,211.2899932861328,903500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,212.6199951171875,213.44000244140625,207.17999267578125,207.7700042724609,387500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,210.5,212.41000366210935,207.02999877929688,209.0800018310547,321400.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,209.25,215.3999938964844,207.52999877929688,215.1199951171875,458500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,216.0,225.3999938964844,216.0,223.17999267578125,712500.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,223.1699981689453,227.30999755859372,221.25999450683597,222.67999267578125,523800.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,222.69000244140625,226.8699951171875,221.6000061035156,224.94000244140625,367000.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,225.1199951171875,227.00999450683597,212.3000030517578,216.6300048828125,480000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,215.5399932861328,220.7100067138672,215.5399932861328,218.4499969482422,970500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,218.2400054931641,222.0200042724609,217.58999633789065,219.47000122070312,306100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,218.9199981689453,221.4600067138672,216.8500061035156,218.5200042724609,270500.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,217.66000366210935,218.7400054931641,215.6100006103516,216.7100067138672,255900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,219.42999267578125,224.5200042724609,217.00999450683597,223.80999755859372,379300.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,222.8500061035156,222.8500061035156,219.3699951171875,221.6999969482422,293200.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,222.55999755859372,224.77999877929688,217.72999572753903,219.6199951171875,250100.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,220.88999938964844,220.88999938964844,214.3000030517578,214.5200042724609,341500.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,216.2100067138672,217.9499969482422,213.0500030517578,217.75,333900.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,218.0,221.8800048828125,217.1300048828125,219.25,258800.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,219.44000244140625,219.6000061035156,213.47999572753903,216.55999755859372,243400.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,215.42999267578125,217.41000366210935,212.27999877929688,214.3600006103516,247100.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,213.2400054931641,215.8300018310547,210.6999969482422,214.94000244140625,316000.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,217.8500061035156,226.41000366210935,217.8500061035156,224.7899932861328,546500.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,222.8699951171875,225.72000122070312,220.72999572753903,225.38999938964844,427800.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,228.22999572753903,229.50999450683597,223.75,224.32000732421875,496000.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,226.4900054931641,228.1000061035156,224.75,226.5,407100.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,220.8000030517578,226.5500030517578,220.6499938964844,222.19000244140625,367100.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,221.0399932861328,222.3800048828125,216.3000030517578,217.77999877929688,303000.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,216.5500030517578,216.5500030517578,211.6699981689453,213.0,347800.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,213.6699981689453,213.6699981689453,204.77999877929688,204.94000244140625,391700.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,204.5200042724609,206.5200042724609,201.9600067138672,202.7700042724609,443600.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,205.0399932861328,205.17999267578125,201.3500061035156,201.92999267578125,467800.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,202.19000244140625,204.66000366210935,199.33999633789065,203.1499938964844,281600.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,202.9600067138672,207.1199951171875,200.94000244140625,204.00999450683597,359600.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,204.6000061035156,206.6000061035156,202.7100067138672,204.42999267578125,278200.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,203.83999633789065,206.22000122070312,202.6499938964844,204.7700042724609,267000.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,203.22999572753903,205.22999572753903,201.3300018310547,204.22000122070312,253000.0,,,,,,,,,,
