Date,Open,High,Low,Close,Volume,"('Adj Close', 'J')","('Close', 'J')","('High', 'J')","('Low', 'J')","('Open', 'J')","('Volume', 'J')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,107.80284118652344,108.42940521240234,106.61653900146484,106.908935546875,757462.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,106.54135131835938,106.71678924560548,105.62239074707033,105.94820404052734,868902.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,106.11528778076172,106.70008087158205,105.58061981201172,105.62239074707033,1011944.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,105.9231414794922,106.08187103271484,105.17961883544922,105.7477035522461,613223.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,105.572265625,107.49373626708984,105.16291046142578,107.46031951904295,952214.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,106.9507064819336,109.53216552734376,106.36591339111328,109.49874877929688,1306765.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,109.35672760009766,110.67668914794922,109.09774780273438,110.23391723632812,1129130.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,110.50960540771484,110.95237731933594,108.98078155517578,110.56808471679688,1160611.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,111.2364273071289,112.47284698486328,110.8938980102539,111.80451202392578,1115963.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,110.92731475830078,111.31161499023438,109.80785369873048,110.33416748046876,1235304.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,109.1144561767578,109.3734359741211,108.46282196044922,108.97242736816406,1097649.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,109.29824829101562,110.39264678955078,108.91395568847656,110.0835418701172,870818.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,110.50125122070312,111.1027603149414,109.01419830322266,110.50125122070312,769791.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,110.95237731933594,112.0300750732422,110.6683349609375,111.62907409667967,688754.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,112.18880462646484,112.2974090576172,111.46199035644533,112.0384292602539,444207.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,112.6148681640625,113.09941864013672,111.84628295898438,112.02172088623048,688874.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,112.92398071289062,113.4419403076172,112.23892974853516,113.37510681152344,684325.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,113.82623291015624,114.7368392944336,113.8011703491211,114.6115264892578,666131.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,114.77025604248048,115.27986907958984,113.86800384521484,115.2130355834961,610709.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,115.17961883544922,115.94820404052734,114.85379791259766,115.54720306396484,1078736.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,115.59732818603516,115.59732818603516,111.95488739013672,112.58980560302734,1037201.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,112.6148681640625,114.67000579833984,112.3976593017578,114.41102600097656,1245957.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,113.92648315429688,115.99832916259766,113.50877380371094,115.53884887695312,1281389.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,114.67835998535156,115.22974395751952,114.15204620361328,114.45279693603516,1534434.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,117.0008316040039,120.24227142333984,115.6140365600586,116.88387298583984,1495652.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,118.1370086669922,120.14202117919922,117.79448699951172,119.94987487792967,1351054.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,119.6491241455078,120.20050048828124,118.61319732666016,119.60735321044922,835027.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,119.6491241455078,121.5873031616211,119.54051971435548,121.57059478759766,907805.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,121.57059478759766,121.77944946289062,120.93567657470705,121.57059478759766,678340.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,120.81035614013672,121.3700942993164,119.08103942871094,119.51545715332033,866508.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,120.40935516357422,121.2364273071289,120.06683349609376,120.54302215576172,1318735.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,120.96073150634766,123.05764770507812,120.96073150634766,123.05764770507812,917979.0,,,,,,,,,,
