Date,Open,High,Low,Close,Volume,"('Adj Close', 'MAS')","('Close', 'MAS')","('High', 'MAS')","('Low', 'MAS')","('Open', 'MAS')","('Volume', 'MAS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,66.33000183105469,67.25,65.63999938964844,66.56999969482422,1879200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,65.56999969482422,65.80999755859375,64.19000244140625,64.2699966430664,3261800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,63.59999847412109,64.9000015258789,63.59999847412109,64.2300033569336,2584100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,64.0199966430664,65.37000274658203,63.86000061035156,65.02999877929688,1529200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,65.33000183105469,66.87999725341797,65.19999694824219,66.80999755859375,2031500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,66.12999725341797,67.31999969482422,65.93000030517578,67.22000122070312,1359200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,67.33000183105469,68.23999786376953,67.23999786376953,68.18000030517578,1477700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,67.97000122070312,68.30999755859375,67.12999725341797,68.12000274658203,1176100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,68.5999984741211,68.5999984741211,66.73999786376953,67.27999877929688,1227400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,66.58999633789062,67.48999786376953,66.16999816894531,67.45999908447266,1524600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,66.91000366210938,67.5199966430664,66.62000274658203,67.30000305175781,1395800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,67.66000366210938,68.26000213623047,67.1500015258789,68.19999694824219,1128000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,68.44999694824219,68.44999694824219,67.44999694824219,68.05999755859375,1935200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,68.66000366210938,69.44999694824219,68.66000366210938,69.04000091552734,932700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,68.5999984741211,68.91000366210938,66.62000274658203,67.02999877929688,1830700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,67.44000244140625,67.4800033569336,65.4000015258789,65.47000122070312,1948200.0,,,,,,,,,,
