Date,Open,High,Low,Close,Volume,"('Adj Close', 'THG')","('Close', 'THG')","('High', 'THG')","('Low', 'THG')","('Open', 'THG')","('Volume', 'THG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,121.1999969482422,123.29000091552734,121.1999969482422,122.94000244140624,122700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,122.52999877929688,124.37000274658205,122.08999633789062,122.1999969482422,118300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,122.9800033569336,124.33999633789062,122.52999877929688,123.27999877929688,164500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,123.37999725341795,124.33999633789062,122.6999969482422,124.1999969482422,291500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,124.47000122070312,124.9499969482422,122.1999969482422,123.0199966430664,76900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,122.4499969482422,122.4499969482422,120.63999938964844,122.43000030517578,138000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,122.11000061035156,122.66999816894533,121.54000091552734,122.62000274658205,99600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,122.51000213623048,123.06999969482422,121.73999786376952,122.66000366210938,175400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,123.41999816894533,123.48999786376952,121.91999816894533,122.93000030517578,126200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,122.56999969482422,123.9800033569336,121.72000122070312,122.97000122070312,115400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,122.31999969482422,124.06999969482422,122.31999969482422,123.29000091552734,131200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,122.9000015258789,125.1999969482422,122.9000015258789,125.18000030517578,110400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,127.36000061035156,129.50999450683594,126.58999633789062,128.74000549316406,217500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,128.77999877929688,131.77999877929688,128.74000549316406,131.7100067138672,190000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,131.47000122070312,132.0,128.61000061035156,128.92999267578125,154000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,129.97999572753906,131.75,129.1199951171875,130.1999969482422,192600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,131.17999267578125,131.17999267578125,130.1300048828125,130.88999938964844,118600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,131.39999389648438,131.39999389648438,129.19000244140625,130.8800048828125,130700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,130.38999938964844,132.10000610351562,130.38999938964844,131.94000244140625,126000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,131.83999633789062,133.0800018310547,131.6199951171875,132.8699951171875,130800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,133.1199951171875,134.7100067138672,132.00999450683594,132.00999450683594,251400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,134.8000030517578,136.66000366210938,128.86000061035156,131.38999938964844,325500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,131.41000366210938,132.32000732421875,130.64999389648438,130.89999389648438,115900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,130.41000366210938,131.47999572753906,128.5800018310547,130.33999633789062,182400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,130.10000610351562,131.5800018310547,129.94000244140625,131.2100067138672,158800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,131.4600067138672,131.58999633789062,130.02999877929688,130.0800018310547,166400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,129.8800048828125,131.41000366210938,128.42999267578125,131.02000427246094,213400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,130.27999877929688,132.75999450683594,130.27999877929688,131.88999938964844,135600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,132.47000122070312,134.3699951171875,131.9199981689453,134.14999389648438,134200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,133.92999267578125,134.5,131.5399932861328,133.35000610351562,173000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,133.88999938964844,135.8699951171875,133.75999450683594,135.72999572753906,173700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,136.00999450683594,137.57000732421875,135.8000030517578,136.5800018310547,175600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,136.9499969482422,138.0,135.8699951171875,135.8800048828125,131500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,134.91000366210938,137.05999755859375,134.25,134.32000732421875,123100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,134.00999450683594,134.41000366210938,132.6699981689453,133.22999572753906,183700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,133.0800018310547,134.85000610351562,132.85000610351562,134.5399932861328,197600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,135.2100067138672,135.6699981689453,134.69000244140625,135.55999755859375,137700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,135.02999877929688,136.0,134.1300048828125,134.61000061035156,170700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,133.8699951171875,135.22999572753906,133.11000061035156,134.25999450683594,165500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,134.25999450683594,134.6300048828125,133.22999572753906,133.25999450683594,134600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,133.25999450683594,133.27000427246094,129.9499969482422,131.47000122070312,262500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,131.47000122070312,131.8000030517578,128.52999877929688,128.8699951171875,153700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,128.8699951171875,130.7100067138672,128.24000549316406,128.27999877929688,183000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,128.27999877929688,129.55999755859375,127.9000015258789,129.30999755859375,160400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,130.07000732421875,132.07000732421875,129.0500030517578,131.7100067138672,141800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,131.5,132.55999755859375,130.7899932861328,131.14999389648438,136600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,130.47000122070312,131.24000549316406,129.86000061035156,130.11000061035156,105000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,129.66000366210938,131.33999633789062,129.66000366210938,130.52999877929688,99000.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,129.97000122070312,130.75,129.57000732421875,130.50999450683594,106900.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,131.08999633789062,131.17999267578125,130.10000610351562,131.13999938964844,108300.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,130.47000122070312,130.52000427246094,127.88999938964844,129.25999450683594,135700.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,128.13999938964844,130.32000732421875,128.13999938964844,129.07000732421875,377600.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,128.5500030517578,129.55999755859375,126.02999877929688,126.30999755859376,235100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,126.5999984741211,127.6500015258789,126.52999877929688,126.9800033569336,164400.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,125.7300033569336,127.13999938964844,125.7300033569336,126.30999755859376,177400.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,125.91000366210938,127.87000274658205,125.61000061035156,127.5199966430664,230900.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,127.97000122070312,127.97000122070312,127.01000213623048,127.19000244140624,160000.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,127.41000366210938,129.72000122070312,127.41000366210938,128.88999938964844,155700.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,128.5399932861328,131.82000732421875,128.5399932861328,131.74000549316406,169200.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,132.13999938964844,135.63999938964844,131.8699951171875,135.5399932861328,213500.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,135.77999877929688,136.83999633789062,135.22000122070312,136.1699981689453,241300.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,135.8800048828125,135.8800048828125,133.33999633789062,133.91000366210938,113500.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,133.88999938964844,134.39999389648438,132.77999877929688,132.77999877929688,116900.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,132.50999450683594,133.27999877929688,132.32000732421875,132.97999572753906,145000.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,133.5500030517578,134.22999572753906,130.4499969482422,130.47000122070312,146400.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,130.6999969482422,131.0500030517578,129.72000122070312,130.07000732421875,111000.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,129.92999267578125,133.5500030517578,129.3000030517578,133.14999389648438,204600.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,133.3000030517578,133.3000030517578,129.3699951171875,130.57000732421875,175700.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,129.49000549316406,131.47000122070312,129.49000549316406,131.36000061035156,154100.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,130.32000732421875,131.25999450683594,128.0800018310547,128.17999267578125,90200.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,128.27999877929688,129.30999755859375,127.77999877929688,128.42999267578125,107400.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,129.2899932861328,129.9499969482422,126.9000015258789,127.76000213623048,197200.0,,,,,,,,,,
