Date,Open,High,Low,Close,Volume,"('Adj Close', 'TERN')","('Close', 'TERN')","('High', 'TERN')","('Low', 'TERN')","('Open', 'TERN')","('Volume', 'TERN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.460000038146973,6.820000171661377,6.320000171661377,6.480000019073486,888500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.480000019073486,6.619999885559082,6.260000228881836,6.289999961853027,255200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.389999866485596,6.829999923706055,6.320000171661377,6.699999809265137,331300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.699999809265137,6.909999847412109,6.539999961853027,6.78000020980835,1219000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.849999904632568,6.90399980545044,6.5,6.690000057220459,975300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.579999923706055,6.840000152587891,6.53000020980835,6.75,1114700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.650000095367432,7.210000038146973,5.989999771118164,6.130000114440918,1037600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.070000171661377,6.070000171661377,5.730000019073486,5.860000133514404,441900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.860000133514404,6.1479997634887695,5.809999942779541,5.860000133514404,570400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.739999771118164,5.940000057220459,5.559999942779541,5.769999980926514,663100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.690000057220459,5.739999771118164,5.480000019073486,5.590000152587891,875800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.75,5.75,5.110000133514404,5.210000038146973,668900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.179999828338623,5.210000038146973,4.849999904632568,4.860000133514404,831400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.840000152587891,5.21999979019165,4.824999809265137,5.190000057220459,793100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.289999961853027,5.590000152587891,5.210000038146973,5.460000038146973,620700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.46999979019165,5.519999980926514,5.260000228881836,5.400000095367432,638500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.440000057220459,5.570000171661377,5.230000019073486,5.309999942779541,348800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.389999866485596,5.519999980926514,5.199999809265137,5.349999904632568,353100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.340000152587891,5.730000019073486,5.21999979019165,5.699999809265137,321300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.809999942779541,5.811999797821045,5.320000171661377,5.570000171661377,352300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.559999942779541,5.650000095367432,5.170000076293945,5.179999828338623,467100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.21999979019165,5.340000152587891,4.940000057220459,5.260000228881836,772800.0,,,,,,,,,,
