Date,Open,High,Low,Close,Volume,"('Adj Close', 'SPRY')","('Close', 'SPRY')","('High', 'SPRY')","('Low', 'SPRY')","('Open', 'SPRY')","('Volume', 'SPRY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.510000228881836,5.760000228881836,5.449999809265137,5.579999923706055,300900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.559999942779541,5.590000152587891,5.380000114440918,5.5,372300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.5,5.71999979019165,5.190000057220459,5.639999866485596,286100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.739999771118164,5.739999771118164,5.480000019073486,5.679999828338623,352000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.670000076293945,6.070000171661377,5.619999885559082,5.989999771118164,290800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.949999809265137,6.090000152587891,5.769999980926514,5.909999847412109,325800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.909999847412109,6.039999961853027,5.679999828338623,5.929999828338623,296100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.929999828338623,5.949999809265137,5.739999771118164,5.849999904632568,158200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.849999904632568,6.0,5.829999923706055,5.909999847412109,164800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.909999847412109,6.139999866485596,5.75,5.940000057220459,323000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.920000076293945,6.130000114440918,5.804999828338623,6.090000152587891,344800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.090000152587891,6.139999866485596,5.909999847412109,6.079999923706055,207000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.119999885559082,6.210000038146973,5.994999885559082,6.050000190734863,293200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.079999923706055,6.434999942779541,6.039999961853027,6.420000076293945,472800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.46999979019165,6.800000190734863,6.375,6.769999980926514,486600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.829999923706055,7.0,6.260000228881836,6.380000114440918,478500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.409999847412109,6.619999885559082,6.349999904632568,6.519999980926514,284300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.579999923706055,6.630000114440918,6.244999885559082,6.284999847412109,212100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.28000020980835,6.539999961853027,6.25,6.480000019073486,178000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.519999980926514,6.519999980926514,6.199999809265137,6.25,258800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.210000038146973,6.400000095367432,6.130000114440918,6.210000038146973,273100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.320000171661377,6.400000095367432,6.170000076293945,6.400000095367432,229500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.25,6.440000057220459,6.179999828338623,6.349999904632568,172200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.360000133514404,6.5,6.260000228881836,6.369999885559082,355900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.409999847412109,6.539999961853027,6.375,6.5,331200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.550000190734863,6.590000152587891,6.289999961853027,6.300000190734863,319200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.329999923706055,6.539999961853027,6.329999923706055,6.489999771118164,268400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,6.539999961853027,7.105000019073486,6.489999771118164,7.079999923706055,406200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.179999828338623,7.869999885559082,7.159999847412109,7.460000038146973,731500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,7.25,7.25,6.960000038146973,7.010000228881836,494000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,7.119999885559082,7.329999923706055,7.019999980926514,7.099999904632568,302300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,7.130000114440918,7.320000171661377,7.059999942779541,7.260000228881836,289300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,7.199999809265137,7.25,7.090000152587891,7.170000076293945,248200.0,,,,,,,,,,
