Date,Open,High,Low,Close,Volume,"('Adj Close', 'GTX')","('Close', 'GTX')","('High', 'GTX')","('Low', 'GTX')","('Open', 'GTX')","('Volume', 'GTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.609999656677246,9.6899995803833,9.385000228881836,9.479999542236328,719500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.390000343322754,9.390000343322754,9.119999885559082,9.119999885559082,867100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.149999618530272,9.210000038146973,8.989999771118164,9.149999618530272,977400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.09000015258789,9.220000267028809,9.05500030517578,9.199999809265137,796500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.25,9.329999923706056,9.149999618530272,9.25,657300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.239999771118164,9.239999771118164,8.975000381469727,9.0,694700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.010000228881836,9.010000228881836,8.8100004196167,8.90999984741211,470200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.880000114440918,8.994999885559082,8.859999656677246,8.880000114440918,476100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.829999923706055,8.960000038146973,8.829999923706055,8.850000381469727,374700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.789999961853027,8.845000267028809,8.75,8.779999732971191,428700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.6899995803833,8.73900032043457,8.510000228881836,8.65999984741211,400400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.699999809265137,8.930000305175781,8.680000305175781,8.920000076293945,738700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.970000267028809,9.020000457763672,8.795000076293945,8.989999771118164,1190900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.989999771118164,9.024999618530272,8.8100004196167,8.890000343322754,429900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.920000076293945,8.9399995803833,8.835000038146973,8.850000381469727,476500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.859999656677246,8.880000114440918,8.609999656677246,8.619999885559082,400100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.640000343322754,8.699999809265137,8.569999694824219,8.680000305175781,889400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,8.720000267028809,8.904999732971191,8.670000076293945,8.800000190734863,529800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.770000457763672,8.845000267028809,8.699999809265137,8.84000015258789,465700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.850000381469727,8.970000267028809,8.8100004196167,8.960000038146973,683200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.960000038146973,8.989999771118164,8.59000015258789,8.59000015258789,631200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.619999885559082,8.850000381469727,8.595000267028809,8.829999923706055,864900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.829999923706055,8.829999923706055,8.630000114440918,8.819999694824219,624100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.75,8.779999732971191,8.654999732971191,8.760000228881836,466500.0,,,,,,,,,,
