Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMBA')","('Close', 'AMBA')","('High', 'AMBA')","('Low', 'AMBA')","('Open', 'AMBA')","('Volume', 'AMBA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,60.36000061035156,61.4900016784668,59.34999847412109,60.13999938964844,403000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,57.59000015258789,58.06999969482422,56.20000076293945,56.709999084472656,754900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,53.790000915527344,56.08000183105469,53.5,54.5,933200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,54.5,56.20000076293945,54.0099983215332,55.06999969482422,499500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,55.5,57.84000015258789,55.34999847412109,57.40999984741211,499700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,56.7599983215332,58.77000045776367,56.5,57.880001068115234,489600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,58.0,58.56999969482422,56.25,57.77999877929688,606900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,57.75,58.56999969482422,57.08000183105469,58.18999862670898,395800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,58.68999862670898,59.18000030517578,56.38999938964844,56.40999984741211,410300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,55.790000915527344,56.119998931884766,54.70000076293945,55.0,664100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,54.150001525878906,54.2400016784668,53.0,54.08000183105469,581000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,55.290000915527344,55.79999923706055,54.369998931884766,55.25,375600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,56.060001373291016,56.47999954223633,55.45000076293945,55.72999954223633,577100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,56.38999938964844,57.880001068115234,56.290000915527344,57.0,501400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,57.209999084472656,58.04999923706055,56.79999923706055,57.84000015258789,529800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,58.25,58.43000030517578,56.95000076293945,56.97999954223633,393800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,58.2599983215332,58.2599983215332,56.27999877929688,56.34999847412109,279600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,55.86000061035156,56.040000915527344,54.18000030517578,54.77000045776367,472100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,54.66999816894531,56.63999938964844,54.290000915527344,56.52000045776367,365500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,56.0,56.52000045776367,54.43000030517578,54.959999084472656,262200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,54.540000915527344,54.65999984741211,52.43999862670898,52.560001373291016,474200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,53.130001068115234,53.22999954223633,51.52999877929688,51.91999816894531,606100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,51.25,52.20000076293945,50.86000061035156,51.9900016784668,277400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,51.790000915527344,52.86000061035156,50.84000015258789,52.31999969482422,444800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,52.22999954223633,53.13999938964844,51.93000030517578,53.130001068115234,428600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,53.79999923706055,53.970001220703125,52.58000183105469,53.27000045776367,361200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,53.13999938964844,55.720001220703125,53.13999938964844,54.650001525878906,1097300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,54.7599983215332,56.2599983215332,54.63999938964844,55.27999877929688,423000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,55.619998931884766,56.630001068115234,55.27999877929688,55.41999816894531,357000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,52.83000183105469,53.63999938964844,51.5099983215332,52.25,545100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,53.13999938964844,54.66999816894531,53.04999923706055,54.2599983215332,480300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,54.95000076293945,55.20000076293945,54.220001220703125,54.5,328900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,53.9900016784668,54.65999984741211,53.150001525878906,53.34999847412109,1214800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,52.54999923706055,54.2599983215332,52.15999984741211,54.25,512600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,53.56999969482422,54.08000183105469,52.77999877929688,53.970001220703125,273600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,55.18000030517578,55.52999877929688,54.20000076293945,54.93999862670898,444900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,54.77000045776367,55.63999938964844,53.93999862670898,55.2599983215332,458700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,55.47999954223633,57.84999847412109,55.34999847412109,56.81999969482422,584600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,56.97999954223633,58.560001373291016,56.97999954223633,57.959999084472656,840100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,65.0,65.38999938964844,56.59000015258789,57.9900016784668,1629000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,59.310001373291016,59.869998931884766,55.59000015258789,55.84999847412109,1166000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,56.20000076293945,58.290000915527344,55.25,57.15999984741211,658500.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,57.81999969482422,58.20000076293945,56.77000045776367,56.84999847412109,470900.0,,,,,,,,,,
