Date,Open,High,Low,Close,Volume,"('Adj Close', 'SPCE')","('Close', 'SPCE')","('High', 'SPCE')","('Low', 'SPCE')","('Open', 'SPCE')","('Volume', 'SPCE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,47.79999923706055,50.79999923706055,47.0,47.400001525878906,438390.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,45.79999923706055,46.400001525878906,44.400001525878906,46.20000076293945,451765.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,46.400001525878906,48.0,45.400001525878906,46.79999923706055,335700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,46.59999847412109,47.79999923706055,45.400001525878906,46.59999847412109,287145.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,45.59999847412109,48.0,44.0,47.0,447125.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,45.400001525878906,46.400001525878906,44.70000076293945,45.59999847412109,331105.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,48.0,48.59999847412109,45.59999847412109,46.0,386500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,45.400001525878906,45.5,41.400001525878906,43.400001525878906,493125.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,43.400001525878906,45.0,41.79999923706055,42.20000076293945,387265.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,41.59999847412109,42.09999847412109,39.0,39.0,487075.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,38.0,39.400001525878906,37.400001525878906,39.20000076293945,404290.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,40.0,40.400001525878906,38.0,38.79999923706055,348640.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,39.20000076293945,39.20000076293945,36.400001525878906,38.400001525878906,479525.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,38.79999923706055,41.5,38.70000076293945,41.0,419515.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,42.0,43.20000076293945,41.20000076293945,41.79999923706055,342080.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,42.400001525878906,43.20000076293945,40.0,40.20000076293945,302405.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,40.20000076293945,41.20000076293945,39.0,39.0,368715.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,39.20000076293945,41.0,37.619998931884766,37.79999923706055,445270.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,38.0,38.59999847412109,36.79999923706055,38.400001525878906,315285.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,38.400001525878906,38.400001525878906,35.79999923706055,35.79999923706055,494280.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,36.20000076293945,38.400001525878906,35.0,35.599998474121094,546320.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,36.59999847412109,37.400001525878906,34.400001525878906,35.79999923706055,441405.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,35.20000076293945,35.400001525878906,34.0,34.79999923706055,403875.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,35.20000076293945,35.20000076293945,33.0,33.20000076293945,373670.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,33.0,36.20000076293945,33.0,36.20000076293945,465805.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,36.400001525878906,36.400001525878906,34.79999923706055,35.400001525878906,313445.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,35.79999923706055,36.20000076293945,35.0,35.20000076293945,260415.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,35.599998474121094,36.20000076293945,34.400001525878906,35.79999923706055,316280.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,35.79999923706055,38.400001525878906,35.20000076293945,37.400001525878906,477240.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,35.599998474121094,36.0,33.599998474121094,34.400001525878906,517820.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,35.0,39.20000076293945,35.0,39.0,429585.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,38.5,39.59999847412109,37.20000076293945,38.400001525878906,420520.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,37.59999847412109,38.20000076293945,36.70000076293945,37.0,347390.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,36.79999923706055,37.59999847412109,35.79999923706055,36.20000076293945,330990.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,35.79999923706055,36.0,34.79999923706055,35.20000076293945,323005.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,35.79999923706055,36.20000076293945,33.0,33.400001525878906,561500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,34.0,34.599998474121094,32.20000076293945,33.0,461165.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,33.79999923706055,35.599998474121094,32.70000076293945,35.599998474121094,418935.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,35.400001525878906,38.97999954223633,35.400001525878906,38.0,765525.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,36.20000076293945,37.0,34.0,35.0,573720.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,36.0,36.20000076293945,34.400001525878906,34.79999923706055,351425.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,34.79999923706055,35.400001525878906,33.599998474121094,33.79999923706055,460725.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,34.20000076293945,34.20000076293945,31.600000381469727,32.20000076293945,622450.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,32.20000076293945,33.20000076293945,31.600000381469727,32.0,380675.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,32.79999923706055,33.79999923706055,31.799999237060547,32.599998474121094,494370.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,33.0,35.0,32.599998474121094,34.400001525878906,526165.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,34.599998474121094,36.59999847412109,34.20000076293945,34.400001525878906,461510.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,34.599998474121094,36.400001525878906,34.400001525878906,34.599998474121094,357680.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,34.599998474121094,34.599998474121094,33.0,33.400001525878906,466620.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,33.0,34.79999923706055,32.79999923706055,34.0,375845.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,33.79999923706055,33.79999923706055,32.400001525878906,32.599998474121094,394210.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,32.79999923706055,34.599998474121094,32.599998474121094,33.20000076293945,1326535.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,33.79999923706055,33.79999923706055,29.799999237060547,30.0,1025505.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,30.200000762939453,30.600000381469727,27.600000381469727,28.0,827605.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,29.0,29.0,27.399999618530277,28.600000381469727,777560.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,28.799999237060547,29.799999237060547,28.200000762939453,28.600000381469727,340030.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,28.399999618530277,28.399999618530277,27.399999618530277,27.600000381469727,367170.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,27.799999237060547,28.399999618530277,26.600000381469727,27.0,432630.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,27.200000762939453,28.600000381469727,27.0,27.799999237060547,370110.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,27.799999237060547,29.399999618530277,27.200000762939453,29.200000762939453,452890.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,28.799999237060547,30.399999618530277,28.799999237060547,29.600000381469727,413895.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,29.600000381469727,29.799999237060547,28.0,28.600000381469727,328840.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,28.0,28.100000381469727,26.200000762939453,26.200000762939453,453625.0,,,,,,,,,,
