Date,Open,High,Low,Close,Volume,"('Adj Close', 'HLLY')","('Close', 'HLLY')","('High', 'HLLY')","('Low', 'HLLY')","('Open', 'HLLY')","('Volume', 'HLLY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.809999942779541,4.929999828338623,4.730000019073486,4.809999942779541,272300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.739999771118164,4.769999980926514,4.579999923706055,4.579999923706055,306100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.599999904632568,4.599999904632568,4.414999961853027,4.510000228881836,216300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.46999979019165,4.75,4.449999809265137,4.610000133514404,599400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.570000171661377,4.84499979019165,4.519999980926514,4.710000038146973,254800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.579999923706055,4.710999965667725,4.559999942779541,4.630000114440918,250200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.610000133514404,4.710000038146973,4.599999904632568,4.670000076293945,230900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.639999866485596,4.639999866485596,4.46999979019165,4.590000152587891,239100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.71999979019165,4.75,4.510000228881836,4.53000020980835,219200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.429999828338623,4.5,4.352000236511231,4.5,210600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.389999866485596,4.420000076293945,4.320000171661377,4.420000076293945,272700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.429999828338623,4.485000133514404,4.329999923706055,4.449999809265137,191100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.480000019073486,4.574999809265137,4.394999980926514,4.550000190734863,301800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.599999904632568,4.809999942779541,4.580999851226807,4.809999942779541,357100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.920000076293945,5.139999866485596,4.840000152587891,4.869999885559082,307200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.880000114440918,4.909999847412109,4.679999828338623,4.730000019073486,267100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.840000152587891,4.860000133514404,4.715000152587891,4.849999904632568,237400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.929999828338623,5.130000114440918,4.929999828338623,5.119999885559082,330300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.150000095367432,5.230000019073486,5.059999942779541,5.150000095367432,460300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.130000114440918,5.144999980926514,4.949999809265137,4.96999979019165,322500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.940000057220459,5.039999961853027,4.760000228881836,4.769999980926514,271100.0,,,,,,,,,,
