Date,Open,High,Low,Close,Volume,"('Adj Close', 'AEIS')","('Close', 'AEIS')","('High', 'AEIS')","('Low', 'AEIS')","('Open', 'AEIS')","('Volume', 'AEIS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,107.44000244140624,107.66000366210938,105.29000091552734,106.23999786376952,286900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,104.87999725341795,104.87999725341795,101.86000061035156,102.0500030517578,241500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,102.04000091552734,102.04000091552734,100.41999816894533,101.2699966430664,171500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,100.23999786376952,101.7699966430664,100.23999786376952,100.87000274658205,130700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,100.87000274658205,103.56999969482422,100.16000366210938,103.41999816894533,157400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,101.27999877929688,103.27999877929688,101.27999877929688,103.02999877929688,103100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,102.44000244140624,103.08000183105467,101.0,103.0199966430664,109800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,102.47000122070312,103.08999633789062,100.48999786376952,102.5199966430664,181300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,103.69000244140624,104.16999816894533,101.66000366210938,102.22000122070312,110300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,101.0199966430664,103.20999908447266,101.0199966430664,102.58000183105467,130900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,100.5,101.3499984741211,98.54000091552734,100.48999786376952,157500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,101.7699966430664,103.2699966430664,101.56999969482422,102.73999786376952,159500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,103.8499984741211,105.9000015258789,101.9800033569336,105.61000061035156,301100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,107.47000122070312,108.4800033569336,106.61000061035156,107.5999984741211,175700.0,,,,,,,,,,
