Date,Open,High,Low,Close,Volume,"('Adj Close', 'FR')","('Close', 'FR')","('High', 'FR')","('Low', 'FR')","('Open', 'FR')","('Volume', 'FR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,52.54999923706055,52.97999954223633,52.27000045776367,52.970001220703125,1076300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,52.290000915527344,52.38999938964844,51.43000030517578,51.52000045776367,1169600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,51.5,52.20000076293945,51.09000015258789,51.90999984741211,971300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,51.5099983215332,52.470001220703125,51.040000915527344,51.81999969482422,995700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,51.880001068115234,52.95000076293945,51.880001068115234,52.86000061035156,556700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,52.36000061035156,53.209999084472656,52.150001525878906,53.0,1037300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,53.2599983215332,53.56999969482422,53.02999877929688,53.47999954223633,800100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,53.13999938964844,53.2599983215332,52.58000183105469,52.75,1275600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,53.27999877929688,53.5,52.59000015258789,53.2599983215332,544200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,52.7400016784668,53.27999877929688,52.54999923706055,53.27000045776367,1076300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,52.43999862670898,53.02000045776367,51.52999877929688,52.119998931884766,723300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,52.2599983215332,52.54999923706055,51.7599983215332,52.33000183105469,1474800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,52.59999847412109,54.18999862670898,52.5,53.720001220703125,1500700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,53.720001220703125,54.52999877929688,53.630001068115234,53.77999877929688,780700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,53.95000076293945,54.150001525878906,52.84999847412109,52.9900016784668,836400.0,,,,,,,,,,
