Date,Open,High,Low,Close,Volume,"('Adj Close', 'NKE')","('Close', 'NKE')","('High', 'NKE')","('Low', 'NKE')","('Open', 'NKE')","('Volume', 'NKE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,107.61000061035156,107.8499984741211,106.4499969482422,106.5500030517578,9326600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,105.72000122070312,107.4800033569336,104.0,104.04000091552734,10573700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,102.45999908447266,103.62000274658205,102.3000030517578,102.3000030517578,10420600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,102.45999908447266,103.68000030517578,101.9000015258789,102.08000183105467,8039900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,102.08000183105467,103.69000244140624,101.7300033569336,103.62000274658205,9414200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,103.16999816894533,103.4000015258789,102.5,102.73999786376952,7759500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,102.69000244140624,103.83000183105467,102.37000274658205,103.7699966430664,6784700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,104.22000122070312,106.01000213623048,103.7300033569336,105.9000015258789,9537700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,106.0,106.31999969482422,104.72000122070312,105.05999755859376,6680000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,103.94000244140624,104.22000122070312,101.36000061035156,101.72000122070312,10547900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,101.0500030517578,101.30999755859376,100.23999786376952,100.81999969482422,8226200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,101.0,101.43000030517578,100.06999969482422,100.94000244140624,8852400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,101.0199966430664,102.18000030517578,99.66999816894533,101.77999877929688,8408400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,101.75,101.80999755859376,100.08999633789062,100.55999755859376,9897400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,101.62999725341795,102.13999938964844,101.2300033569336,101.9000015258789,8208000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,101.77999877929688,101.8000030517578,100.69000244140624,100.76000213623048,7879300.0,,,,,,,,,,
