Date,Open,High,Low,Close,Volume,"('Adj Close', 'CDTX')","('Close', 'CDTX')","('High', 'CDTX')","('Low', 'CDTX')","('Open', 'CDTX')","('Volume', 'CDTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,15.699999809265137,16.200000762939453,15.119999885559082,16.020000457763672,30305.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,16.0,16.260000228881836,15.199999809265137,15.65999984741211,20485.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,15.699999809265137,16.100000381469727,15.239999771118164,15.619999885559082,17365.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,15.979999542236328,15.979999542236328,15.260000228881836,15.5600004196167,18545.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,15.399999618530272,15.460000038146973,14.899999618530272,15.359999656677246,21145.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.399999618530272,16.399999618530273,15.100000381469728,16.0,34175.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,16.219999313354492,16.239999771118164,15.600000381469728,15.859999656677246,17405.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,15.899999618530272,16.100000381469727,15.399999618530272,15.640000343322754,24935.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,15.399999618530272,15.800000190734863,15.199999809265137,15.31999969482422,16650.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,15.399999618530272,15.68000030517578,14.800000190734863,14.81999969482422,20305.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,14.699999809265137,15.199999809265137,14.239999771118164,14.239999771118164,15650.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,14.5,15.0,14.020000457763672,15.0,27425.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,14.699999809265137,14.800000190734863,13.800000190734863,14.31999969482422,23560.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,14.399999618530272,14.699999809265137,13.81999969482422,14.300000190734863,19090.0,,,,,,,,,,
