Date,Open,High,Low,Close,Volume,"('Adj Close', 'AXTI')","('Close', 'AXTI')","('High', 'AXTI')","('Low', 'AXTI')","('Open', 'AXTI')","('Volume', 'AXTI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.400000095367432,2.5199999809265137,2.380000114440918,2.470000028610229,101800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.4600000381469727,2.490000009536743,2.359999895095825,2.470000028610229,142200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.440000057220459,2.470000028610229,2.4200000762939453,2.450000047683716,131200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.450000047683716,2.5199999809265137,2.430000066757202,2.5,108000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.490000009536743,2.569999933242798,2.450000047683716,2.549999952316284,138200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.509999990463257,2.5999999046325684,2.509999990463257,2.5799999237060547,138100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.5799999237060547,2.609999895095825,2.549999952316284,2.5999999046325684,143600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.5799999237060547,2.619999885559082,2.539999961853028,2.609999895095825,127700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.619999885559082,2.640000104904175,2.5799999237060547,2.630000114440918,97500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.609999895095825,2.75,2.5999999046325684,2.720000028610229,186000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.700000047683716,2.700000047683716,2.5,2.559999942779541,191200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.609999895095825,2.6700000762939453,2.4600000381469727,2.5999999046325684,158200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.5999999046325684,2.6600000858306885,2.569999933242798,2.650000095367432,47500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.650000095367432,2.8399999141693115,2.650000095367432,2.809999942779541,289200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.8299999237060547,2.930000066757202,2.809999942779541,2.8399999141693115,150700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.880000114440918,2.880000114440918,2.75,2.799999952316284,136200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.8299999237060547,2.869999885559082,2.6700000762939453,2.6700000762939453,84400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.6700000762939453,2.700000047683716,2.539999961853028,2.5799999237060547,108800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.549999952316284,2.619999885559082,2.5299999713897705,2.609999895095825,65200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.619999885559082,2.619999885559082,2.4600000381469727,2.470000028610229,70300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.4600000381469727,2.5299999713897705,2.4200000762939453,2.4600000381469727,119700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.5,2.539999961853028,2.470000028610229,2.5199999809265137,76400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.509999990463257,2.5299999713897705,2.4800000190734863,2.5199999809265137,58700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.5,2.5,2.4100000858306885,2.4100000858306885,83200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.4200000762939453,2.490000009536743,2.369999885559082,2.470000028610229,83000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.4800000190734863,2.4800000190734863,2.380000114440918,2.440000057220459,92300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.380000114440918,2.5299999713897705,2.380000114440918,2.470000028610229,111900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.490000009536743,2.539999961853028,2.4800000190734863,2.5199999809265137,128800.0,,,,,,,,,,
