Date,Open,High,Low,Close,Volume,"('Adj Close', 'ICHR')","('Close', 'ICHR')","('High', 'ICHR')","('Low', 'ICHR')","('Open', 'ICHR')","('Volume', 'ICHR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,33.150001525878906,33.63999938964844,32.71500015258789,33.33000183105469,186900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,32.900001525878906,33.209999084472656,32.30500030517578,32.810001373291016,262000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,32.77000045776367,32.77000045776367,31.90999984741211,31.950000762939453,235700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,31.729999542236328,32.38999938964844,31.545000076293945,32.290000915527344,131400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,32.29999923706055,33.15999984741211,31.280000686645508,31.739999771118164,207700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,31.399999618530277,33.099998474121094,31.149999618530277,32.79999923706055,159600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,33.02000045776367,33.5,31.899999618530277,32.540000915527344,131400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.40999984741211,32.619998931884766,31.295000076293945,31.940000534057617,153600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,32.290000915527344,32.68299865722656,32.0099983215332,32.349998474121094,112800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.5,33.43000030517578,32.27000045776367,33.29999923706055,172000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,32.720001220703125,32.720001220703125,31.63500022888184,32.599998474121094,146100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,33.41999816894531,35.7400016784668,33.36000061035156,35.529998779296875,407700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,36.0099983215332,36.72999954223633,35.150001525878906,36.0099983215332,405900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.22999954223633,37.68000030517578,36.22999954223633,37.5,204400.0,,,,,,,,,,
