Date,Open,High,Low,Close,Volume,"('Adj Close', 'SYBX')","('Close', 'SYBX')","('High', 'SYBX')","('Low', 'SYBX')","('Open', 'SYBX')","('Volume', 'SYBX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.890000104904175,4.46999979019165,3.7899999618530273,4.46999979019165,83600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.590000152587891,5.118000030517578,4.53000020980835,4.78000020980835,114500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.78000020980835,4.949999809265137,4.5,4.559999942779541,35000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.5,4.71999979019165,4.010000228881836,4.159999847412109,33800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.150000095367432,4.339000225067139,4.102000236511231,4.179999828338623,10500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.210000038146973,4.210000038146973,3.785000085830689,3.930000066757202,27700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.880000114440918,3.880000114440918,3.5999999046325684,3.740000009536743,28800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.7699999809265137,3.910000085830689,3.740000009536743,3.796000003814697,16300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.7899999618530273,3.9600000381469727,3.75,3.7799999713897705,11100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.819999933242798,3.859999895095825,3.4600000381469727,3.549999952316284,34500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.5,3.5199999809265137,3.049999952316284,3.255000114440918,47200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.289999961853028,3.289999961853028,3.003000020980835,3.119999885559082,15600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.200000047683716,3.359999895095825,3.1600000858306885,3.190000057220459,22400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.200000047683716,3.3499999046325684,3.200000047683716,3.220000028610229,9700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.150000095367432,3.3499999046325684,3.119999885559082,3.200000047683716,13000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.200000047683716,3.315000057220459,3.150000095367432,3.180000066757202,28300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.3399999141693115,3.490000009536743,3.2100000381469727,3.2100000381469727,19500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.2100000381469727,3.7300000190734863,3.2100000381469727,3.5999999046325684,34700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.5999999046325684,3.670000076293945,3.299999952316284,3.3499999046325684,22100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.359999895095825,3.619999885559082,3.200000047683716,3.25,24800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.2300000190734863,3.5899999141693115,3.2300000190734863,3.450000047683716,19200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.559999942779541,3.5799999237060547,3.3299999237060547,3.490000009536743,14300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.4800000190734863,3.619999885559082,3.3399999141693115,3.4100000858306885,33200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.3299999237060547,3.494999885559082,3.2309999465942383,3.2799999713897705,18100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.240000009536743,3.660000085830689,3.240000009536743,3.5,15400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.549999952316284,3.697999954223633,3.430000066757202,3.5199999809265137,7400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.490000009536743,3.5899999141693115,3.299999952316284,3.450000047683716,261700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.6100000143051147,1.840000033378601,1.600000023841858,1.7699999809265137,5072400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.649999976158142,1.75,1.5700000524520874,1.7200000286102295,408400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.590000033378601,1.75,1.5499999523162842,1.7400000095367432,194700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.6799999475479126,1.809999942779541,1.6799999475479126,1.7799999713897705,109900.0,,,,,,,,,,
