Date,Open,High,Low,Close,Volume,"('Adj Close', 'IRON')","('Close', 'IRON')","('High', 'IRON')","('Low', 'IRON')","('Open', 'IRON')","('Volume', 'IRON')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,57.22999954223633,60.494998931884766,55.7509994506836,59.72999954223633,387400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,59.93000030517578,61.380001068115234,59.20000076293945,59.5,315700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,59.97999954223633,61.52999877929688,58.900001525878906,60.9900016784668,184400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,60.63999938964844,60.86000061035156,57.84999847412109,57.91999816894531,263500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,57.61000061035156,62.18999862670898,56.86399841308594,61.97999954223633,363600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,62.2599983215332,65.23999786376953,61.93999862670898,64.41999816894531,256100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,64.44999694824219,66.4800033569336,63.400001525878906,63.900001525878906,374300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,63.040000915527344,63.040000915527344,59.7400016784668,62.0,227800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,62.43999862670898,64.79000091552734,61.54999923706055,62.709999084472656,135800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,62.04999923706055,63.540000915527344,60.55899810791016,62.470001220703125,173100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,62.0,66.13500213623047,61.38999938964844,65.0,493900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,65.41000366210938,66.08999633789062,60.79999923706055,62.06999969482422,153800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,62.810001373291016,64.77999877929688,61.369998931884766,64.70500183105469,154500.0,,,,,,,,,,
