Date,Open,High,Low,Close,Volume,"('Adj Close', 'PDEX')","('Close', 'PDEX')","('High', 'PDEX')","('Low', 'PDEX')","('Open', 'PDEX')","('Volume', 'PDEX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,17.100000381469727,17.600000381469727,17.100000381469727,17.600000381469727,1600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,17.959999084472656,18.3799991607666,17.690000534057617,18.31999969482422,4800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.0,18.549999237060547,18.0,18.549999237060547,9000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.8700008392334,19.850000381469727,18.850000381469727,19.350000381469727,9700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.540000915527344,19.75,19.36000061035156,19.420000076293945,5700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,19.600000381469727,20.690000534057617,19.600000381469727,20.239999771118164,13500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.07999992370605,21.75,20.07999992370605,21.200000762939453,18700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,20.84000015258789,20.940000534057617,20.100000381469727,20.100000381469727,5600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.59000015258789,21.0,20.100000381469727,20.920000076293945,9300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.93000030517578,21.399999618530277,20.93000030517578,21.0,6700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.739999771118164,21.5,20.739999771118164,20.8799991607666,5400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.770000457763672,20.989999771118164,20.5,20.979999542236328,1900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.100000381469727,21.5,21.100000381469727,21.1200008392334,4700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,21.280000686645508,22.989999771118164,21.280000686645508,21.51000022888184,10400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.31999969482422,21.71999931335449,21.31999969482422,21.700000762939453,3500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,21.420000076293945,21.690000534057617,21.200000762939453,21.350000381469727,9900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,21.3700008392334,22.190000534057617,21.1299991607666,21.549999237060547,5100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,21.34000015258789,21.81999969482422,21.34000015258789,21.520000457763672,6300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,21.549999237060547,22.700000762939453,21.549999237060547,22.5,11500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,22.149999618530277,22.8799991607666,22.149999618530277,22.5,7900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,22.190000534057617,22.8799991607666,21.520000457763672,21.520000457763672,9300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.559999465942383,21.989999771118164,21.559999465942383,21.65999984741211,6500.0,,,,,,,,,,
