Date,Open,High,Low,Close,Volume,"('Adj Close', 'CHCT')","('Close', 'CHCT')","('High', 'CHCT')","('Low', 'CHCT')","('Open', 'CHCT')","('Volume', 'CHCT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.71999931335449,26.8700008392334,26.489999771118164,26.6200008392334,119100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.489999771118164,26.489999771118164,25.6299991607666,25.76000022888184,192500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.920000076293945,25.959999084472656,25.450000762939453,25.799999237060547,103500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.51000022888184,25.75,25.23500061035156,25.399999618530277,120100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.459999084472656,25.8799991607666,25.395000457763672,25.850000381469727,113500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.59000015258789,25.84000015258789,25.399999618530277,25.59000015258789,86700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.479999542236328,25.86000061035156,25.450000762939453,25.850000381469727,98200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.799999237060547,25.979999542236328,25.479999542236328,25.82999992370605,208300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,26.200000762939453,26.31999969482422,25.90999984741211,26.059999465942383,111400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.8799991607666,26.46999931335449,25.684999465942383,26.399999618530277,199700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,26.01000022888184,26.295000076293945,25.809999465942383,26.11000061035156,435700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,26.18000030517578,26.280000686645508,25.729999542236328,25.88999938964844,226700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,26.06999969482422,26.309999465942383,25.799999237060547,26.290000915527344,145000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,26.440000534057617,26.850000381469727,26.440000534057617,26.479999542236328,192000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.709999084472656,26.76000022888184,25.73500061035156,25.96999931335449,126300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.290000915527344,26.290000915527344,25.645000457763672,25.790000915527344,195800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,26.21999931335449,26.26000022888184,25.81999969482422,26.100000381469727,123100.0,,,,,,,,,,
