Date,Open,High,Low,Close,Volume,"('Adj Close', 'INBK')","('Close', 'INBK')","('High', 'INBK')","('Low', 'INBK')","('Open', 'INBK')","('Volume', 'INBK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,24.420000076293945,25.01000022888184,24.0,24.1299991607666,36700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,23.76000022888184,24.459999084472656,23.21999931335449,23.25,32900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,23.049999237060547,25.489999771118164,23.049999237060547,24.34000015258789,64700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,24.459999084472656,25.770000457763672,24.01000022888184,24.75,66000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,24.75,25.25,24.739999771118164,24.8700008392334,31400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,24.88999938964844,25.059999465942383,24.649999618530277,24.809999465942383,40400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,24.75,24.940000534057617,24.75,24.93000030517578,31500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,24.700000762939453,26.100000381469727,24.40999984741211,26.01000022888184,74100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,26.01000022888184,26.01000022888184,25.34000015258789,25.739999771118164,33800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.84000015258789,27.040000915527344,25.149999618530277,25.299999237060547,21000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.920000076293945,25.399999618530277,24.799999237060547,25.200000762939453,21900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.09000015258789,25.540000915527344,23.299999237060547,25.11000061035156,23300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,25.059999465942383,26.049999237060547,25.049999237060547,26.0,21900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.989999771118164,27.21999931335449,25.989999771118164,27.15999984741211,41900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,27.459999084472656,27.5,26.63999938964844,27.100000381469727,42200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,27.200000762939453,27.6299991607666,27.100000381469727,27.32999992370605,78200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.540000915527344,30.65999984741211,27.76000022888184,29.700000762939453,168700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,30.940000534057617,31.489999771118164,29.93000030517578,30.43000030517578,131100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,30.93000030517578,32.91999816894531,30.59000015258789,32.709999084472656,54400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,32.59000015258789,33.16999816894531,31.700000762939453,32.779998779296875,55800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,32.599998474121094,33.45000076293945,32.310001373291016,32.97999954223633,79600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,33.099998474121094,33.099998474121094,29.450000762939453,30.38999938964844,81200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,29.729999542236328,30.34000015258789,29.3799991607666,30.170000076293945,48200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,29.5,30.030000686645508,29.100000381469727,29.940000534057617,42400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,30.07999992370605,31.030000686645508,29.75,30.81999969482422,176700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,30.850000381469727,31.780000686645508,29.75,31.479999542236328,58000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,31.399999618530277,31.459999084472656,31.0,31.0,45900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,31.82999992370605,32.33000183105469,31.09000015258789,32.33000183105469,29800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,32.970001220703125,32.970001220703125,31.950000762939453,32.11000061035156,42900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,31.6200008392334,32.220001220703125,30.950000762939453,31.11000061035156,56200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,31.88999938964844,32.34000015258789,31.170000076293945,32.25,37800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,32.2400016784668,33.65999984741211,32.2400016784668,33.15999984741211,56700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,33.09000015258789,34.27000045776367,32.2599983215332,33.22999954223633,39200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,33.25,33.81999969482422,32.560001373291016,32.709999084472656,49600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,32.470001220703125,32.59000015258789,31.61000061035156,32.16999816894531,31200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,32.08000183105469,32.77000045776367,31.270000457763672,31.270000457763672,27400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,31.21999931335449,32.63999938964844,31.21999931335449,32.45000076293945,35800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,31.989999771118164,33.119998931884766,31.75,32.939998626708984,56500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,32.93000030517578,33.380001068115234,31.729999542236328,31.739999771118164,34500.0,,,,,,,,,,
