Date,Open,High,Low,Close,Volume,"('Adj Close', 'AFL')","('Close', 'AFL')","('High', 'AFL')","('Low', 'AFL')","('Open', 'AFL')","('Volume', 'AFL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,82.55000305175781,83.30000305175781,82.29000091552734,83.27999877929688,1888000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,83.37000274658203,83.93000030517578,82.66000366210938,83.19000244140625,2042300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,82.7300033569336,83.52999877929688,82.1500015258789,82.30000305175781,2470500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,82.45999908447266,82.83000183105469,82.20999908447266,82.72000122070312,1920600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,82.51000213623047,82.91999816894531,81.55999755859375,82.87000274658203,1416500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,82.58000183105469,82.58000183105469,80.16000366210938,80.55000305175781,2851800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,81.0999984741211,82.68000030517578,80.41000366210938,82.63999938964844,2058900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,82.62000274658203,82.80000305175781,81.83999633789062,82.69000244140625,1587000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,82.91999816894531,83.0,82.2699966430664,82.73999786376953,1086400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,82.47000122070312,82.75,82.0999984741211,82.52999877929688,1336100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,82.38999938964844,83.48999786376953,82.0,82.83000183105469,1175200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,82.47000122070312,83.69999694824219,82.0,83.61000061035156,1459100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,84.23999786376953,84.44999694824219,83.38999938964844,84.37000274658203,2250300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,84.5,84.98999786376953,84.31999969482422,84.5,1808700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,84.08000183105469,84.86000061035156,83.80000305175781,84.63999938964844,1200900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,85.16999816894531,85.48999786376953,84.70999908447266,85.0,1559100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,85.25,85.38999938964844,84.4800033569336,84.88999938964844,1372600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,85.08000183105469,85.37999725341797,84.44999694824219,85.30999755859375,1168000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,84.93000030517578,85.30000305175781,84.06999969482422,84.58999633789062,1737600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,84.62000274658203,85.75,84.20999908447266,85.7300033569336,1663600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,86.0,86.19999694824219,84.29000091552734,84.33999633789062,2820000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,78.87000274658203,79.80000305175781,75.08000183105469,76.19999694824219,9777500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,76.91000366210938,77.62000274658203,76.19999694824219,76.81999969482422,4071300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,76.1500015258789,76.61000061035156,75.44000244140625,76.33000183105469,3068700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,76.19999694824219,77.38999938964844,75.69000244140625,76.91999816894531,3157100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,77.37000274658203,79.0199966430664,77.25,78.83000183105469,3192400.0,,,,,,,,,,
