Date,Open,High,Low,Close,Volume,"('Adj Close', 'FARO')","('Close', 'FARO')","('High', 'FARO')","('Low', 'FARO')","('Open', 'FARO')","('Volume', 'FARO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.43000030517578,22.43000030517578,21.549999237060547,21.63999938964844,216900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.31999969482422,21.61000061035156,20.81999969482422,20.920000076293945,167900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.920000076293945,21.040000915527344,20.489999771118164,20.739999771118164,302800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.459999084472656,21.21999931335449,20.170000076293945,20.600000381469727,335000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.649999618530277,21.51000022888184,20.36000061035156,21.479999542236328,249000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,21.11000061035156,21.51000022888184,20.989999771118164,21.040000915527344,202700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.8700008392334,21.559999465942383,20.86000061035156,21.559999465942383,144300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,21.57999992370605,21.899999618530277,21.459999084472656,21.8700008392334,168200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,22.26000022888184,22.40999984741211,21.51000022888184,21.65999984741211,153600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,21.3700008392334,21.540000915527344,20.100000381469727,21.3799991607666,351500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.82999992370605,20.959999084472656,20.170000076293945,20.739999771118164,369300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,21.020000457763672,21.149999618530277,20.100000381469727,20.299999237060547,153700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.549999237060547,20.90999984741211,20.18000030517578,20.75,230800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.899999618530277,21.899999618530277,20.8700008392334,21.399999618530277,259900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.65999984741211,22.229999542236328,21.459999084472656,21.979999542236328,129500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.34000015258789,22.34000015258789,21.670000076293945,21.739999771118164,192600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.059999465942383,22.56999969482422,22.059999465942383,22.549999237060547,324700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,22.799999237060547,22.799999237060547,22.34000015258789,22.549999237060547,116800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,22.709999084472656,23.71999931335449,22.239999771118164,23.670000076293945,218600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,23.51000022888184,24.209999084472656,23.38999938964844,23.40999984741211,187200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,23.229999542236328,23.86000061035156,22.6299991607666,22.63999938964844,134200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,22.799999237060547,23.18000030517578,22.450000762939453,23.170000076293945,99200.0,,,,,,,,,,
