Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALLY')","('Close', 'ALLY')","('High', 'ALLY')","('Low', 'ALLY')","('Open', 'ALLY')","('Volume', 'ALLY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,34.70000076293945,35.505001068115234,34.599998474121094,35.36000061035156,4701200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,34.650001525878906,35.19499969482422,34.209999084472656,34.650001525878906,4718300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,34.849998474121094,35.060001373291016,34.14500045776367,34.27000045776367,3736800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,33.650001525878906,35.44499969482422,33.33000183105469,35.18000030517578,5646600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,34.900001525878906,35.34000015258789,34.630001068115234,34.720001220703125,4122000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,34.22999954223633,34.58000183105469,34.03499984741211,34.119998931884766,4068400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,34.0,34.17499923706055,33.619998931884766,33.959999084472656,3416800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,33.77000045776367,33.77000045776367,33.209999084472656,33.58000183105469,3018300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.65999984741211,33.849998474121094,32.8650016784668,33.029998779296875,3364100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.70000076293945,33.11000061035156,32.375,33.040000915527344,3012500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,32.45000076293945,32.72999954223633,32.310001373291016,32.54999923706055,3791100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.56999969482422,32.61000061035156,31.774999618530277,32.130001068115234,7479400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,33.0,35.880001068115234,32.79999923706055,35.56999969482422,12416600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.0,36.720001220703125,35.89500045776367,36.31999969482422,9067300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,36.5,36.77000045776367,35.97999954223633,36.54999923706055,4594100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,36.95000076293945,37.10499954223633,36.25,36.47999954223633,3940400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,36.75,37.02000045776367,36.34000015258789,36.900001525878906,4442100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,37.0,37.88999938964844,36.970001220703125,37.619998931884766,3147600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,37.58000183105469,37.77999877929688,37.07500076293945,37.7400016784668,2799300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,37.68000030517578,38.02999877929688,37.54100036621094,37.58000183105469,2095600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,36.650001525878906,37.69499969482422,36.34999847412109,36.68000030517578,4303700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,37.27999877929688,37.43999862670898,36.435001373291016,37.09000015258789,4648900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,36.75,36.75,35.95000076293945,36.400001525878906,4232000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,35.970001220703125,35.970001220703125,35.150001525878906,35.7599983215332,3939200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,35.58000183105469,36.02999877929688,35.40999984741211,35.869998931884766,4761700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,36.0,36.18000030517578,34.880001068115234,35.68000030517578,4481900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,36.25,36.52000045776367,35.66999816894531,36.18999862670898,3041800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,36.18000030517578,36.435001373291016,35.744998931884766,36.09000015258789,2936200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,36.18999862670898,37.21500015258789,36.060001373291016,37.02999877929688,3113600.0,,,,,,,,,,
