Date,Open,High,Low,Close,Volume,"('Adj Close', 'BNED')","('Close', 'BNED')","('High', 'BNED')","('Low', 'BNED')","('Open', 'BNED')","('Volume', 'BNED')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,151.0,175.0,151.0,160.0,10689.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,159.0,168.0,145.0,152.0,8908.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,154.0,176.0,150.0,172.0,7893.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,169.0,187.0,167.0,177.0,6295.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,179.0,201.0,172.0,200.0,7478.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,199.0,226.0,195.0,224.0,11586.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,220.0,225.0,103.0,110.0,94998.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,114.0,130.5,100.0,105.0,79329.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,110.0,120.0,106.0,118.0,43464.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,111.0,114.0,102.0,108.0,22336.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,108.0,108.0,99.0,100.0,10093.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,100.0,101.0,82.4000015258789,87.4000015258789,24519.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,91.0,91.0,82.80000305175781,85.80000305175781,11319.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,88.9000015258789,97.0,87.0,96.0,16945.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,96.0,105.0,93.0,95.5999984741211,9663.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,93.0,97.5,91.0,91.5,3939.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,92.3000030517578,96.0999984741211,92.0,94.4000015258789,1971.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,97.0,97.0,91.0,91.1999969482422,5952.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,93.1999969482422,94.0,90.0,92.8000030517578,4223.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,91.1999969482422,94.0,90.5,91.0,3468.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,91.0,92.9000015258789,84.5,85.69999694824219,12212.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,87.19999694824219,88.19999694824219,84.0,84.19999694824219,2429.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,86.69999694824219,130.0,83.19999694824219,90.8000030517578,82354.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,94.0,94.0,78.0,83.0999984741211,24884.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,82.0,85.80000305175781,81.0,83.0,9340.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,83.4000015258789,83.4000015258789,77.0,78.0,7467.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,78.0,82.0,78.0,79.5,4553.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,76.19999694824219,85.80000305175781,75.0,81.5,9503.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,79.4000015258789,88.69999694824219,79.4000015258789,84.0,7374.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,82.0,85.5999984741211,78.5999984741211,80.9000015258789,6045.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,81.9000015258789,83.30000305175781,78.69999694824219,83.30000305175781,3600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,85.0,87.0,82.0,86.5,6052.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,85.0,87.9000015258789,83.0,84.5,2131.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,85.0,85.9000015258789,81.4000015258789,82.0,2199.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,83.69999694824219,83.69999694824219,80.0,81.0999984741211,2356.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,80.0,82.69999694824219,79.0,80.0,5334.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,80.0,81.0,76.0,80.0,5161.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,79.0,84.9000015258789,78.0,84.19999694824219,3658.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,84.0,89.0,83.0,88.5,3382.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,86.0,88.4000015258789,85.30000305175781,88.0,1433.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,88.0,96.9000015258789,85.5,96.5,6720.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,96.5999984741211,97.0,88.4000015258789,90.1999969482422,4024.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,90.0,91.0,85.30000305175781,87.30000305175781,2790.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,86.0,94.9000015258789,86.0,92.8000030517578,5593.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,93.0,98.5999984741211,91.0,94.0,5900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,94.0,100.0,91.0,98.0,6821.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,98.0,99.0,87.0999984741211,90.9000015258789,11248.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,73.9000015258789,81.0,73.0,76.0,23343.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,78.9000015258789,80.0,60.29999923706055,61.900001525878906,14660.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,70.9000015258789,70.9000015258789,62.0,63.0,14807.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,63.5,65.0999984741211,60.0,61.09999847412109,7014.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,61.0,63.0,56.0,62.29999923706055,12112.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,62.0,64.0,57.5,57.5,9664.0,,,,,,,,,,
