Date,Open,High,Low,Close,Volume,"('Adj Close', 'IPG')","('Close', 'IPG')","('High', 'IPG')","('Low', 'IPG')","('Open', 'IPG')","('Volume', 'IPG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,32.63999938964844,33.209999084472656,32.439998626708984,33.099998474121094,3593700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,33.0,33.0,32.08000183105469,32.119998931884766,2557700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,32.27000045776367,32.560001373291016,31.959999084472656,32.189998626708984,4143200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.20000076293945,32.77000045776367,32.189998626708984,32.439998626708984,3164300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,32.529998779296875,33.36000061035156,32.45000076293945,33.22999954223633,4062300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,32.880001068115234,33.060001373291016,32.720001220703125,32.90999984741211,2520000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,33.02000045776367,33.060001373291016,32.439998626708984,32.58000183105469,3563400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.43000030517578,32.529998779296875,31.790000915527344,32.5,3230200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,32.66999816894531,32.77000045776367,31.88999938964844,31.96999931335449,2504000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.709999084472656,31.950000762939453,31.530000686645508,31.809999465942383,3564100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.540000915527344,31.65999984741211,31.270000457763672,31.459999084472656,4356900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.739999771118164,31.86000061035156,31.420000076293945,31.770000457763672,4599100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,31.770000457763672,31.8700008392334,31.229999542236328,31.850000381469727,3318000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.0,32.43000030517578,31.920000076293945,32.11000061035156,3585100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,32.439998626708984,32.70000076293945,32.130001068115234,32.279998779296875,2495700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,32.529998779296875,32.779998779296875,32.209999084472656,32.22999954223633,2759200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,32.45000076293945,32.93000030517578,32.369998931884766,32.91999816894531,3201700.0,,,,,,,,,,
