Date,Open,High,Low,Close,Volume,"('Adj Close', 'WTS')","('Close', 'WTS')","('High', 'WTS')","('Low', 'WTS')","('Open', 'WTS')","('Volume', 'WTS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,206.72000122070312,207.6100006103516,203.44000244140625,204.4600067138672,107800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,202.41000366210935,203.1100006103516,198.1300048828125,198.5800018310547,152500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,199.5399932861328,200.3000030517578,196.3800048828125,196.88999938964844,127800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,194.92999267578125,197.22000122070312,194.92999267578125,195.4600067138672,116900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,195.69000244140625,197.2100067138672,195.3500061035156,197.0500030517578,100400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,194.82000732421875,196.08999633789065,192.47999572753903,195.4499969482422,93300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,195.4499969482422,197.8300018310547,194.6100006103516,197.80999755859372,104400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,197.52999877929688,198.5200042724609,194.05999755859372,196.8000030517578,106200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,199.19000244140625,199.25999450683597,196.77999877929688,198.69000244140625,68600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,197.88999938964844,198.5399932861328,196.52999877929688,197.91000366210935,82300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,195.4600067138672,197.3999938964844,195.4600067138672,196.8999938964844,53700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,198.3000030517578,200.50999450683597,196.8999938964844,200.38999938964844,70200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,201.0500030517578,202.05999755859372,197.72000122070312,200.5200042724609,110300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,202.02999877929688,204.5500030517578,202.0,202.9900054931641,84200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,204.1199951171875,204.8500061035156,200.0399932861328,200.8999938964844,98000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,202.94000244140625,202.94000244140625,197.55999755859372,198.1100006103516,62800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,200.6199951171875,201.0399932861328,198.19000244140625,199.2400054931641,74900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,199.80999755859372,200.5,198.69000244140625,198.9900054931641,66400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,198.41000366210935,202.6699981689453,198.41000366210935,202.6699981689453,195700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,201.91000366210935,205.32000732421875,201.6999969482422,204.5500030517578,82100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,204.69000244140625,204.69000244140625,197.52999877929688,198.00999450683597,124500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,199.8300018310547,202.82000732421875,197.8600006103516,202.3600006103516,104600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,200.6199951171875,202.58999633789065,198.69000244140625,202.0200042724609,65500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,199.1699981689453,200.75,197.9600067138672,199.3500061035156,110200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,199.6699981689453,203.0,199.6699981689453,202.3699951171875,94500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,203.3600006103516,210.9499969482422,202.5,207.63999938964844,144100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,209.0800018310547,214.47999572753903,206.08999633789065,213.30999755859372,168700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,214.3699951171875,216.17999267578125,212.8800048828125,215.7400054931641,136900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,215.6499938964844,219.5200042724609,214.72000122070312,218.0,279500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,212.25999450683597,212.25999450683597,195.5200042724609,199.00999450683597,448200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,204.0,204.4900054931641,199.91000366210935,200.7700042724609,300600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,201.32000732421875,202.82000732421875,196.4600067138672,201.5,222100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,200.1100006103516,202.32000732421875,197.97000122070312,197.97999572753903,113600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,194.8699951171875,196.82000732421875,193.6300048828125,196.52999877929688,125500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,197.16000366210935,198.38999938964844,195.5399932861328,197.47999572753903,136800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,198.3000030517578,199.3699951171875,194.77999877929688,196.3300018310547,188700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,197.02999877929688,199.0800018310547,197.02999877929688,197.88999938964844,110000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,196.67999267578125,199.0,196.67999267578125,198.22000122070312,98800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,198.9199981689453,199.44000244140625,197.1000061035156,199.25,103400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,198.6699981689453,200.7100067138672,198.63999938964844,199.50999450683597,71800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,201.4900054931641,204.2400054931641,200.88999938964844,203.9499969482422,232100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,203.3699951171875,206.88999938964844,202.7400054931641,205.97999572753903,147600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,206.72999572753903,209.77999877929688,205.77999877929688,206.42999267578125,132000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,205.1499938964844,207.07000732421875,202.8000030517578,203.72000122070312,103000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,205.3300018310547,206.05999755859372,203.6300048828125,204.3500061035156,85000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,205.8699951171875,208.0500030517578,204.72000122070312,206.25999450683597,79600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,208.19000244140625,209.2400054931641,204.3000030517578,204.88999938964844,70400.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,204.13999938964844,204.6699981689453,202.8300018310547,203.3800048828125,95700.0,,,,,,,,,,
