Date,Open,High,Low,Close,Volume,"('Adj Close', 'MSA')","('Close', 'MSA')","('High', 'MSA')","('Low', 'MSA')","('Open', 'MSA')","('Volume', 'MSA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,167.6199951171875,169.30999755859375,166.9199981689453,167.94000244140625,145800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,166.32000732421875,167.42999267578125,164.66000366210938,165.07000732421875,196800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,165.50999450683594,166.50999450683594,163.02999877929688,163.72999572753906,317000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,162.55999755859375,163.52000427246094,160.9600067138672,161.08999633789062,257400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,161.61000061035156,164.82000732421875,160.75,164.77000427246094,121200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,163.1999969482422,165.35000610351562,163.0,164.47999572753906,84800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,164.47999572753906,165.8699951171875,164.4600067138672,165.52000427246094,71500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,164.99000549316406,169.9600067138672,164.17999267578125,165.75,127600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,166.85000610351562,167.4600067138672,164.24000549316406,165.11000061035156,110900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,163.75999450683594,164.63999938964844,162.4199981689453,163.0,93200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,161.63999938964844,162.5800018310547,160.02000427246094,161.6300048828125,74500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,162.0,163.9199981689453,161.1199951171875,163.61000061035156,101100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,164.5,164.5,161.75999450683594,162.89999389648438,67800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,163.1300048828125,167.22000122070312,163.1300048828125,167.07000732421875,194600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,168.00999450683594,168.11000061035156,166.27000427246094,167.74000549316406,134000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,168.52000427246094,168.72000122070312,166.2899932861328,167.44000244140625,133000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,168.16000366210938,168.25999450683594,164.77999877929688,166.02000427246094,98800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,166.8000030517578,167.0500030517578,165.86000061035156,166.0800018310547,79000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,165.3300018310547,168.13999938964844,164.64999389648438,167.82000732421875,98700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,167.72000122070312,168.6699981689453,166.83999633789062,167.5399932861328,125400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,167.85000610351562,168.14999389648438,164.8000030517578,165.02999877929688,347100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,165.74000549316406,168.08999633789062,164.0500030517578,167.5500030517578,150100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,166.16000366210938,168.77999877929688,166.02999877929688,168.66000366210938,91600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,168.0,168.0,166.10000610351562,166.85000610351562,99500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,167.22000122070312,171.10000610351562,167.17999267578125,169.6199951171875,266900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,170.33999633789062,172.0500030517578,169.64999389648438,171.05999755859375,121700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,171.5800018310547,174.0399932861328,171.1199951171875,173.97000122070312,131800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,174.35000610351562,178.1300048828125,173.6699981689453,178.08999633789062,169400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,178.3699951171875,178.52999877929688,176.72999572753906,177.47999572753906,181900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,174.7899932861328,177.5500030517578,173.75,175.0500030517578,169700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,175.32000732421875,176.60000610351562,174.4499969482422,176.47999572753906,266500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,179.0,184.88999938964844,174.57000732421875,177.94000244140625,339300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,178.22000122070312,180.57000732421875,176.6699981689453,178.4499969482422,172300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,177.4600067138672,178.85000610351562,176.6999969482422,177.3000030517578,143400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,177.47000122070312,177.47000122070312,174.19000244140625,175.39999389648438,139900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,177.02000427246094,179.9199981689453,176.88999938964844,179.6999969482422,164800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,180.00999450683594,180.75,177.05999755859375,180.0399932861328,169200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,180.13999938964844,182.92999267578125,179.94000244140625,182.7400054931641,124500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,182.6300048828125,183.4199981689453,181.7700042724609,182.0,89700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,180.75,183.6999969482422,179.9199981689453,182.9199981689453,104000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,183.57000732421875,185.3600006103516,183.4499969482422,184.1499938964844,184500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,184.27999877929688,185.75,182.17999267578125,183.02999877929688,141600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,184.08999633789065,187.5800018310547,184.08999633789065,186.3800048828125,116400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,184.92999267578125,186.8800048828125,183.8300018310547,183.97000122070312,102500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,184.2400054931641,187.3300018310547,184.2400054931641,186.1199951171875,95600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,186.9600067138672,187.3300018310547,184.8999938964844,185.91000366210935,86200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,186.9900054931641,188.2700042724609,185.13999938964844,185.9199981689453,77800.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,185.82000732421875,185.88999938964844,184.02999877929688,185.1000061035156,90900.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,184.5399932861328,187.2700042724609,184.3500061035156,186.9199981689453,101700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,187.3500061035156,187.7899932861328,185.8999938964844,186.80999755859372,101000.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,186.88999938964844,187.0,183.22000122070312,183.6499938964844,100800.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,182.7700042724609,185.2700042724609,182.1199951171875,183.0800018310547,377200.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,184.0,184.66000366210935,182.7899932861328,183.1300048828125,97700.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,183.0,184.6199951171875,182.1100006103516,184.05999755859372,125400.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,183.5500030517578,184.72000122070312,182.02999877929688,182.91000366210935,141600.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,182.5500030517578,187.6699981689453,182.07000732421875,187.27999877929688,196900.0,,,,,,,,,,
